courier	x	y	on_time	off_time
c1	9755	1693	0	90
c2	3049	7734	30	120
c3	8343	752	90	270
c4	5471	0	90	270
c5	10252	2493	90	270
c6	7038	26	90	270
c7	10663	5087	90	270
c8	8256	8490	90	270
c9	9212	1109	90	270
c10	8464	562	90	270
c11	2922	1330	90	270
c12	9028	952	90	210
c13	1661	4683	90	210
c14	1687	4999	90	161
c15	9774	1718	210	330
c16	9292	1183	270	450
c17	2883	6253	270	450
c18	8941	1446	270	450
c19	7488	6328	270	450
c20	5190	3023	270	450
c21	9803	3525	390	510
c22	2096	2524	400	425
c23	5668	2563	450	630
c24	2579	1730	450	630
c25	7223	8872	450	630
c26	2457	6197	450	630
c27	7922	293	450	630
c28	1740	3600	450	630
c29	2353	5855	450	630
c30	5376	2954	450	630
c31	2163	5416	450	630
c32	5223	8891	450	630
c33	9434	6880	450	630
c34	9587	1490	450	560
c35	3559	8157	450	582
c36	4697	194	510	690
c37	3698	2338	510	690
c38	4304	1224	510	690
c39	2337	6855	510	690
c40	7381	2226	510	690
c41	3053	7738	510	690
c42	9621	1530	510	690
c43	5406	11	510	690
c44	4963	8135	510	690
c45	9658	1573	510	690
c46	4971	109	510	630
c47	3259	7924	510	630
c48	8610	651	510	630
c49	10643	3715	510	660
c50	1963	6106	630	750
c51	3083	4282	630	750
c52	4662	8731	630	750
c53	3713	677	630	750
c54	4012	4404	630	750
c55	3175	1087	630	702
c56	9972	1998	630	654
c57	6324	3843	690	840
c58	7313	88	690	810
c59	9894	1883	690	810
c60	3073	5511	690	810
c61	4274	2901	690	765
