order	x	y	placement_time	restaurant	ready_time
o1	7696	7738	481	r1	506
o2	8854	10766	525	r2	535
o3	8749	11610	596	r3	633
o4	7722	11138	249	r4	276
o5	10432	9213	614	r5	639
o6	8404	9432	835	r6	873
o7	2744	8069	609	r7	631
o8	6780	3545	219	r8	236
o9	7831	9034	613	r9	633
o10	4495	7975	336	r10	349
o11	7016	9572	612	r11	612
o12	6525	6853	492	r12	518
o13	8280	10392	661	r13	674
o14	5695	6483	629	r14	642
o15	9844	9216	454	r15	491
o16	6402	6178	638	r16	644
o17	7891	5247	638	r16	644
o18	8994	9363	662	r17	687
o19	8242	8074	180	r18	236
o20	4970	8288	617	r19	624
o21	3975	5561	673	r20	688
o22	1184	5737	378	r20	388
o23	1021	6419	193	r20	201
o24	8501	10903	589	r21	604
o25	6817	7880	576	r22	589
o26	7062	7869	213	r23	228
o27	10637	9221	195	r9	205
o28	516	8581	536	r24	561
o29	9827	5345	533	r25	539
o30	10044	6841	813	r26	838
o31	7637	6496	677	r27	702
o32	9095	5597	269	r28	306
o33	8837	8534	636	r5	647
o34	9651	9276	614	r29	627
o35	309	8439	531	r30	562
o36	6301	7147	587	r31	605
o37	3168	8790	98	r32	141
o38	1432	6721	646	r20	667
o39	8338	9900	210	r33	223
o40	7441	10905	590	r34	618
o41	10392	9494	758	r35	771
o42	6716	9575	692	r36	705
o43	7685	8776	682	r17	700
o44	8536	10625	653	r26	684
o45	8207	10444	659	r37	661
o46	5203	7854	527	r31	539
o47	9645	9769	464	r16	481
o48	7290	5153	279	r38	304
o49	7374	10330	512	r39	518
o50	6819	4791	134	r40	146
o51	5010	6846	366	r24	389
o52	6794	7662	620	r41	638
o53	5713	8977	278	r10	300
o54	5933	4781	577	r27	614
o55	6873	10472	754	r42	779
o56	8270	9570	339	r29	351
o57	4481	8485	246	r43	281
o58	2167	8688	360	r16	378
o59	9758	8034	603	r44	628
o60	8385	10411	686	r44	697
o61	8309	8863	851	r16	869
o62	10496	9021	679	r45	704
o63	1360	7948	199	r46	226
o64	10496	9912	543	r3	580
o65	5429	8165	784	r47	796
o66	6193	6968	687	r43	712
o67	6595	9091	647	r36	673
o68	8525	8216	468	r48	488
o69	7572	7845	697	r31	709
o70	5163	7471	549	r49	565
o71	10430	9601	686	r45	711
o72	5866	11174	779	r4	787
o73	8827	9842	128	r50	155
o74	5942	10743	809	r47	812
o75	7726	8963	268	r51	293
o76	10166	8071	450	r28	468
o77	9736	8015	488	r31	500
o78	2958	9963	223	r24	249
o79	9622	9791	554	r16	579
o80	10173	6809	641	r52	682
o81	4516	8075	115	r53	127
o82	6763	7258	586	r16	589
o83	5530	7995	687	r31	699
o84	7060	8255	318	r31	330
o85	7458	9467	559	r42	569
o86	4689	8500	266	r16	292
o87	9363	8498	377	r42	393
o88	7998	8860	177	r50	195
o89	7637	7269	649	r54	679
o90	8473	8577	839	r31	845
o91	10356	9483	261	r50	286
o92	8152	11389	534	r38	571
o93	9720	7245	250	r54	270
o94	6762	8235	666	r55	676
o95	5722	10379	688	r56	743
o96	5284	8234	839	r47	845
o97	3318	7781	586	r57	604
o98	6094	7672	625	r9	673
o99	2099	9465	560	r58	568
o100	7243	10355	571	r59	586
o101	9314	8591	266	r60	272
o102	8956	9718	654	r34	675
o103	3152	6877	171	r61	197
o104	8252	11539	159	r62	184
o105	8288	9038	521	r63	558
o106	10203	5388	402	r14	418
o107	9036	10904	449	r36	465
o108	7586	9106	185	r23	207
o109	5382	6338	754	r43	782
o110	10124	7772	212	r64	234
o111	2653	9932	281	r65	293
o112	8823	10442	813	r16	819
o113	8037	5038	212	r66	224
o114	3206	0	487	r67	622
o115	8790	11474	413	r38	424
o116	8133	7240	152	r18	203
o117	7762	8588	565	r52	575
o118	8679	3098	521	r68	546
o119	7393	9427	348	r14	365
o120	6820	2745	421	r27	441
o121	7004	7154	453	r69	478
o122	8036	8866	770	r31	782
o123	6539	10874	220	r16	232
o124	8468	5933	479	r29	504
o125	8475	9968	277	r9	295
o126	10429	7865	386	r12	399
o127	2871	5911	840	r16	848
o128	269	7853	588	r24	625
o129	4182	6172	511	r29	524
o130	8471	9440	544	r70	560
o131	1491	8350	506	r30	537
o132	2339	7699	830	r71	851
o133	6265	6570	114	r50	159
o134	7937	7242	574	r4	592
o135	4060	3953	422	r72	430
o136	9729	9232	813	r27	834
o137	9501	9342	212	r55	238
