restaurant	x	y
r1	9334	10421
r2	9095	10540
r3	8956	10637
r4	7821	9639
r5	8082	6073
r6	8191	7274
r7	4454	8661
r8	8111	8729
r9	8931	5687
r10	3631	8853
r11	7840	6916
r12	9490	7566
r13	8131	9035
r14	7977	5422
r15	9315	9049
r16	6794	8849
r17	8004	6614
r18	9661	7005
r19	9326	10421
r20	3871	4132
r21	8793	10805
r22	6257	10844
r23	8368	6934
r24	1336	7931
r25	8133	7020
r26	8528	9271
r27	7733	6867
r28	9382	9846
r29	8485	6503
r30	2203	8759
r31	7964	6823
r32	8428	8090
r33	4247	8210
r34	6570	10638
r35	8997	10523
r36	8208	8725
r37	9334	10366
r38	8257	7670
r39	7249	10514
r40	7950	4576
r41	8135	8890
r42	7050	10475
r43	5709	7467
r44	8468	7835
r45	10122	8447
r46	518	5590
r47	4414	8621
r48	9247	10483
r49	3873	6534
r50	7740	6965
r51	8472	9182
r52	7936	5891
r53	5720	7406
r54	7108	9123
r55	6427	10767
r56	4171	8829
r57	2873	8522
r58	6841	8654
r59	3823	6943
r60	9140	8881
r61	7312	6649
r62	4902	8599
r63	8073	9395
r64	8333	9210
r65	5565	10570
r66	8173	9184
r67	4654	2392
r68	8915	9444
r69	6774	6436
r70	8546	11598
r71	7868	9636
r72	6646	6212
r73	8579	5460
r74	8949	5831
r75	7921	9573
r76	9023	10204
r77	9037	10583
r78	4077	6859
r79	7893	4621
r80	5342	9278
r81	8554	8992
r82	5486	7371
r83	7910	11532
r84	2156	8477
r85	7821	6933
r86	7922	9236
r87	8899	9667
r88	7847	9523
r89	4091	8810
r90	4291	8657
r91	9950	9112
r92	6797	9072
r93	3967	6821
r94	7843	6639
r95	6992	7641
r96	7858	6746
r97	7670	10228
r98	6851	6375
r99	7938	7886
r100	6856	9214
r101	3668	8841
r102	9068	8990
r103	6720	5437
r104	6457	6396
r105	9458	10203
r106	3046	8603
r107	7851	11541
r108	7976	9313
r109	8023	9473
r110	6820	6595
r111	8050	6424
r112	6331	10806
r113	7110	7739
r114	3944	9162
r115	8165	5494
r116	8861	10260
r117	0	7877
r118	9484	8297
r119	8642	10852
r120	7951	5968
r121	8246	11558
r122	4145	8886
r123	10935	4435
r124	3602	6817
r125	8635	7423
r126	8393	8959
r127	8848	11331
r128	9493	8959
r129	9075	8228
r130	9286	10443
r131	6232	10651
