courier	x	y	on_time	off_time
c1	5714	7462	0	90
c2	5613	7362	0	75
c3	8504	8084	15	135
c4	7667	6944	45	165
c5	7712	6945	45	165
c6	7792	6936	90	210
c7	7839	11458	105	195
c8	7692	6969	120	300
c9	7668	6857	120	210
c10	9355	9097	120	210
c11	7796	6866	135	255
c12	2775	8613	135	255
c13	2812	8625	135	255
c14	8099	6310	150	390
c15	6672	5379	150	270
c16	7774	6810	165	285
c17	8425	8058	165	285
c18	8121	7013	165	225
c19	7923	6858	180	300
c20	2123	8786	180	300
c21	9147	10499	195	315
c22	4285	8662	195	315
c23	9151	10550	195	435
c24	449	5396	195	435
c25	5600	9416	210	330
c26	4275	8240	210	330
c27	8219	9147	210	270
c28	8821	9324	225	405
c29	7244	6617	225	345
c30	6998	7758	225	345
c31	7205	6593	225	270
c32	6703	6488	240	420
c33	9465	9701	240	420
c34	8230	8976	240	420
c35	9013	8257	240	330
c36	9396	9707	255	495
c37	7716	6777	255	375
c38	8751	11299	270	510
c39	3641	6673	270	390
c40	2087	8758	285	465
c41	7775	6794	285	465
c42	9113	10641	300	360
c43	450	5523	345	525
c44	9	8028	345	465
c45	7244	10521	345	465
c46	8095	9163	345	465
c47	8	8021	345	465
c48	8223	7647	360	540
c49	7782	6890	360	540
c50	6790	6346	360	480
c51	7787	6887	360	480
c52	7950	6952	360	450
c53	2264	8717	360	375
c54	2234	8680	375	555
c55	8014	5967	375	495
c56	9412	7624	375	405
c57	7816	6969	390	480
c58	9252	10568	420	510
c59	2251	8712	435	615
c60	4210	8233	435	525
c61	6750	6334	450	630
c62	9123	8945	450	630
c63	1311	7966	450	630
c64	5334	9181	465	585
c65	8284	9175	465	525
c66	9245	10368	510	750
c67	8184	9318	510	750
c68	8755	10159	510	750
c69	3703	8933	510	690
c70	4950	8609	510	720
c71	2883	8518	525	765
c72	8079	6247	525	705
c73	2909	8587	525	705
c74	8217	7756	525	705
c75	8354	7721	525	735
c76	8393	7726	555	735
c77	8264	7738	555	735
c78	7974	5951	555	735
c79	9271	8964	555	735
c80	8394	8972	555	735
c81	2118	8688	555	735
c82	9363	9078	555	585
c83	8947	10175	570	750
c84	6119	10717	570	750
c85	9180	10331	570	750
c86	3915	6920	570	660
c87	6940	8711	570	660
c88	9242	10382	585	825
c89	7851	6958	585	825
c90	9992	6709	585	825
c91	3948	4197	585	825
c92	8986	10751	585	765
c93	8946	10704	585	765
c94	8829	9397	600	720
c95	8201	7707	600	720
c96	9093	10684	600	720
c97	8004	5967	600	660
c98	8145	11577	615	855
c99	8310	7611	615	855
c100	3892	4174	615	855
c101	9083	10599	630	720
c102	9126	10469	630	675
c103	3849	6674	645	885
c104	8213	7642	645	885
c105	8090	9184	690	810
c106	5341	9193	690	810
c107	3915	6514	720	810
c108	9125	10662	720	810
c109	8855	9342	720	765
c110	6888	8881	765	885
c111	9043	10671	765	885
c112	8009	4767	765	885
c113	7772	6932	765	885
c114	4312	8571	765	885
c115	8623	8990	780	900
c116	9333	8788	780	900
c117	9349	8727	780	870
c118	8585	8990	780	870
c119	9379	9122	780	870
c120	7888	9704	795	915
c121	7802	9586	795	915
c122	4330	8639	795	915
c123	7970	9308	795	855
c124	9076	10546	810	990
c125	7984	9619	810	990
c126	4344	8592	810	870
c127	7910	6797	825	915
c128	6891	8831	840	885
c129	8151	6017	855	900
