restaurant	x	y
r1	9990	10361
r2	9711	10743
r3	9673	10826
r4	8582	9802
r5	8648	6246
r6	8771	7263
r7	5013	8673
r8	8702	8952
r9	9443	5819
r10	4337	8911
r11	8333	6983
r12	10147	7682
r13	8787	9009
r14	8569	5517
r15	10004	9046
r16	7534	8900
r17	8537	6839
r18	10271	7006
r19	9818	10485
r20	4537	4111
r21	9409	10857
r22	6788	10971
r23	9097	7031
r24	2026	8187
r25	8870	7064
r26	9117	9420
r27	8428	6841
r28	9915	9858
r29	9219	6594
r30	2784	8814
r31	8457	6921
r32	9108	8231
r33	4831	8316
r34	7197	10715
r35	9611	10751
r36	8904	8801
r37	9971	10377
r38	9004	7873
r39	7884	10652
r40	8565	4686
r41	8804	9021
r42	7628	10519
r43	6250	7459
r44	9034	7765
r45	10916	8710
r46	1136	5658
r47	5068	8764
r48	9882	10697
r49	4434	6612
r50	8349	7017
r51	9052	9175
r52	8550	6011
r53	6315	7454
r54	7592	9317
r55	7079	10799
r56	4856	8961
r57	3512	8789
r58	7539	8883
r59	4429	6995
r60	9854	9046
r61	7823	6733
r62	5578	8774
r63	8787	9349
r64	8972	9264
r65	6257	10619
r66	8839	9241
r67	5233	2438
r68	9512	9440
r69	7326	6547
r70	9056	11684
r71	8521	9684
r72	7258	6407
r73	9242	5507
r74	9429	5947
r75	8476	9692
r76	9686	10211
r77	9589	10782
r78	4809	6923
r79	8618	4649
r80	5856	9327
r81	9147	9121
r82	6216	7482
r83	8519	11597
r84	2710	8678
r85	8409	7161
r86	8592	9273
r87	9555	9870
r88	8629	9770
r89	4634	8992
r90	4820	8766
r91	10683	9349
r92	7509	9199
r93	4682	6823
r94	8481	6615
r95	7607	7813
r96	8481	6765
r97	8390	10478
r98	7440	6496
r99	8393	7945
r100	7424	9151
r101	4291	8859
r102	9768	9029
r103	7357	5361
r104	7041	6429
r105	10084	10175
r106	3491	8653
r107	8470	11544
r108	8478	9467
r109	8644	9529
r110	7418	6799
r111	8750	6371
r112	6966	10738
r113	7593	7674
r114	4613	9238
r115	8774	5412
r116	9540	10354
r117	563	8073
r118	10021	8482
r119	9272	10939
r120	8508	6043
r121	8834	11625
r122	4675	8976
r123	11502	4513
r124	4194	6809
r125	9180	7580
r126	9014	9113
r127	9342	11364
r128	10111	9143
r129	9604	8315
r130	9748	10659
r131	6873	10840
