restaurant	x	y
r1	29930	15034
r2	27990	16384
r3	28656	19727
r4	23831	19847
r5	25840	16335
r6	29937	15029
r7	29323	15746
r8	26217	16095
r9	29675	14360
r10	29851	14463
r11	4032	52919
r12	25327	17355
r13	24948	16212
r14	30250	14615
r15	29738	14233
r16	25702	14904
r17	29965	14598
r18	25223	11878
r19	27546	10619
r20	27841	20246
r21	24951	17449
r22	28223	14396
r23	26030	16315
r24	29647	14117
r25	29631	12967
r26	26544	18848
r27	28496	18952
r28	30023	15361
r29	28350	19046
r30	27923	7625
r31	27638	19766
r32	26236	18149
r33	28881	13356
r34	25710	14831
r35	25513	13508
r36	26014	16407
r37	28651	19142
r38	29189	17605
r39	24449	22901
r40	26323	22216
r41	29747	13455
r42	26579	10619
r43	24861	21949
r44	29615	14079
r45	29872	15385
r46	29780	14293
r47	28738	18991
r48	27312	17224
r49	27131	14496
r50	26117	16573
r51	28848	18081
r52	28149	16700
r53	28614	19068
r54	30120	11517
r55	26981	15008
r56	29593	15739
r57	27463	10705
r58	25977	16454
r59	26362	22175
r60	22191	18091
r61	25351	11908
r62	25557	21310
r63	25826	16466
r64	28554	19380
r65	28989	11926
r66	29952	13385
r67	26390	15809
r68	29330	14676
r69	25878	16506
r70	26977	19287
r71	27456	13206
r72	25272	9499
r73	25190	22586
r74	28798	18364
r75	28426	18989
r76	32465	4279
r77	21780	14970
r78	25751	18520
r79	27886	13126
r80	28923	18184
r81	28145	17497
r82	28171	13963
r83	29062	15338
r84	28238	12890
r85	26444	18426
r86	28904	12493
r87	29271	12685
r88	25061	9606
r89	27387	19649
r90	24242	23014
r91	28839	17963
r92	28109	19740
r93	28019	19694
r94	25860	21183
r95	23453	17343
r96	23866	20560
r97	27819	8520
r98	28129	18035
r99	28488	17726
r100	23975	17267
r101	27149	11964
r102	24748	15744
r103	29323	12884
r104	30122	14893
r105	28660	18575
r106	24922	17635
r107	25208	22595
r108	26983	10632
r109	29950	11049
r110	28575	19339
r111	27788	16858
r112	22363	15741
r113	30209	14491
r114	29976	14574
r115	28284	15903
r116	29360	12823
r117	30020	11744
r118	25735	7662
r119	30079	14571
r120	23005	17375
r121	26424	23086
r122	29031	13096
r123	23871	21388
r124	12429	32724
r125	28300	18212
r126	23779	17231
r127	29494	14568
r128	27388	23079
r129	26573	20719
r130	28118	13880
r131	26176	18181
r132	23380	18679
r133	29964	13171
r134	32849	4212
r135	27800	13727
r136	25281	9552
r137	32964	4182
r138	26994	20980
r139	27752	20299
r140	28777	13178
r141	29713	14172
r142	30228	11616
r143	27829	18496
r144	25894	21209
r145	25271	22445
r146	22491	17953
r147	28516	17860
r148	27046	19705
r149	13398	27749
r150	13240	27799
r151	4447	33825
r152	26433	20157
r153	27041	8720
r154	25028	9558
r155	27899	16723
r156	28573	14117
r157	22897	22902
r158	16246	29374
r159	30311	13658
r160	29923	12859
r161	26475	19742
r162	28859	13300
r163	24008	18106
r164	26812	22235
r165	26935	18131
r166	22617	22153
r167	24477	22668
r168	28765	18308
r169	28286	16654
r170	21662	19817
r171	29911	15838
r172	26947	20258
r173	26900	20453
r174	30064	12145
r175	14496	43499
r176	28766	14120
r177	29478	13683
r178	28259	13836
r179	30726	13686
r180	29498	10268
r181	28031	17457
r182	26107	10723
r183	29918	14728
r184	26383	12962
r185	25365	18892
r186	29368	16211
r187	26991	10751
r188	29947	13637
r189	29054	17411
r190	27593	20380
r191	33455	4035
r192	27740	17305
r193	25918	15786
r194	28411	11430
r195	29820	13098
r196	27008	14295
r197	24044	17958
r198	26290	10685
r199	29363	16604
r200	21644	22946
r201	28267	13825
r202	28179	17387
r203	28110	18210
r204	29002	13174
r205	24088	17872
r206	28228	17686
r207	28602	19534
r208	27965	18307
r209	25827	16452
r210	4115	30243
r211	27472	18822
r212	25289	22129
r213	25779	17386
r214	27640	19883
r215	17207	27799
r216	29340	13723
r217	27938	20144
r218	30188	15128
r219	29560	13969
r220	29331	13697
r221	30013	13722
r222	29176	12917
