order	x	y	placement_time	restaurant	ready_time
o1	6501	4664	357	r1	376
o2	8454	7880	278	r2	300
o3	11069	6396	335	r3	348
o4	6054	6666	739	r4	746
o5	6430	9777	785	r5	810
o6	7472	6979	800	r3	820
o7	7775	8122	339	r6	351
o8	3160	7628	655	r7	665
o9	10887	8005	705	r8	725
o10	6166	6852	790	r9	806
o11	754	2294	285	r10	328
o12	7512	7586	638	r11	693
o13	8733	8651	813	r12	818
o14	8690	6939	874	r13	899
o15	654	6561	603	r11	623
o16	6855	4635	529	r14	559
o17	9047	5497	585	r15	605
o18	7098	7208	476	r16	486
o19	8213	8084	621	r9	646
o20	6423	6720	639	r16	649
o21	1859	6770	636	r17	643
o22	7074	9789	677	r18	687
o23	6285	4571	731	r19	741
o24	5630	5347	642	r20	651
o25	9905	7896	882	r6	900
o26	8798	7784	386	r21	392
o27	9168	7257	772	r22	802
o28	9697	7295	535	r2	545
o29	5682	5777	408	r2	415
o30	8421	5296	544	r16	554
o31	7986	7376	261	r23	323
o32	7593	4417	721	r24	739
o33	7170	8793	835	r25	865
o34	9232	8733	689	r26	716
o35	8787	9020	675	r27	702
o36	9048	6861	309	r28	320
o37	7984	4889	491	r3	498
o38	8980	3562	762	r20	784
o39	9233	8461	874	r6	883
o40	9678	8609	814	r29	829
o41	5811	6487	328	r14	358
o42	10161	8971	931	r9	946
o43	8011	9782	342	r30	357
o44	10863	7057	723	r31	743
o45	6020	5550	772	r32	786
o46	8262	7563	365	r33	376
o47	8042	9395	689	r34	702
o48	5015	6777	352	r35	364
o49	10874	7993	841	r9	864
o50	7480	7841	783	r36	789
o51	6767	8022	229	r37	242
o52	3175	9203	820	r4	830
o53	8801	6617	758	r15	767
o54	7544	8122	708	r38	738
o55	10467	7171	690	r6	697
o56	8072	8364	777	r16	821
o57	8050	7568	369	r39	384
o58	9684	8549	812	r40	836
o59	6191	9262	775	r41	787
o60	8588	5940	906	r20	926
o61	6664	6619	439	r42	460
o62	10744	7316	951	r43	959
o63	8392	8033	283	r21	297
o64	7004	3690	766	r44	796
o65	6084	5962	869	r45	885
o66	10642	7426	871	r9	884
o67	5955	5637	563	r46	582
o68	8021	8684	797	r29	812
o69	6816	5679	722	r47	727
o70	7986	9578	282	r37	303
o71	3737	4967	869	r46	884
o72	3752	2562	799	r48	819
o73	7794	9298	782	r49	797
o74	6048	5930	783	r34	823
o75	6798	3686	220	r23	260
o76	9351	8454	613	r50	638
o77	6800	5682	787	r16	822
o78	8503	8062	836	r14	866
o79	10129	6820	264	r42	274
