courier	x	y	on_time	off_time
c1	9516	2080	0	180
c2	4238	8051	0	90
c3	9875	5313	60	120
c4	7505	200	180	300
c5	5227	7355	180	300
c6	7363	1926	180	300
c7	2794	6707	180	300
c8	9230	955	180	218
c9	11332	9635	195	247
c10	11069	6380	200	250
c11	4276	171	240	420
c12	3785	7967	240	270
c13	4443	10099	262	371
c14	1415	7038	300	480
c15	5231	8749	300	480
c16	9010	823	300	480
c17	9535	4477	300	480
c18	7988	9107	300	480
c19	8970	10989	300	480
c20	9440	1092	300	480
c21	2836	5013	300	480
c22	8197	10395	300	480
c23	9442	10084	300	480
c24	4688	7800	300	480
c25	727	2524	300	480
c26	5116	18	300	480
c27	0	8990	300	480
c28	586	2719	300	480
c29	9374	9035	300	480
c30	7485	5202	300	480
c31	11256	2984	300	390
c32	7727	265	315	397
c33	8051	11820	330	450
c34	11496	3863	405	442
c35	811	6356	480	660
c36	11881	4295	480	660
c37	12214	5962	480	660
c38	2796	8844	480	660
c39	9692	4014	480	660
c40	4982	35	480	660
c41	7263	4690	480	660
c42	11455	7674	480	660
c43	11761	8770	480	660
c44	6359	11074	480	660
c45	3423	7492	480	660
c46	1544	3932	480	660
c47	10722	10493	480	660
c48	10526	2083	480	660
c49	6147	3214	480	660
c50	11928	4439	480	551
c51	5327	9391	480	630
c52	6340	10533	660	900
c53	2095	4464	660	900
c54	10705	2231	660	900
c55	7968	6463	660	900
c56	5490	5886	660	900
c57	8684	649	660	900
c58	4047	5931	660	888
c59	9980	1505	660	870
c60	8640	7055	660	840
c61	3964	9798	660	840
c62	9204	3909	660	840
c63	11381	8315	660	840
c64	3144	1649	660	840
c65	4829	1932	660	840
c66	10376	1872	660	840
c67	11331	3372	660	840
c68	8341	5237	660	840
c69	5111	10566	660	840
c70	9601	2445	660	840
c71	7217	6337	660	675
c72	5306	0	660	785
c73	7817	9821	720	900
c74	10201	4369	720	900
c75	11799	4071	720	900
c76	5817	7439	720	900
c77	10455	10791	720	900
c78	2128	6663	720	930
c79	8502	6478	720	900
c80	8956	9198	720	900
c81	11118	2772	840	960
c82	9809	10363	840	960
c83	931	4763	840	960
c84	2677	7127	840	960
c85	9952	7134	840	960
c86	5749	2551	840	960
c87	11670	8984	840	960
c88	8671	7364	840	960
c89	5078	4717	840	960
c90	1926	5168	840	990
c91	9940	4240	900	1050
c92	9131	1991	900	1020
c93	5695	5569	900	1020
c94	4834	1747	900	1020
c95	9305	1002	900	1020
c96	6301	7691	900	975
c97	4043	772	900	947
c98	9965	9618	960	990
