courier	x	y	on_time	off_time
c1	17076	14578	0	240
c2	17064	14541	0	240
c3	19851	18578	0	240
c4	21401	11463	0	120
c5	19815	18581	15	255
c6	17255	20778	15	105
c7	17104	14472	15	105
c8	16352	17183	15	105
c9	18211	10334	15	105
c10	16380	17051	15	195
c11	16293	17054	30	270
c12	21903	14340	30	210
c13	17197	14615	30	210
c14	17172	14594	30	150
c15	17123	14518	30	120
c16	21902	14251	45	285
c17	13885	18795	45	285
c18	16445	22312	45	285
c19	17128	20866	45	165
c20	20773	14286	60	180
c21	19222	17367	60	180
c22	19647	14121	60	180
c23	19843	18622	60	180
c24	20179	13029	60	180
c25	18434	18867	60	150
c26	24516	3829	60	105
c27	20246	17864	75	315
c28	16520	22043	75	315
c29	20987	12596	75	315
c30	24829	3743	75	315
c31	20073	17974	75	315
c32	17289	15999	75	315
c33	18472	8291	75	315
c34	20791	15364	75	315
c35	17687	15775	75	315
c36	17936	22573	75	315
c37	21493	12636	75	315
c38	17200	14564	75	255
c39	16432	22292	75	285
c40	17349	15889	90	330
c41	19650	14048	90	330
c42	17275	20741	90	330
c43	19145	17470	90	330
c44	19488	18006	90	330
c45	16161	21848	90	330
c46	20568	15006	90	330
c47	20335	11536	90	210
c48	20970	12671	105	345
c49	19895	18559	105	345
c50	17240	20807	105	345
c51	24055	3785	105	345
c52	19255	17412	105	345
c53	17344	16234	120	360
c54	19296	17356	120	360
c55	17453	16046	120	240
c56	21029	13732	135	375
c57	19013	19445	135	375
c58	19605	16109	135	375
c59	18967	19324	135	375
c60	24432	3788	135	255
c61	19093	18178	150	390
c62	17110	20864	150	390
c63	19831	18651	150	390
c64	17413	15919	150	390
c65	18878	19337	165	405
c66	19845	18545	165	405
c67	17260	20871	165	285
c68	17825	10346	180	270
c69	17891	18525	180	390
c70	17876	20367	195	315
c71	18463	8252	210	450
c72	17380	16187	210	450
c73	19038	19400	210	300
c74	19534	17940	210	300
c75	21022	12567	210	405
c76	17656	15690	225	285
c77	17639	15311	240	480
c78	18483	8212	240	360
c79	21066	13876	255	345
c80	19867	18594	270	510
c81	20752	14245	270	390
c82	21107	12634	285	375
c83	7783	29029	300	540
c84	16586	21695	300	540
c85	21241	14258	300	540
c86	19695	11045	300	540
c87	21289	12219	300	540
c88	24069	3806	300	540
c89	16621	18625	300	480
c90	19832	18635	300	480
c91	19932	18555	300	450
c92	16796	20946	315	555
c93	19922	18642	315	435
c94	21474	14493	315	435
c95	17284	16111	330	570
c96	24064	3734	330	570
c97	17435	16215	330	570
c98	19655	12501	330	570
c99	19087	19407	330	570
c100	14000	18816	330	570
c101	16609	9251	330	570
c102	19674	16085	330	570
c103	18286	19771	330	450
c104	20611	12510	345	585
c105	24088	3835	345	585
c106	18506	8184	345	585
c107	17210	15591	345	465
c108	21445	14407	360	600
c109	17219	16002	360	600
c110	21295	12125	360	600
c111	17211	16067	360	600
c112	20110	18595	360	600
c113	19423	17992	360	600
c114	19829	18712	360	600
c115	24160	3696	360	480
c116	20194	11634	375	555
c117	23914	2884	375	555
c118	24236	3670	375	555
c119	18604	16991	375	555
c120	19095	18075	375	555
c121	18297	13259	375	555
c122	17542	17799	375	555
c123	17546	17800	375	555
c124	19634	16756	375	555
c125	19938	17382	375	525
c126	20683	14368	390	630
c127	19862	18616	390	630
c128	18208	17807	390	630
c129	21064	13879	390	570
c130	21530	14768	390	420
c131	21261	15082	435	675
c132	17334	16028	435	675
c133	17105	15621	435	615
c134	17268	15724	435	675
