restaurant	x	y
r1	9299	9334
r2	7947	8323
r3	6460	7702
r4	7355	11554
r5	9083	7155
r6	8843	9137
r7	7490	9324
r8	7770	7222
r9	5720	10847
r10	7648	8923
r11	7634	6354
r12	9608	9395
r13	7793	9255
r14	7849	6937
r15	7374	6895
r16	7366	9791
r17	6429	6507
r18	8631	10649
r19	3724	8735
r20	8419	9410
r21	3483	6930
r22	3595	9017
r23	8593	10605
r24	7665	9269
r25	6022	10856
r26	6384	8986
r27	8886	9996
r28	7404	9440
r29	7932	9434
r30	7984	6644
r31	7384	5501
r32	7254	7193
r33	6532	9348
r34	7400	6008
r35	6247	6322
r36	7675	6153
r37	7861	9348
r38	6620	7730
r39	3134	6859
r40	3154	9038
r41	8133	10897
r42	7868	7894
r43	3872	8700
r44	8243	11441
r45	5791	10774
r46	6656	10627
r47	2288	6705
r48	6416	10647
r49	8057	9172
r50	6384	9179
r51	5589	10869
r52	4141	2523
r53	8465	5869
r54	3580	6950
r55	7439	9699
r56	8711	10762
r57	7646	5539
r58	4731	7456
r59	8427	10694
r60	7895	11769
r61	7410	9726
r62	7372	5980
r63	7928	9025
r64	2129	6818
r65	3633	8912
r66	7324	6983
r67	1531	8571
r68	7617	11695
r69	8768	3068
r70	8570	10141
r71	7294	6906
r72	7566	6756
r73	8046	8407
r74	7034	7031
r75	8938	10225
r76	7400	4893
r77	8338	9264
r78	7414	11485
r79	7250	10081
r80	5094	7430
