courier	x	y	on_time	off_time
c1	13766	17902	0	240
c2	16622	20880	0	120
c3	13810	16502	30	150
c4	14974	15815	30	120
c5	15809	14774	45	165
c6	17806	15020	45	165
c7	12926	19030	60	300
c8	12997	19140	60	300
c9	13180	13558	60	300
c10	17392	14564	60	180
c11	21533	5588	90	270
c12	17299	15320	90	270
c13	13845	16533	90	270
c14	17154	15255	90	210
c15	17252	17908	90	210
c16	13714	16521	90	180
c17	16654	20889	90	180
c18	17235	17727	90	120
c19	18072	16204	105	345
c20	18192	15375	105	345
c21	13766	17899	105	345
c22	14091	18056	105	345
c23	15175	18969	105	225
c24	17676	15112	120	360
c25	16415	20665	120	360
c26	18019	16918	120	285
c27	14907	22210	135	225
c28	17404	14623	135	225
c29	18030	16398	135	225
c30	20733	5699	135	225
c31	15241	18901	150	270
c32	17343	16310	150	270
c33	20757	5706	150	270
c34	17666	14969	150	270
c35	16701	19907	195	315
c36	16119	18077	195	315
c37	16755	20018	195	255
c38	14174	18144	210	300
c39	13224	13419	210	300
c40	18013	15519	225	405
c41	16422	20670	225	315
c42	17688	14637	240	420
c43	17357	14542	240	420
c44	16538	20965	240	330
c45	15285	18952	270	360
c46	17709	15719	270	390
c47	16467	20669	300	480
c48	17812	17312	315	555
c49	16426	20671	315	555
c50	19740	374	315	555
c51	18010	16180	315	405
c52	19725	447	315	405
c53	16825	14619	315	390
c54	17753	17392	330	510
c55	14260	12243	330	510
c56	16596	20644	345	585
c57	16530	20569	345	585
c58	14870	21393	345	585
c59	17356	16183	345	465
c60	14070	18009	360	480
c61	17398	16283	360	420
c62	13259	13424	375	465
c63	16806	14961	375	465
c64	17905	14764	405	585
c65	16952	19790	420	540
c66	16537	20712	420	540
c67	1334	29310	420	540
c68	13349	11211	420	600
c69	16055	19806	435	675
c70	13057	19054	435	675
c71	14545	24600	435	675
c72	12936	19030	435	615
c73	16271	18993	435	570
c74	14166	18138	450	690
c75	17580	14564	465	645
c76	20755	5637	465	645
c77	16146	15409	465	645
c78	15861	18941	465	645
c79	16534	20592	465	645
c80	16155	18268	480	720
c81	14678	25759	480	720
c82	15843	17929	480	660
c83	17325	16197	480	660
c84	15938	17912	480	600
c85	16258	18052	480	600
c86	16454	20567	480	600
c87	16317	18250	480	600
c88	10773	24432	480	570
c89	15960	17949	480	705
c90	16794	19723	495	735
c91	13106	24137	495	735
c92	13522	22899	495	735
c93	20819	5722	495	735
c94	17363	16113	495	735
c95	14093	12290	495	615
c96	14441	24665	510	750
c97	11777	18834	510	690
c98	17542	14466	510	690
c99	18053	16397	510	690
c100	16618	20992	510	630
c101	17863	14199	525	705
c102	17681	15838	525	705
c103	17683	14584	525	705
c104	16432	20580	525	705
c105	16483	20662	525	705
c106	15726	21320	525	705
c107	16618	20509	525	705
c108	16859	13446	525	705
c109	13978	17934	525	705
c110	18086	14695	540	720
c111	14011	18056	540	720
c112	16176	14546	540	720
c113	16905	19831	540	720
c114	17847	16138	540	720
c115	16308	18312	540	720
c116	13387	20568	540	720
c117	11315	20178	540	660
c118	14136	18073	555	735
c119	17317	16300	555	735
c120	17705	15741	555	735
c121	16262	18240	555	705
c122	16529	20546	570	810
c123	16951	19807	570	810
c124	11912	18955	570	810
c125	17470	16108	570	810
c126	14023	17842	570	810
c127	17391	16221	570	690
c128	14078	18049	585	765
c129	15836	20709	585	765
c130	17650	14539	585	765
c131	13914	17933	585	765
c132	16876	14613	585	765
c133	11929	18845	600	690
c134	14039	17857	600	690
c135	17704	15934	600	735
c136	11816	21326	615	855
c137	16280	19131	630	810
c138	16297	13023	705	825
c139	16220	14567	705	825
c140	15188	16517	705	825
