order	x	y	placement_time	restaurant	ready_time
o1	12760	23305	572	r1	614
o2	16917	20721	145	r2	272
o3	16177	18940	487	r3	500
o4	18660	20288	201	r4	232
o5	14510	13653	626	r5	633
o6	18757	19381	218	r6	274
o7	19422	17937	598	r7	606
o8	17636	25534	678	r8	693
o9	17720	18189	546	r9	608
o10	14810	24057	611	r10	649
o11	18489	20892	206	r11	227
o12	15217	17484	95	r2	125
o13	11408	26897	197	r12	210
o14	17401	22094	685	r13	707
o15	13850	21245	476	r14	494
o16	8727	28282	515	r15	537
o17	19087	16250	445	r16	496
o18	16447	17957	113	r17	128
o19	14976	11995	688	r18	703
o20	21188	7025	125	r19	135
o21	19877	14708	502	r20	523
o22	15597	17501	554	r2	591
o23	18159	22628	26	r21	42
o24	16318	24995	656	r22	669
o25	12218	23444	449	r23	465
o26	17512	22319	63	r24	83
o27	18847	21503	113	r24	199
o28	13358	24572	133	r25	146
o29	18861	19516	577	r26	590
o30	19547	13872	186	r27	187
o31	20019	16709	278	r28	285
o32	13930	18898	351	r29	426
o33	17627	19310	602	r30	620
o34	15986	18312	415	r31	477
o35	16431	21518	522	r32	547
o36	14324	19641	682	r33	697
o37	16385	12629	618	r34	636
o38	18664	21008	519	r35	545
o39	13705	23867	552	r36	578
o40	15744	18288	705	r37	730
o41	19416	16070	527	r38	554
o42	17703	22008	635	r9	681
o43	18328	21948	623	r39	624
o44	18228	17182	341	r40	373
o45	17457	23470	659	r12	680
o46	14032	19055	22	r41	67
o47	20388	16248	178	r42	195
o48	18895	20864	197	r43	215
o49	20395	16069	119	r44	132
o50	17559	19376	212	r7	240
o51	11527	25634	504	r25	521
o52	14986	21725	610	r24	632
o53	19851	17138	407	r31	469
o54	15322	21650	535	r32	573
o55	19412	17056	287	r45	308
o56	16275	14967	146	r46	164
o57	14925	17055	263	r47	290
o58	18098	23207	340	r48	341
o59	19165	18353	185	r49	201
o60	20736	16114	578	r20	615
o61	12103	21501	604	r50	619
o62	15071	17609	435	r7	440
o63	17631	20442	508	r11	525
o64	19358	16587	585	r51	600
o65	20251	15710	596	r52	626
o66	18578	21632	617	r30	635
o67	20056	17010	138	r38	154
o68	16923	25414	603	r22	615
o69	17097	16276	160	r52	212
o70	13473	19436	509	r53	517
o71	17225	14124	318	r54	375
o72	19788	18017	152	r44	175
o73	15964	27776	529	r55	557
o74	13767	19925	675	r7	687
o75	17214	12504	93	r56	105
o76	16747	17232	638	r57	643
o77	19149	18762	87	r58	120
o78	16425	21940	78	r59	93
o79	17729	15177	283	r44	293
o80	17318	12343	230	r60	253
o81	17588	14528	226	r61	252
o82	19829	15590	122	r62	144
o83	17574	22785	385	r63	430
o84	19170	14209	730	r34	748
o85	18598	18138	580	r35	601
o86	19073	17665	356	r54	456
o87	17640	15079	552	r61	569
o88	20341	16341	203	r28	224
o89	17546	20944	261	r24	281
o90	17689	14826	241	r46	259
o91	17224	23994	473	r64	486
o92	19784	17341	403	r65	445
o93	17471	24304	602	r8	658
o94	10771	20213	543	r33	551
o95	16708	19516	476	r65	479
o96	14809	22390	373	r66	381
o97	19427	17723	100	r67	116
o98	15794	17442	613	r68	650
o99	19069	13733	221	r34	239
o100	16129	20110	510	r69	532
o101	18555	19829	199	r70	220
o102	17937	19808	153	r71	179
o103	17735	17430	65	r28	96
o104	16643	21485	258	r6	319
o105	17972	16229	376	r72	396
o106	17365	23432	244	r39	246
o107	19130	15239	567	r16	585
o108	18362	15008	111	r28	128
o109	19335	17561	75	r73	112
o110	18758	21328	465	r74	471
o111	19458	17441	675	r75	688
o112	15572	17532	473	r47	501
o113	17224	14834	372	r76	374
o114	21586	3173	211	r77	232
o115	15711	20836	185	r78	305
o116	12485	19179	511	r79	513
o117	17776	21068	225	r43	225
o118	16846	20200	184	r54	224
