restaurant	x	y
r1	17960	20540
r2	15221	17829
r3	15677	17561
r4	15806	18640
r5	16719	18867
r6	19312	14958
r7	14652	11086
r8	19169	17270
r9	13322	21309
r10	16367	21801
r11	15306	17857
r12	17961	21522
r13	18842	14148
r14	14151	17235
r15	18874	14408
r16	19773	16662
r17	14920	17213
r18	16015	21249
r19	14407	23572
r20	19433	14485
r21	22128	5652
r22	17133	21702
r23	19161	15633
r24	16673	13394
r25	17732	17940
r26	18724	16146
r27	15368	18058
r28	18890	11667
r29	19145	15922
r30	18853	14349
r31	22948	5675
r32	16009	24623
r33	19811	16009
r34	17670	17363
r35	14369	19042
r36	15434	17945
r37	17709	19798
r38	17868	20536
r39	16364	21980
r40	19551	16276
r41	16047	20427
r42	18406	14870
r43	15297	20011
r44	16629	24118
r45	12054	19444
r46	18822	14465
r47	14632	24122
r48	15388	18043
r49	17235	21628
r50	17623	15373
r51	19110	14559
r52	15976	17177
r53	15300	22648
r54	15221	16503
r55	19531	13302
r56	16905	12171
r57	17958	20987
r58	11957	23737
r59	19348	16176
r60	17882	15600
r61	18344	14611
r62	18347	14791
r63	18105	15570
r64	13471	18747
r65	14499	11080
r66	19419	12950
r67	11467	20548
r68	18053	19320
r69	15134	18057
r70	21076	432
r71	14656	13430
r72	16109	25464
r73	18091	21186
r74	19565	16449
r75	15393	16476
r76	17991	20757
r77	16387	19659
r78	17666	18909
r79	15326	17980
r80	19448	15292
r81	18143	19925
r82	16052	22314
r83	13221	22109
r84	14778	11117
r85	18036	20200
r86	19886	15300
r87	18146	20600
r88	17640	15330
r89	15573	19692
r90	19552	14733
r91	13391	18894
r92	17342	14632
r93	18857	17404
r94	19478	16593
r95	17320	10084
r96	17255	17921
r97	17628	21258
r98	16233	14859
r99	18001	20879
r100	17104	14788
r101	18312	14670
r102	12348	18892
r103	19306	14158
r104	18691	14469
r105	17181	18398
r106	16291	23644
r107	14276	19245
r108	17151	20727
r109	15268	17925
r110	18074	21099
r111	12777	18915
r112	18247	19608
r113	18652	19085
r114	16460	12100
r115	17773	14484
r116	18951	15737
r117	15650	19722
r118	19482	13609
r119	15593	18073
r120	13712	24524
r121	20189	15137
r122	16508	15802
r123	18460	19486
r124	18046	20526
r125	19310	17103
r126	19090	14641
r127	12863	20172
r128	12515	26109
r129	19463	16003
r130	8450	29500
r131	22618	5676
r132	18767	16320
r133	18694	15300
r134	18213	20555
r135	18286	14961
r136	16399	20762
r137	14892	22992
r138	16495	21340
r139	17489	9099
r140	14774	20446
r141	18329	13526
r142	16874	15454
r143	15923	23705
r144	17221	18442
r145	15710	12175
r146	15959	20627
r147	18652	15530
r148	18840	17415
r149	17211	18921
r150	17668	18701
r151	14712	13537
r152	19440	16223
r153	14628	23998
r154	17371	19887
r155	18379	19716
r156	17036	21331
r157	19226	17323
r158	15447	17353
r159	19432	14597
r160	14944	15487
r161	19920	15245
r162	13575	19243
r163	19646	16937
r164	11761	18837
r165	19638	16929
r166	17627	14369
r167	15822	17264
r168	17597	21297
r169	17985	20498
r170	16534	16338
r171	19521	14678
r172	19397	14820
r173	18839	15031
r174	17535	19796
r175	16719	25697
r176	13182	22870
r177	20248	15751
r178	18964	14597
r179	16735	21272
r180	17441	15323
r181	15228	16489
r182	16978	21307
r183	17729	18265
r184	16879	16071
r185	12225	24384
r186	17200	19985
r187	16794	24658
r188	17650	19568
r189	19126	15651
r190	19558	15296
r191	19063	14065
r192	17556	19860
r193	17177	21808
r194	18494	14874
r195	19191	15998
r196	19044	15614
r197	18861	17972
r198	19637	16044
r199	19729	16066
r200	16038	25834
r201	14842	19011
r202	18887	16094
r203	19542	13183
r204	2719	29220
r205	17877	12856
r206	18914	15099
r207	18782	14336
r208	13153	22853
r209	17620	15426
r210	17379	19225
r211	19604	15127
