courier	x	y	on_time	off_time
c1	15157	7029	0	240
c2	17158	15897	0	240
c3	17680	941	0	240
c4	14758	9606	0	180
c5	22121	9918	0	180
c6	23088	13175	0	180
c7	13234	17062	0	180
c8	22676	11059	0	180
c9	15521	19519	0	180
c10	24817	12803	0	180
c11	18461	15500	0	180
c12	21513	5627	0	210
c13	13897	17690	30	180
c14	22280	19392	30	60
c15	15637	19477	30	45
c16	21551	13830	45	112
c17	23165	17092	60	240
c18	22031	16282	60	240
c19	2594	21134	60	240
c20	20774	17579	60	240
c21	23572	12413	60	240
c22	15338	12200	60	240
c23	20230	17874	60	240
c24	20651	9781	60	240
c25	17827	21150	60	240
c26	8779	33811	60	240
c27	23523	12705	60	240
c28	22152	14032	60	240
c29	18932	9414	60	240
c30	23929	15614	60	240
c31	15499	7263	60	240
c32	6742	31343	60	240
c33	20866	20891	60	240
c34	20515	12394	60	240
c35	23806	14725	60	240
c36	16110	22052	60	240
c37	15581	22935	60	240
c38	15162	16291	60	240
c39	22022	19857	60	240
c40	21698	13899	60	240
c41	14380	21099	60	240
c42	17296	15541	60	240
c43	16391	22916	60	240
c44	14563	15144	60	240
c45	20190	11932	60	240
c46	23268	15210	60	240
c47	16399	10747	60	240
c48	18583	20820	60	240
c49	20570	22479	60	240
c50	13556	14361	60	240
c51	20822	20637	60	240
c52	21085	11257	60	240
c53	25109	12725	60	240
c54	21180	17945	60	240
c55	2358	19121	60	90
c56	14858	8670	60	235
c57	23135	6613	75	157
c58	15534	12211	85	192
c59	19772	13658	105	351
c60	22838	13483	120	360
c61	14560	18788	120	360
c62	15031	19814	120	360
c63	16744	12362	120	360
c64	15622	17998	120	300
c65	13844	11939	120	300
c66	18499	17272	120	300
c67	22477	11273	120	300
c68	18914	17439	120	300
c69	13066	6742	120	300
c70	13435	10669	120	300
c71	21244	18309	120	300
c72	21736	18576	120	300
c73	18417	13081	120	232
c74	22953	15958	165	277
c75	24128	8256	190	305
c76	25782	11851	210	345
c77	22792	20309	240	480
c78	25033	12797	240	480
c79	18657	20185	240	480
c80	17396	7944	240	480
c81	16159	13748	240	480
c82	18238	12289	240	480
c83	15798	22666	240	480
c84	20152	8790	240	480
c85	16145	15464	240	480
c86	13584	15678	240	480
c87	16502	9480	240	480
c88	18079	22412	240	440
c89	10448	30274	240	420
c90	15730	22940	240	420
c91	26547	3659	240	420
c92	14578	14263	240	420
c93	16548	22732	240	420
c94	17709	7017	240	420
c95	21630	20939	240	420
c96	14526	451	240	420
c97	21232	11156	240	420
c98	15931	16171	240	420
c99	23029	19715	240	420
c100	19590	19891	240	420
c101	16196	13017	240	420
c102	10847	31574	240	420
c103	527	23403	240	420
c104	19314	10871	240	420
c105	22422	17303	240	380
c106	23374	3663	270	450
c107	19756	10753	300	570
c108	22403	10756	300	570
c109	24587	12774	300	570
c110	18855	15430	300	570
c111	13798	7687	300	570
c112	22244	22603	300	570
c113	13644	20872	300	570
c114	13035	12812	300	570
c115	16634	17560	300	420
c116	22518	18479	300	390
c117	25060	11691	330	442
c118	22172	13147	360	630
c119	15855	13950	360	600
c120	15664	10862	360	600
c121	13022	6569	360	600
c122	14632	8399	360	600
c123	20514	16791	360	600
c124	19446	14641	360	600
c125	19625	18648	360	600
c126	17732	17369	360	600
c127	16467	8194	360	517
c128	20603	18039	390	630
c129	20780	17706	390	630
c130	23938	13707	390	630
c131	21235	14296	390	630
c132	13331	19363	390	630
c133	13396	8341	390	630
c134	19741	20616	390	540
c135	12835	17001	420	670
c136	21439	6638	420	660
c137	11665	31115	420	660
c138	14770	13641	420	660
c139	11517	28881	420	660
c140	20553	4692	420	660
c141	18455	22693	420	660
c142	17230	17558	420	660
c143	24806	2605	420	660
c144	22138	13721	420	660
c145	17822	11708	420	660
c146	1181	23048	420	660
c147	23338	12963	420	660
c148	20417	10731	420	660
c149	13293	704	420	660
c150	17713	8043	420	660
c151	18971	17958	420	660
c152	22693	22043	420	660
c153	13794	7240	420	660
c154	13306	15145	420	660
c155	0	29065	420	660
c156	22859	15180	420	660
c157	8086	25058	420	660
c158	24029	9092	420	660
c159	22075	18248	420	660
c160	23047	17852	420	660
c161	21779	17153	420	660
c162	22489	20148	420	660
c163	21503	5617	420	660
c164	17706	14619	420	660
c165	14069	6921	420	660
c166	17068	14319	420	660
c167	24868	6773	420	570
c168	19371	2742	420	510
c169	25455	11531	420	589
c170	19704	11699	450	690
c171	21290	19823	450	690
c172	18135	16413	450	690
c173	18028	10045	450	660
c174	17358	11628	450	630
c175	14982	15529	450	615
c176	15900	10682	465	607
c177	17707	15084	480	740
c178	13740	9296	480	720
c179	22494	21666	480	720
c180	13389	13060	480	720
c181	19638	8853	480	720
c182	23140	13667	480	720
c183	16966	16557	480	720
c184	18117	20353	480	720
c185	17181	15152	480	720
c186	14955	11403	480	720
c187	18593	21103	480	720
c188	17179	19415	480	700
c189	21484	9969	510	750
c190	18224	12325	510	720
c191	16550	10663	510	585
c192	19745	17574	540	780
c193	14144	11100	540	780
c194	20870	18958	540	780
c195	19401	12252	540	780
c196	18196	23231	540	780
c197	21764	13277	540	660
c198	17360	9237	570	750
c199	14300	20497	600	720
c200	21791	19456	600	690
c201	16468	12120	660	810
c202	18325	8796	660	810
c203	2507	25420	660	810
c204	24999	12813	660	810
c205	21110	17848	660	810
c206	23774	3342	660	810
c207	15880	22917	660	810
c208	13392	8906	660	810
c209	21496	17249	660	810
c210	14639	443	660	810
c211	21897	19980	660	810
c212	18854	11830	660	780
c213	17645	1013	660	780
