order	x	y	placement_time	restaurant	ready_time
o1	8125	7494	615	r1	671
o2	7979	10464	621	r2	639
o3	5482	8458	737	r3	747
o4	12527	2660	563	r4	589
o5	3821	7907	598	r5	635
o6	10324	6163	22	r6	40
o7	8065	7767	598	r7	610
o8	7017	8495	190	r8	201
o9	9106	9205	611	r9	632
o10	2464	5169	485	r10	497
o11	8606	5673	549	r11	586
o12	8647	7128	491	r12	496
o13	2635	7830	555	r5	576
o14	8051	8741	610	r13	642
o15	8427	9464	681	r1	684
o16	9090	9447	672	r14	707
o17	5277	8735	520	r15	538
o18	7265	10202	507	r2	513
o19	9112	7706	718	r16	729
o20	8665	8890	624	r17	661
o21	9860	10496	607	r18	615
o22	8680	8804	142	r19	160
o23	7085	7461	584	r20	621
o24	9325	4659	575	r21	597
o25	8791	10112	689	r22	702
o26	7393	8396	519	r23	536
o27	9333	10766	583	r24	593
o28	6465	8572	88	r25	103
o29	8212	10375	606	r1	643
o30	9818	6378	720	r14	732
o31	8385	8056	129	r3	154
o32	5786	8142	362	r17	387
o33	8951	8084	511	r26	548
o34	9392	6010	602	r27	633
o35	9378	10013	668	r16	673
o36	7921	9252	718	r28	730
o37	9433	10967	595	r29	602
o38	10209	5866	378	r10	390
o39	9053	8902	681	r27	692
o40	2556	5767	714	r23	744
o41	9237	9551	749	r16	756
o42	9136	10092	506	r23	528
o43	5035	8365	310	r14	335
o44	6704	4255	567	r30	580
o45	3688	8257	495	r31	513
o46	7635	6090	193	r26	218
o47	9393	7871	608	r9	626
o48	8568	6727	375	r32	387
o49	10202	10009	571	r33	586
o50	9443	8431	495	r34	511
o51	7973	10640	515	r35	533
o52	3707	5185	559	r25	596
o53	8049	7773	485	r36	521
o54	6095	5929	622	r37	667
o55	9062	8910	436	r1	452
o56	3213	7692	430	r25	461
o57	8156	7217	576	r38	611
o58	8921	9474	671	r38	684
o59	10552	8658	570	r39	601
o60	6968	7144	620	r21	656
o61	4496	8511	623	r40	659
o62	10097	9851	609	r11	646
o63	10536	8778	238	r11	275
o64	9084	8918	610	r29	641
o65	10659	7885	676	r14	713
o66	8346	5433	756	r38	791
o67	8443	6938	113	r19	126
o68	9420	9082	583	r41	618
o69	8033	7624	310	r42	316
o70	7748	2631	347	r43	364
o71	6723	9949	719	r22	734
o72	11356	8779	185	r15	191
o73	8306	7084	544	r44	569
o74	9224	7856	528	r1	549
o75	7867	10325	241	r12	248
o76	9250	8782	328	r11	365
o77	9051	6469	166	r45	192
o78	10741	7980	588	r33	600
o79	9870	7345	382	r46	419
o80	8985	7595	612	r45	628
o81	9367	11112	565	r47	583
o82	7858	10051	514	r45	542
o83	8056	3590	281	r48	296
o84	9804	7785	328	r49	346
o85	8421	9026	365	r1	380
o86	9533	9197	591	r36	597
o87	8871	10296	475	r1	508
o88	8588	5325	663	r50	675
o89	10277	9571	610	r44	630
