order	x	y	placement_time	restaurant	ready_time
o1	27900	14013	411	r1	426
o2	30789	12505	504	r2	524
o3	23772	16934	583	r3	600
o4	31215	9463	238	r4	240
o5	30336	13234	749	r5	767
o6	31437	10518	218	r6	257
o7	24339	17305	442	r7	448
o8	28953	21139	615	r8	637
o9	30826	10691	127	r9	129
o10	30517	11185	721	r10	741
o11	26397	11967	586	r11	596
o12	27261	21223	16	r12	23
o13	27928	14691	662	r13	687
o14	31609	13178	546	r14	571
o15	23206	17068	110	r15	121
o16	29404	19545	612	r16	614
o17	24106	16288	113	r17	115
o18	29995	17409	651	r18	666
o19	31002	9176	202	r19	217
o20	25402	15051	106	r20	136
o21	25545	24151	73	r21	87
o22	29906	13269	668	r22	677
o23	27234	9188	156	r23	161
o24	27016	23063	660	r24	720
o25	11974	32957	401	r25	403
o26	26162	10772	432	r2	463
o27	31336	12726	370	r19	380
o28	28706	21447	235	r26	251
o29	26082	22727	448	r6	453
o30	27108	16193	568	r27	585
o31	31752	12723	598	r28	628
o32	24743	16021	722	r17	737
o33	30941	14550	205	r29	207
o34	16719	29567	179	r30	199
o35	29922	15299	551	r31	566
o36	27612	14704	31	r32	45
o37	29125	18023	651	r26	676
o38	29389	12907	217	r29	227
o39	22466	15252	200	r33	215
o40	24039	17020	533	r34	535
o41	26963	19046	546	r35	572
o42	31156	9685	475	r36	487
o43	31228	4750	201	r37	209
o44	29779	17812	361	r38	372
o45	31001	13709	130	r22	133
o46	29483	19457	668	r39	682
o47	29465	12504	92	r40	94
o48	24380	16826	708	r41	718
o49	16409	22767	518	r42	546
o50	24671	15991	568	r43	580
o51	28312	19701	596	r44	606
o52	24446	17046	683	r32	700
o53	27174	19973	486	r45	521
o54	26168	19791	268	r46	271
o55	30364	15526	604	r47	615
o56	26585	19123	604	r48	619
o57	29539	15795	488	r14	505
o58	29669	9585	357	r27	372
o59	20795	30045	601	r49	617
o60	29667	11193	541	r29	546
o61	26705	22665	140	r21	153
o62	30897	9755	596	r50	617
o63	27550	11418	110	r11	125
o64	27385	6144	239	r51	251
o65	27029	13724	405	r52	414
o66	25880	20153	98	r53	103
o67	33936	3066	501	r37	515
o68	24369	15902	446	r54	472
o69	27090	14980	527	r55	542
o70	29710	6596	475	r9	478
o71	30244	14621	618	r56	624
o72	27976	14284	420	r57	440
o73	30851	15436	444	r58	456
o74	29514	17236	427	r59	450
o75	31813	12651	660	r22	663
o76	25469	4722	37	r60	55
o77	25057	16761	764	r26	787
o78	26346	19131	499	r61	511
o79	33061	5462	109	r9	118
o80	31780	13393	567	r62	591
o81	30373	15270	534	r28	559
o82	27642	20765	706	r63	735
o83	29366	12518	713	r63	735
o84	28558	16862	108	r16	132
o85	29506	4996	693	r9	708
o86	29275	18544	755	r28	785
o87	29604	14667	576	r64	597
o88	30602	11183	687	r58	702
o89	24032	17523	556	r65	575
o90	28978	19691	164	r66	171
o91	27641	12197	139	r29	144
o92	29394	19542	633	r67	658
o93	28664	13079	607	r68	628
o94	23798	21609	575	r69	603
o95	24360	22365	469	r35	486
o96	23989	16371	473	r1	483
o97	28443	25755	271	r70	301
o98	20820	20644	189	r71	190
o99	31557	12635	267	r72	280
o100	26511	14335	695	r73	713
o101	28887	18026	624	r44	634
o102	25991	16738	528	r74	544
o103	31936	12839	596	r28	636
o104	24310	15359	703	r75	718
o105	29856	16780	327	r22	328
o106	23609	17098	510	r45	545
o107	24198	18246	171	r76	175
o108	29786	11186	622	r4	624
o109	31040	15101	600	r2	621
o110	29210	21574	482	r77	485
o111	25207	14467	36	r32	55
o112	28848	8063	506	r27	511
o113	29173	20709	302	r78	332
o114	30361	12346	434	r27	454
o115	30527	14564	248	r64	258
o116	28579	19401	167	r79	182
o117	23264	17827	423	r54	448
o118	28241	10523	225	r51	233
o119	30661	13639	276	r80	284
o120	21116	30022	153	r81	159
o121	29184	12252	641	r82	662
o122	28893	15340	177	r83	191
o123	29086	19289	219	r84	238
o124	24973	20488	309	r46	311
o125	30151	16544	121	r83	137
o126	31949	13265	615	r85	633
o127	29165	20184	107	r46	108
o128	25860	11359	632	r32	648
o129	29225	17483	585	r86	600
o130	30347	15420	149	r87	175
o131	23783	16080	129	r88	144
o132	31249	9491	130	r14	150
o133	29581	11895	74	r23	89
o134	29267	17233	137	r89	162
o135	30751	13367	588	r58	604
o136	26709	14201	173	r68	203
o137	29586	13810	584	r73	603
o138	26260	17362	290	r90	316
o139	34395	2342	548	r37	562
o140	25406	17282	486	r91	503
o141	29409	20495	615	r89	660
o142	28795	21518	689	r92	704
o143	27550	22729	622	r93	647
o144	29108	19271	557	r94	568
o145	29126	13560	454	r80	459
o146	30393	14327	758	r95	769
o147	23223	16915	416	r45	451
o148	29264	19952	120	r96	121
o149	25176	14067	686	r97	694
o150	27424	15084	568	r74	590
o151	30568	10894	139	r11	154
o152	27420	23115	545	r6	563
o153	25670	15254	447	r45	482
o154	28982	20700	294	r98	311
o155	24229	16986	664	r99	666
o156	20172	28644	576	r30	593
o157	23265	15073	550	r45	585
o158	25409	15748	595	r45	630
o159	30850	12971	186	r100	189
o160	25878	14332	173	r101	184
o161	8157	32027	354	r102	356
o162	21160	19713	175	r45	244
o163	24069	21425	186	r45	235
o164	30093	13039	127	r28	147
o165	27846	18533	190	r77	195
o166	28819	17536	467	r16	482
o167	28566	21841	168	r16	177
o168	29113	20743	525	r103	535
o169	29251	11794	385	r104	406
o170	23449	22683	673	r105	678
o171	31466	9157	384	r2	398
o172	26398	12379	31	r106	36
o173	28821	18535	493	r86	508
o174	31178	12521	390	r16	402
o175	28984	15891	91	r105	96
o176	13473	31571	654	r102	664
o177	33223	2205	452	r9	457
o178	31583	9401	624	r107	649
o179	32729	2705	634	r51	649
o180	24582	20386	707	r108	717
o181	34351	2427	445	r9	454
o182	30206	11893	130	r57	160
o183	33088	1307	484	r82	490
o184	30094	17932	31	r109	67
o185	24349	16996	220	r17	222
o186	31376	13443	235	r110	260
