order	x	y	placement_time	restaurant	ready_time
o1	3742	5638	13	r1	28
o2	7772	4741	24	r2	29
o3	9404	7848	29	r3	46
o4	10236	8024	36	r3	56
o5	10231	6854	52	r3	91
o6	5687	5867	59	r4	78
o7	403	4939	73	r5	104
o8	10708	4937	92	r6	116
o9	5558	6821	98	r7	108
o10	10665	7434	100	r8	122
o11	7776	7770	102	r9	112
o12	1823	6367	105	r10	125
o13	2480	7582	108	r10	142
o14	10226	7788	108	r11	111
o15	9737	8461	112	r12	140
o16	8997	5897	117	r9	127
o17	8218	6373	117	r3	172
o18	8725	5166	118	r13	133
o19	1261	3080	124	r14	136
o20	9575	7494	124	r15	154
o21	10278	7151	131	r16	144
o22	9191	4753	138	r17	168
o23	1762	6904	152	r18	160
o24	7517	6689	152	r9	162
o25	9537	6646	166	r3	195
o26	7046	8467	170	r9	180
o27	9755	8078	171	r19	201
o28	567	4772	177	r10	197
o29	3974	7990	177	r20	188
o30	7045	7558	181	r21	200
o31	2400	6820	181	r22	211
o32	9165	8478	185	r1	204
o33	7010	7341	191	r10	211
o34	8242	8222	194	r1	211
o35	8291	8196	197	r23	211
o36	8104	8882	199	r3	209
o37	1098	5429	199	r10	230
o38	8727	8452	202	r7	208
o39	7589	8435	210	r7	219
o40	11057	3977	220	r24	226
o41	8385	8258	222	r1	236
o42	2966	4707	225	r25	253
o43	9251	4051	225	r1	239
o44	5850	4224	228	r9	238
o45	6849	5103	228	r6	250
o46	6248	4018	235	r25	244
o47	5099	3967	235	r14	243
o48	8628	6597	236	r25	259
o49	11924	1878	238	r26	247
o50	5325	6776	240	r9	250
o51	8236	7707	243	r9	253
o52	5919	6424	245	r17	275
o53	7305	4189	245	r27	280
o54	10650	8100	252	r9	262
o55	3021	7813	258	r7	270
o56	9435	9190	261	r28	263
o57	10393	6797	263	r29	274
o58	7955	6793	264	r3	284
o59	7945	4190	269	r23	284
o60	8864	9095	276	r9	286
o61	2202	6561	291	r30	304
o62	9104	8009	296	r9	306
o63	6806	5170	297	r29	305
o64	5146	9539	305	r31	335
o65	8304	7562	306	r32	329
o66	8025	8031	313	r10	338
o67	9596	8291	329	r33	344
o68	8462	6918	330	r9	340
o69	10416	7853	334	r34	356
o70	9079	4730	335	r27	355
o71	6721	5386	336	r9	346
o72	3206	7002	338	r10	358
o73	8330	7397	349	r35	351
o74	2833	7178	368	r10	393
o75	9859	6943	369	r2	376
o76	6359	7136	373	r18	388
o77	8219	6934	383	r27	386
o78	5944	7646	420	r24	433
o79	148	6710	421	r10	441
o80	8824	8082	428	r35	441
o81	880	3818	445	r14	454
o82	989	5319	455	r4	463
o83	6414	7300	462	r4	463
o84	7242	8411	465	r1	485
o85	1223	7094	469	r4	483
o86	7814	9343	477	r8	488
o87	9440	9223	480	r28	483
o88	9320	9259	480	r28	483
o89	3707	5363	482	r14	494
o90	7000	8774	484	r6	522
o91	3615	4857	485	r17	515
o92	6426	9359	486	r7	503
o93	8541	8172	486	r9	506
o94	5916	3947	487	r24	502
o95	5009	5574	491	r9	518
o96	5641	6963	492	r9	512
o97	5189	5787	493	r9	518
o98	6905	6124	493	r9	503
o99	5960	7328	496	r4	508
o100	8622	7954	496	r36	509
o101	5887	9793	497	r7	506
o102	4816	8067	497	r6	522
o103	5822	7113	498	r30	524
o104	7330	1333	499	r26	506
o105	5176	6737	500	r9	518
o106	7340	7050	503	r10	530
o107	7884	6965	504	r9	518
o108	8011	8447	511	r17	541
o109	6112	5314	511	r18	522
o110	7999	6522	514	r9	534
o111	8888	5259	514	r24	527
o112	5859	5714	515	r1	543
o113	383	4992	515	r10	537
o114	11493	2728	516	r37	531
o115	5103	4832	520	r4	536
o116	3315	6563	523	r30	536
o117	9399	9699	524	r38	554
o118	2851	5594	525	r4	545
o119	2332	6452	526	r33	541
o120	9795	8239	530	r9	540
o121	8788	3531	532	r39	551
o122	7193	7363	535	r40	552
o123	9823	9094	536	r6	545
o124	9780	8344	537	r28	569
o125	10241	3980	538	r29	550
o126	6087	4356	539	r18	554
o127	6179	6366	540	r9	560
o128	10986	5479	541	r9	561
o129	5838	7189	541	r4	550
o130	10640	6594	543	r25	564
o131	6671	3923	543	r41	561
o132	8103	9416	544	r9	564
o133	5064	5192	548	r14	564
o134	9830	8096	549	r42	573
o135	7673	8677	550	r35	570
o136	10840	5475	550	r29	571
o137	8676	8117	552	r6	602
o138	6043	7127	553	r11	554
o139	7948	4920	553	r11	555
o140	972	6750	555	r10	588
o141	5613	5863	555	r18	576
o142	5482	7800	557	r30	568
o143	5634	7234	560	r43	563
o144	9179	4290	561	r6	582
o145	3342	6691	563	r4	583
o146	8646	7463	564	r9	584
o147	9974	9218	564	r8	594
o148	7627	6563	565	r9	585
o149	10267	5015	567	r24	581
o150	6364	5782	567	r17	597
o151	1236	6404	568	r10	595
o152	3980	8138	568	r44	583
o153	2910	6576	568	r45	577
o154	7791	6914	571	r24	581
o155	7733	6352	571	r25	597
o156	7553	5707	573	r6	596
o157	8340	7887	573	r9	593
o158	8201	5278	573	r6	596
o159	2463	4942	576	r30	588
o160	5267	6037	577	r46	602
o161	3407	5119	578	r10	608
o162	3287	6996	579	r46	601
o163	5889	5098	581	r4	590
o164	5136	8098	581	r17	611
o165	10283	8598	582	r47	609
