order	x	y	placement_time	restaurant	ready_time
o1	20159	3551	10	r1	18
o2	19518	9230	18	r2	35
o3	19343	8639	20	r2	32
o4	15945	7851	24	r3	62
o5	19011	5231	24	r4	32
o6	12790	9576	24	r5	25
o7	19779	3872	30	r1	34
o8	20065	6977	32	r2	39
o9	19425	7633	33	r2	43
o10	14923	11009	34	r6	49
o11	16663	13584	41	r7	44
o12	19575	6265	45	r2	48
o13	19645	6430	45	r5	53
o14	18778	8836	46	r2	52
o15	17398	12241	46	r7	48
o16	19160	8131	52	r2	70
o17	17273	6625	52	r4	56
o18	19050	7196	56	r1	63
o19	15987	8809	60	r5	61
o20	18629	12693	62	r8	92
o21	18615	12509	63	r9	83
o22	14967	7771	63	r3	81
o23	17247	13474	63	r10	79
o24	18383	10432	63	r10	87
o25	17650	10961	64	r10	85
o26	20119	3599	65	r11	80
o27	19756	6804	65	r2	72
o28	13922	12683	65	r12	70
o29	17454	12275	66	r13	70
o30	2979	13335	66	r14	81
o31	17569	12756	67	r9	111
o32	12889	13058	67	r15	80
o33	17610	16086	68	r10	85
o34	16919	11594	68	r3	98
o35	18335	12828	69	r16	74
o36	16992	5290	69	r17	79
o37	17480	13636	69	r10	90
o38	15304	14602	71	r10	100
o39	18292	7712	71	r18	96
o40	15820	16082	71	r19	78
o41	10637	16092	71	r20	96
o42	14437	9905	72	r3	95
o43	16036	9287	73	r18	98
o44	18526	11186	73	r9	86
o45	16218	9314	73	r10	90
o46	20187	8224	74	r21	84
o47	18955	9952	74	r9	97
o48	18417	11136	75	r10	96
o49	19950	3865	75	r22	92
o50	12970	10080	75	r3	104
o51	16030	13841	75	r10	100
o52	18313	11316	76	r6	111
o53	19941	7025	76	r23	82
o54	17945	6017	77	r24	113
o55	15260	16758	77	r19	88
o56	18123	5992	77	r25	101
o57	16320	13115	78	r26	90
o58	17989	14383	78	r7	80
o59	17732	15207	78	r10	101
o60	16569	15554	78	r10	105
o61	20341	7234	78	r3	210
o62	19261	7461	79	r1	83
o63	16835	12160	80	r10	104
o64	18554	12368	81	r13	91
o65	14794	8569	81	r27	137
o66	17458	13999	81	r16	86
o67	18790	6678	82	r10	109
o68	19734	6651	82	r22	92
o69	18024	11899	82	r10	114
o70	18575	6741	83	r1	91
