order	x	y	placement_time	restaurant	ready_time
o1	2511	9283	48	r1	69
o2	5641	6505	68	r2	106
o3	7400	9542	78	r3	101
o4	8884	9223	91	r4	104
o5	10074	8542	92	r5	114
o6	7750	9240	103	r6	126
o7	2338	7201	104	r2	140
o8	3806	4621	112	r7	142
o9	6432	6624	118	r7	143
o10	6906	9586	118	r8	123
o11	8067	5401	125	r9	152
o12	11022	2694	126	r10	133
o13	3625	7446	126	r11	152
o14	9339	9945	135	r12	153
o15	7027	8914	137	r13	143
o16	5670	9815	143	r13	158
o17	6433	10202	143	r14	180
o18	9318	10377	156	r15	186
o19	5171	6987	158	r15	185
o20	8103	7673	164	r16	201
o21	7091	8749	170	r17	191
o22	9783	8938	177	r18	183
o23	9749	8920	180	r4	197
o24	6181	7198	184	r15	207
o25	8808	4986	184	r16	219
o26	1647	5237	184	r19	195
o27	8861	10557	186	r20	231
o28	7403	7377	187	r6	205
o29	7465	5093	191	r21	204
o30	9079	5706	194	r22	220
o31	8853	9124	204	r23	221
o32	10077	8846	205	r24	236
o33	6383	10241	207	r15	228
o34	7574	10292	211	r5	249
o35	3295	7724	212	r17	228
o36	9567	5512	219	r25	240
o37	8861	4778	225	r26	243
o38	5851	6201	225	r27	248
o39	7925	7814	229	r28	266
o40	5651	6896	231	r15	259
o41	7696	10079	234	r29	250
o42	9432	8456	246	r30	252
o43	7722	6141	248	r16	280
o44	7233	7488	248	r16	280
o45	7931	4462	252	r11	270
o46	6633	8843	256	r15	271
o47	8279	8633	261	r31	277
o48	5957	6143	262	r32	277
o49	7029	6632	266	r19	272
o50	7597	6821	272	r33	285
o51	4399	8099	278	r11	300
o52	5146	7944	287	r11	298
o53	9464	7348	289	r6	311
o54	9777	9875	294	r34	312
o55	7521	7761	310	r15	316
o56	9089	7912	328	r6	346
o57	6821	7795	329	r35	341
o58	8740	8943	338	r16	369
o59	9791	7544	346	r4	354
o60	6187	8503	347	r36	370
o61	7198	2587	347	r10	364
o62	9699	8763	364	r4	382
o63	7920	9033	365	r17	380
o64	12410	2355	367	r10	382
o65	7920	6824	375	r27	387
o66	6855	4375	384	r10	386
o67	8751	5445	386	r15	396
o68	8864	4722	389	r9	415
o69	4524	8508	394	r37	406
o70	7575	0	399	r10	400
o71	9421	5844	403	r15	419
o72	7946	11008	408	r24	426
o73	7124	10447	413	r38	439
o74	9131	9179	417	r18	430
o75	6480	6087	424	r15	442
o76	5803	8297	426	r16	446
o77	5799	10414	426	r23	451
o78	8382	8794	436	r17	452
o79	5259	6075	440	r26	451
o80	2444	8200	442	r39	458
o81	8481	8125	446	r16	471
o82	8123	8574	448	r40	461
o83	8754	9000	459	r41	462
o84	0	7483	460	r19	478
o85	9829	9845	460	r40	481
o86	10296	8747	461	r42	482
o87	6088	8138	463	r35	481
o88	5340	10146	471	r17	489
o89	680	6245	474	r7	506
o90	8271	10297	475	r17	508
o91	7061	9115	475	r28	512
o92	7996	8394	477	r17	495
o93	10558	8541	477	r43	495
o94	7129	9634	478	r17	508
o95	7057	8902	481	r17	509
o96	5641	6756	483	r44	508
o97	7482	7804	485	r20	521
o98	8056	5366	485	r44	507
o99	9170	8818	486	r45	491
o100	9590	9225	486	r46	487
o101	9359	5667	488	r16	506
o102	7860	10203	492	r11	507
o103	9437	8693	495	r44	517
o104	10543	4850	499	r44	521
o105	8803	10920	501	r24	527
o106	8191	7194	501	r17	519
o107	7621	5627	502	r5	514
o108	7085	4730	509	r44	546
o109	1466	7483	510	r7	528
o110	8627	8415	514	r27	530
o111	7482	10644	515	r24	533
o112	7726	4473	515	r10	532
o113	8132	8883	518	r9	543
o114	8731	9773	521	r8	531
o115	9581	9547	521	r17	543
o116	7240	9838	527	r8	533
o117	8624	7789	528	r17	549
o118	8489	9002	530	r47	531
o119	5731	6562	537	r7	580
o120	9628	5106	538	r44	575
o121	8475	8979	542	r45	552
o122	7711	7131	544	r26	569
o123	9623	9424	546	r17	568
o124	2840	7571	546	r7	571
o125	9824	8929	549	r17	567
o126	6571	7397	549	r44	566
o127	7095	7589	551	r31	563
o128	8240	9786	551	r40	571
o129	9035	8345	554	r40	579
o130	8956	9612	554	r20	576
o131	7944	8904	555	r8	566
o132	2040	7778	555	r7	576
o133	6779	7987	556	r17	566
o134	5307	6660	558	r44	565
o135	10456	8803	558	r40	574
o136	1430	7868	559	r2	595
o137	7572	9289	559	r17	565
o138	2718	6299	562	r7	590
o139	6004	7089	564	r12	582
o140	8647	6421	564	r20	570
o141	10034	5667	565	r44	582
o142	8697	10950	565	r43	583
o143	5993	7754	566	r16	589
o144	5973	4224	567	r35	580
o145	8626	4586	573	r16	611
o146	10522	6995	573	r4	584
o147	8679	4755	575	r44	597
o148	7431	7300	576	r16	611
o149	7409	9673	578	r4	591
o150	7491	10096	578	r48	613
o151	10698	7258	578	r49	580
o152	4646	7568	578	r39	609
o153	8276	8729	580	r17	597
o154	10674	8653	581	r50	618
o155	8870	8943	583	r50	618
o156	8610	10715	583	r32	593
o157	2687	5148	583	r51	593
o158	6395	7359	584	r28	621
o159	8336	8971	585	r9	595
o160	8361	77	587	r10	597
o161	7261	10603	587	r17	597
o162	7743	6861	588	r52	635
o163	6976	6656	588	r16	619
o164	9079	10590	588	r11	613
o165	6072	6177	589	r37	595
o166	5742	5518	589	r31	600
o167	8920	9538	590	r53	627
o168	6008	6087	590	r45	620
o169	7277	8297	590	r17	596
o170	8759	8489	591	r52	634
o171	8928	9255	591	r20	597
o172	7392	5343	592	r4	613
o173	8785	5390	593	r45	620
o174	2178	8714	594	r7	607
o175	8654	9864	596	r11	629
o176	8092	8907	598	r54	620
o177	10365	8214	598	r55	634
o178	3171	7908	598	r7	635
o179	7375	7719	598	r56	610
o180	9892	7609	599	r52	624
o181	8343	9021	602	r31	614
o182	7573	7320	603	r16	628
o183	8751	7125	605	r16	630
o184	6844	9987	605	r7	642
o185	7381	6575	606	r49	607
o186	7444	10225	606	r17	643
o187	8833	7848	608	r40	626
o188	5401	6713	609	r17	672
o189	9587	9542	610	r17	668
o190	7497	8749	610	r47	642
o191	9471	9467	610	r26	630
o192	8378	9114	611	r40	632
o193	8561	5986	612	r9	634
o194	7567	7539	615	r17	671
o195	10174	8083	616	r42	632
o196	6984	9687	617	r17	642
o197	9476	8849	620	r55	645
o198	6351	7114	620	r44	656
o199	3863	8359	623	r2	659
o200	8265	8701	628	r20	634
o201	10522	8892	629	r32	636
o202	9545	5464	634	r45	641
o203	6272	8825	635	r54	663
o204	7504	9790	636	r49	637
o205	5396	7499	638	r31	650
o206	5683	6670	639	r49	640
o207	9880	5618	640	r35	652
o208	7526	9522	640	r17	675
o209	8048	6492	640	r9	647
o210	9998	7958	641	r47	677
o211	5081	9576	644	r11	676
o212	6181	7195	645	r16	657
o213	6715	7812	646	r57	722
o214	3695	7808	646	r31	658
o215	7665	10074	647	r17	672
o216	8678	9258	649	r17	659
o217	5356	7509	651	r19	679
o218	7837	7311	651	r52	669
o219	7705	8855	652	r16	669
o220	4218	5718	652	r9	673
o221	6014	8196	655	r17	683
o222	9307	9676	658	r31	733
o223	10484	8858	661	r11	692
o224	8561	8963	661	r9	671
o225	7972	5824	664	r16	676
o226	7252	7272	664	r17	689
o227	8239	9577	664	r44	675
o228	9574	5534	664	r11	701
o229	2520	7795	666	r17	688
o230	10165	8696	667	r11	704
o231	4527	7528	668	r26	680
o232	8202	9444	671	r16	684
o233	9029	7473	676	r42	698
o234	7946	7151	676	r58	689
o235	9948	8044	680	r16	688
o236	7202	8836	681	r40	696
o237	7914	9302	681	r17	684
o238	8981	8655	681	r20	698
o239	9677	9258	683	r44	719
o240	8183	10199	689	r38	702
o241	7213	5954	691	r59	716
o242	8422	5230	692	r9	700
o243	7060	6746	697	r16	722
o244	8998	10498	700	r20	710
o245	9135	408	703	r10	715
o246	8468	8436	711	r31	723
o247	10174	7533	712	r60	749
o248	8463	5215	713	r44	728
o249	8373	9345	715	r31	727
o250	10325	8867	716	r44	736
o251	7374	9169	718	r9	730
o252	9448	5816	718	r9	730
o253	5888	10011	719	r38	734
o254	8461	8857	730	r16	755
o255	10384	8964	740	r16	758
o256	5237	7300	744	r9	757
o257	7674	7326	747	r9	764
o258	5717	6052	751	r9	763
o259	6494	9527	755	r16	791
o260	7735	5466	756	r16	791
o261	7912	6630	760	r31	766
o262	8169	10894	765	r31	791
o263	4978	8392	772	r16	803
o264	8287	7685	774	r20	802
o265	8420	9002	777	r16	802
o266	8058	8767	782	r20	800
o267	6737	8776	783	r31	789
o268	7109	9611	792	r38	804
