restaurant	x	y
r1	28835	11600
r2	31350	13203
r3	27312	16620
r4	28939	16761
r5	26057	21110
r6	23789	21456
r7	26742	14978
r8	26133	10453
r9	30873	13465
r10	26613	15030
r11	28513	18365
r12	30732	10963
r13	29892	10481
r14	27839	17694
r15	30439	11469
r16	15207	41895
r17	27352	18224
r18	34001	2683
r19	28817	18536
r20	28191	15838
r21	33385	2718
r22	27299	20673
r23	26727	14263
r24	29117	15696
r25	29840	16594
r26	28633	18566
r27	26553	15851
r28	27308	19299
r29	17313	27829
r30	25646	14193
r31	30133	16002
r32	27859	19115
r33	30118	11284
r34	14295	26310
r35	28181	18159
r36	28881	14921
r37	30933	11509
r38	29058	12278
r39	31032	13819
r40	30249	14358
r41	28851	7018
r42	30643	14175
r43	24832	18235
r44	27015	19858
r45	27162	9141
r46	5297	32286
r47	14681	35246
r48	26837	15054
r49	31007	11529
r50	28964	15841
r51	26273	20560
r52	28629	15321
r53	30893	13508
r54	28183	19456
r55	25539	20768
r56	23424	16343
r57	31005	13601
r58	30672	11070
r59	29559	17405
r60	18069	26360
r61	30619	13868
r62	27002	20726
r63	27304	20763
r64	29051	12293
r65	4975	28903
r66	26062	21145
r67	22615	21382
r68	25073	21385
r69	29363	16259
r70	30401	12708
r71	26136	17348
r72	31057	13261
r73	28397	9232
r74	28513	11713
r75	25090	16308
r76	32228	3842
r77	24777	19915
r78	25897	16268
r79	29436	18107
r80	29205	9948
r81	30849	9978
r82	24672	18944
r83	29655	16791
r84	30885	11673
r85	30970	10209
r86	29484	18150
r87	26220	8023
r88	28337	11582
r89	32882	2565
r90	29722	12626
r91	29027	15954
r92	29036	14808
r93	28824	16220
r94	23370	20571
r95	30595	10997
r96	29703	12058
r97	30208	14864
r98	28801	17541
r99	28397	9245
r100	30631	12803
r101	30185	15088
r102	29162	15282
r103	30759	13107
r104	25471	21273
r105	29663	16745
r106	27162	14100
r107	31247	13001
r108	30478	12710
r109	28795	15912
r110	27966	10512
r111	27888	12122
r112	26679	16026
r113	24762	16582
r114	28392	19027
r115	28348	17282
r116	34254	2499
r117	18528	29573
r118	26235	8022
r119	30405	13166
r120	31742	12806
r121	28245	12878
r122	33720	2588
r123	30358	8642
r124	29435	17621
r125	27620	11686
r126	30489	12815
