courier	x	y	on_time	off_time
c1	9302	6920	0	90
c2	7905	7210	75	195
c3	7997	7277	75	165
c4	5629	5405	90	195
c5	8853	7683	165	210
c6	5757	5495	195	240
c7	7304	8498	210	450
c8	10042	7139	210	390
c9	8892	7717	210	390
c10	8942	7818	210	420
c11	9627	5099	225	345
c12	9262	6957	225	405
c13	9535	5075	240	480
c14	9686	5038	240	480
c15	9538	5084	240	360
c16	3332	4868	255	345
c17	6960	7039	285	375
c18	7766	4717	285	375
c19	6327	8802	300	480
c20	4237	4740	315	495
c21	9256	7067	315	495
c22	9404	7095	315	405
c23	7683	4891	315	405
c24	8682	3495	315	405
c25	1490	6112	315	450
c26	9228	8491	330	450
c27	9299	8448	390	630
c28	4080	4735	390	630
c29	5581	5563	390	630
c30	8978	7059	390	510
c31	9009	8673	405	525
c32	8350	5653	405	525
c33	4150	6974	405	465
c34	9163	8595	420	660
c35	4008	7127	420	660
c36	7753	4912	420	660
c37	9098	6310	420	660
c38	8180	6671	420	540
c39	7887	4945	435	525
c40	7709	4948	495	585
c41	9392	6862	495	540
c42	8660	6209	510	690
c43	7919	4821	510	600
c44	6819	6843	525	615
c45	8914	9376	525	615
c46	7850	5003	555	735
c47	4256	6348	555	645
c48	7122	8529	630	750
c49	9399	8425	630	750
c50	9332	7924	630	750
c51	4087	4741	630	690
c52	8196	2061	645	825
c53	8593	7377	645	825
c54	7913	4997	645	825
c55	8148	6934	645	825
c56	6808	3488	645	825
c57	9488	6865	645	825
c58	7846	4901	645	825
c59	6158	8839	645	825
c60	6161	8872	645	825
c61	9489	6909	660	780
c62	7825	4861	660	780
c63	8398	5767	660	780
c64	5620	5441	660	720
c65	7823	4883	690	810
c66	7851	3935	690	810
c67	8320	2039	690	750
c68	6886	6776	705	945
c69	8857	3712	705	945
c70	8150	7174	705	945
c71	2946	4821	705	945
c72	8203	7294	705	945
c73	8028	3556	705	945
c74	6101	8715	705	945
c75	10793	2318	705	825
c76	4144	6903	720	900
c77	3732	4401	720	900
c78	2191	6823	750	930
c79	4144	6853	750	840
c80	4185	6905	750	885
c81	8560	7319	765	1005
c82	9247	8459	765	1005
c83	6936	8615	765	1005
c84	3979	4682	765	885
c85	8705	5567	780	960
c86	8790	7462	780	870
c87	1488	6147	795	1035
c88	8778	5432	795	1035
c89	4130	4763	795	915
c90	6087	8704	810	1050
c91	7186	8475	810	1050
c92	9299	8425	810	930
c93	7229	8610	810	930
c94	9277	8403	810	930
c95	6068	8727	810	930
c96	8302	5754	810	900
c97	7313	8623	810	900
c98	9071	8093	810	945
c99	4255	6844	825	915
c100	7756	5093	825	915
c101	3996	4813	825	870
c102	6789	6858	930	1020
c103	8003	4894	930	1020
c104	9138	8632	930	1020
c105	6787	6863	930	1020
c106	4033	4889	990	1080
