order	x	y	placement_time	restaurant	ready_time
o1	6305	4070	340	r1	363
o2	8009	7410	261	r2	288
o3	10749	5824	318	r3	334
o4	5809	6046	722	r4	730
o5	6043	9212	768	r5	799
o6	7191	6273	783	r3	808
o7	7473	7525	322	r6	337
o8	2810	7083	638	r7	650
o9	10547	7581	688	r8	713
o10	5690	6358	773	r9	793
o11	378	1742	268	r10	321
o12	7108	7083	621	r11	689
o13	8339	8227	796	r12	802
o14	8374	6397	857	r13	888
o15	268	6006	586	r11	611
o16	6565	4173	512	r14	549
o17	8644	4977	568	r15	593
o18	6715	6502	459	r16	471
o19	7887	7571	604	r9	635
o20	6212	6163	622	r16	634
o21	1619	6372	619	r17	627
o22	6706	9242	660	r18	672
o23	5991	3958	714	r19	726
o24	5380	4826	625	r20	636
o25	9595	7323	865	r6	887
o26	8543	7222	369	r21	376
o27	8832	6714	755	r22	792
o28	9431	6717	518	r2	530
o29	5362	5315	391	r2	399
o30	7998	4624	527	r16	539
o31	7658	6721	244	r23	321
o32	7143	3839	704	r24	726
o33	6810	8137	818	r25	855
o34	8912	8088	672	r26	705
o35	8494	8438	658	r27	691
o36	8602	6424	292	r28	305
o37	7675	4279	474	r3	482
o38	8704	2996	745	r20	772
o39	8942	7821	857	r6	868
o40	9305	8095	797	r29	815
o41	5446	6121	311	r14	348
o42	9974	8472	914	r9	932
o43	7728	9218	325	r30	343
o44	10527	6519	706	r31	731
o45	5633	5008	755	r32	772
o46	7982	7007	348	r33	361
o47	7647	8829	672	r34	688
o48	4631	6260	335	r35	350
o49	10547	7499	824	r9	852
o50	7242	7415	766	r36	773
o51	6357	7518	212	r37	228
o52	2935	8776	803	r4	815
o53	8483	6158	741	r15	752
o54	7181	7673	691	r38	728
o55	10279	6762	673	r6	681
o56	7722	7947	760	r16	815
o57	7620	7113	352	r39	370
o58	9479	7984	795	r40	825
o59	5870	8661	758	r41	773
o60	8349	5382	889	r20	914
o61	6491	6025	422	r42	448
o62	10413	6862	934	r43	944
o63	8024	7551	266	r21	283
o64	6827	3169	749	r44	786
o65	5619	5453	852	r45	872
o66	10158	6826	854	r9	870
o67	5707	5247	546	r46	569
o68	7649	8175	780	r29	798
o69	6520	5322	705	r47	711
o70	7561	9195	265	r37	291
o71	3437	4596	852	r46	870
o72	3421	2044	782	r48	807
o73	7310	8685	765	r49	783
o74	5832	5443	766	r34	816
o75	6479	3151	203	r23	253
o76	8951	8057	596	r50	627
o77	6457	5031	770	r16	813
o78	8231	7579	819	r14	856
o79	9916	6308	247	r42	259
o80	9488	7515	597	r31	623
o81	9018	2798	667	r51	700
o82	4686	5961	897	r34	909
o83	8038	6010	951	r52	988
o84	7908	7481	828	r11	879
o85	1719	6689	508	r53	534
o86	7904	8081	930	r20	955
o87	7710	7509	918	r9	923
o88	7013	2145	294	r54	345
o89	8817	7183	679	r31	691
o90	8316	5058	766	r55	784
o91	8233	5335	578	r16	590
o92	7319	8315	492	r56	510
o93	6172	6764	315	r20	346
o94	9596	7341	295	r57	326
o95	8154	8350	753	r40	780
o96	5437	6214	920	r20	927
o97	8266	7442	752	r49	770
o98	5692	6908	255	r2	290
o99	9389	3405	632	r14	669
o100	1847	1033	175	r58	217
o101	4909	4842	765	r46	782
o102	5782	9045	536	r41	561
o103	9107	8108	867	r42	885
o104	8557	8545	792	r59	817
o105	8387	7769	817	r60	830
o106	1870	3743	838	r17	864
o107	8812	7029	765	r42	803
o108	8680	6476	862	r8	884
o109	9177	1360	894	r20	912
o110	8616	8349	700	r61	742
o111	1414	4634	836	r19	861
o112	8838	8878	346	r16	364
o113	5947	2906	426	r24	451
o114	6289	3209	703	r24	734
o115	8536	4105	656	r26	692
o116	6833	6822	832	r62	857
o117	5155	6470	627	r63	640
o118	837	6368	473	r11	498
o119	8566	7544	567	r30	585
o120	7841	7758	326	r52	363
o121	7456	9323	696	r64	709
o122	7341	8235	820	r65	833
o123	6125	6778	897	r41	914
o124	790	6333	789	r2	801
o125	10491	6551	278	r66	309
o126	9141	3637	725	r34	770
o127	7768	5966	725	r26	765
o128	9373	1081	879	r20	897
o129	6952	6092	886	r13	902
o130	2444	6571	488	r11	525
o131	7165	6037	786	r67	834
o132	7123	8975	774	r20	799
o133	8240	6862	559	r66	602
o134	3688	3236	788	r68	809
o135	9777	7174	530	r69	531
o136	8423	7383	316	r39	352
o137	5967	5404	340	r35	352
o138	197	6068	794	r70	829
o139	8777	7856	522	r20	558
o140	8449	3462	432	r42	460
o141	8157	6244	383	r16	395
o142	7029	4578	700	r6	708
o143	3637	6813	842	r71	875
o144	7388	3055	636	r16	648
o145	7181	6269	833	r72	865
o146	5699	4475	741	r71	759
o147	7762	7566	922	r20	944
o148	7877	7050	595	r16	607
o149	8393	7593	516	r41	534
o150	10469	6530	763	r73	790
o151	3263	6879	820	r11	881
o152	7370	8379	839	r3	872
o153	7458	3852	359	r47	364
o154	7850	6266	847	r40	872
o155	10631	7420	400	r27	443
o156	4982	7239	968	r20	981
o157	7964	3690	475	r74	500
o158	8892	9572	714	r9	746
o159	7436	7403	330	r75	341
o160	9437	7707	425	r40	438
o161	10327	7390	573	r47	576
o162	4514	6875	734	r76	746
o163	6251	4019	830	r32	848
o164	3312	2349	379	r77	392
o165	8838	9276	461	r39	479
o166	6671	4109	854	r24	869
o167	8583	6656	805	r9	840
o168	9682	7464	434	r20	465
o169	5099	4860	814	r44	845
o170	321	4359	319	r11	362
o171	5750	8544	708	r45	745
o172	8960	8824	433	r78	454
o173	2860	6899	805	r6	816
o174	2554	6735	714	r41	731
o175	8219	6197	496	r79	514
o176	5323	6158	578	r80	615
o177	8386	8157	461	r9	486
o178	10591	7206	401	r81	424
o179	6454	3320	788	r82	794
o180	8106	7576	829	r60	865
o181	8362	3210	272	r55	283
o182	8882	8346	675	r9	697
o183	8193	7231	743	r76	748
o184	401	3607	313	r83	319
o185	6837	7988	789	r84	815
o186	8087	6208	765	r43	770
o187	8803	7395	937	r20	953
o188	6355	842	924	r24	934
o189	1548	4674	557	r11	594
o190	7506	8406	849	r85	886
o191	9610	1364	448	r86	473
o192	5850	8577	559	r86	601
o193	7696	8704	595	r9	620
o194	6675	4878	859	r44	880
o195	6172	6794	654	r45	679
o196	7154	8334	801	r47	803
o197	11392	1851	766	r81	783
o198	7055	6943	637	r16	649
o199	1563	6297	591	r11	622
o200	9361	3317	838	r3	873
o201	5446	3345	487	r68	514
o202	7937	9598	375	r87	450
o203	6482	8674	767	r20	792
o204	7013	8174	607	r2	613
o205	4319	6999	556	r88	569
o206	8504	7627	513	r81	543
o207	5523	6865	718	r13	725
o208	8076	8665	174	r89	192
o209	2115	6276	413	r7	429
o210	3016	4873	386	r32	411
o211	10158	6004	432	r21	444
o212	6955	5225	781	r20	834
o213	6056	3677	865	r24	871
o214	6673	8326	804	r71	822
o215	8304	7430	771	r9	802
o216	7873	4620	822	r90	868
o217	6746	7133	589	r9	614
o218	8138	7028	544	r61	564
o219	8514	7535	763	r30	781
o220	7813	4746	385	r41	403
o221	8552	7956	376	r16	388
o222	8701	1265	660	r2	672
o223	7107	5452	690	r76	695
o224	9840	4203	756	r47	758
o225	1012	5638	853	r45	873
o226	940	4719	592	r91	629
o227	8710	6491	369	r64	390
o228	6305	6162	322	r52	359
o229	6493	7566	94	r92	104
o230	6004	8517	706	r44	731
o231	3105	5880	439	r91	464
o232	8900	4467	731	r61	766
o233	7512	7758	793	r25	830
o234	8996	3062	829	r93	844
o235	7585	5314	200	r94	206
o236	8791	6121	775	r95	806
o237	6530	9085	754	r14	791
o238	7483	9053	277	r94	287
o239	6520	5954	244	r23	294
o240	6488	4746	284	r96	329
o241	10689	7191	304	r15	312
o242	8619	9232	614	r92	631
o243	8414	7143	344	r97	356
o244	10178	4767	376	r20	408
o245	3593	6774	714	r98	741
o246	6369	5205	799	r68	811
o247	7118	8400	588	r20	628
o248	10315	5902	787	r55	798
o249	5288	5944	323	r99	360
o250	7519	6117	800	r43	806
o251	6510	8994	781	r60	791
o252	8233	6289	382	r100	388
o253	10119	7333	736	r2	754
o254	5922	3694	784	r99	799
o255	4520	6584	747	r11	778
o256	2907	6960	502	r79	520
o257	2727	705	322	r10	353
o258	8528	8522	809	r65	821
o259	8357	7804	594	r101	625
o260	8861	7362	799	r9	824
o261	8418	2092	826	r15	848
o262	7307	1033	491	r35	503
o263	5785	4403	749	r71	761
o264	4225	6168	780	r45	811
o265	8428	8255	348	r6	360
o266	867	4812	256	r98	287
o267	2384	6078	663	r45	694
o268	6501	5669	273	r23	348
o269	5468	6262	514	r2	526
o270	5471	7529	389	r102	410
o271	7693	6051	517	r103	529
o272	7795	8856	585	r2	603
o273	2993	5725	220	r37	232
o274	1563	6101	427	r19	464
o275	4245	4194	771	r32	783
o276	5857	6126	736	r68	761
o277	6467	6505	735	r17	755
o278	6010	9178	910	r43	916
o279	7928	8492	629	r104	634
o280	7185	7506	765	r53	776
o281	8336	8773	886	r104	888
o282	1933	5982	652	r45	677
o283	9062	4054	865	r99	887
o284	10664	5427	894	r60	900
o285	9494	6693	812	r3	852
o286	7562	2055	672	r24	689
o287	9121	6835	659	r22	696
o288	10168	8027	686	r2	697
o289	8292	7488	531	r105	568
o290	8456	3575	864	r82	895
o291	6142	6649	693	r26	713
o292	2684	6510	455	r78	471
o293	6587	6353	781	r15	811
o294	4734	7022	868	r20	889
o295	2507	6451	925	r92	942
o296	6932	6075	404	r63	425
o297	8381	5667	393	r106	400
o298	6996	7149	760	r32	787
o299	7122	5534	705	r40	751
o300	3134	3604	200	r98	212
o301	6379	5539	797	r45	822
o302	6642	3453	672	r24	703
o303	8506	6314	908	r9	934
o304	9090	6744	361	r21	377
o305	8972	7488	245	r21	261
o306	5873	6534	744	r107	759
o307	8744	8244	650	r40	675
o308	7057	6763	723	r72	758
o309	7317	6498	770	r16	795
o310	6769	1657	734	r86	804
o311	8881	7730	627	r74	643
o312	9813	7286	760	r6	820
o313	7686	5185	807	r26	833
o314	9546	7415	702	r31	722
o315	4068	4518	699	r108	722
o316	5890	6018	607	r11	644
o317	6516	7244	858	r15	865
o318	8114	8667	743	r36	771
o319	10703	7522	518	r26	561
o320	6934	3890	572	r82	597
o321	6143	6465	722	r46	769
o322	10730	7242	479	r26	507
o323	2655	4584	801	r19	831
o324	7421	7418	844	r79	875
o325	6029	9276	479	r87	496
o326	7161	8333	846	r109	861
o327	9101	7721	844	r79	869
o328	4957	5886	313	r69	316
o329	8408	7488	724	r47	732
o330	4864	6334	600	r2	615
o331	5210	6031	744	r9	780
o332	5934	6542	780	r9	800
o333	7497	6320	531	r9	556
o334	8423	7502	470	r39	488
o335	5870	7494	719	r43	720
o336	3107	6670	488	r76	491
o337	8316	7364	844	r43	856
o338	6282	5737	805	r3	838
o339	3416	4766	774	r32	789
o340	5650	5038	285	r61	296
o341	3654	3946	722	r70	759
o342	4943	7109	857	r53	879
o343	6962	2145	600	r110	637
o344	5393	5805	351	r7	378
o345	4839	2755	712	r15	730
o346	8261	5142	790	r111	796
o347	10021	7362	726	r2	739
o348	5740	7426	734	r112	756
o349	7757	5568	436	r99	461
o350	9069	7976	769	r40	776
o351	10434	7572	793	r6	809
o352	1906	4390	449	r68	480
o353	8686	7241	820	r32	848
o354	8232	8983	744	r40	782
o355	5783	7035	919	r13	934
o356	8172	6854	848	r104	851
o357	10768	4487	324	r15	332
o358	10042	7746	737	r89	748
o359	6993	4110	746	r69	757
o360	8885	6666	903	r66	915
o361	4553	6349	723	r11	765
o362	5393	6221	800	r24	811
o363	6109	5831	518	r15	533
o364	4404	6116	782	r19	804
o365	10888	2174	920	r113	957
o366	6040	8894	756	r43	758
o367	7033	5413	957	r20	979
o368	8692	6360	316	r23	391
o369	7494	8911	867	r31	883
o370	6121	9217	322	r95	335
o371	10457	7544	859	r40	884
o372	5576	4499	892	r3	900
o373	9359	6444	192	r114	210
o374	7477	8933	837	r55	877
o375	8453	2737	933	r66	951
o376	8976	4240	607	r1	644
o377	7346	4810	343	r110	380
o378	10495	7513	793	r61	814
o379	8234	6207	711	r73	742
o380	10590	4358	609	r63	640
o381	3305	4308	439	r17	467
o382	5222	1862	807	r35	832
o383	4222	6801	846	r14	883
o384	8946	4517	898	r115	948
o385	7706	6274	564	r16	576
o386	4026	6307	364	r17	379
o387	7771	4076	441	r80	462
o388	8272	9655	789	r27	804
o389	4463	6883	732	r45	763
o390	10414	5416	638	r9	663
o391	3270	6684	330	r46	346
o392	7688	7834	277	r23	352
o393	8345	7196	796	r3	833
o394	7771	6093	738	r55	769
o395	8960	9224	814	r5	854
o396	7712	4352	813	r24	820
o397	7409	7614	834	r116	855
o398	5924	4450	694	r45	719
o399	6332	9310	560	r2	567
o400	3958	4387	785	r112	817
o401	3768	7281	430	r40	437
o402	8964	6544	794	r40	821
o403	3850	3712	785	r11	827
o404	7385	6411	673	r15	680
o405	10016	6451	770	r2	778
o406	7727	9382	871	r9	896
o407	5553	6229	710	r9	731
o408	8975	7867	721	r117	738
o409	7927	6923	377	r118	392
o410	8446	6876	757	r19	802
o411	9531	8630	795	r9	825
o412	7887	8850	592	r65	605
o413	6447	5353	713	r75	736
o414	6860	7480	925	r43	927
o415	6640	4380	378	r35	396
o416	6451	4317	745	r3	763
o417	9078	7012	725	r15	740
o418	10441	6981	809	r73	827
o419	6056	4275	831	r24	856
o420	3368	6200	733	r119	750
o421	9399	6587	590	r16	602
o422	8519	6750	755	r120	781
o423	9368	8676	493	r26	520
o424	590	6501	637	r11	689
o425	7489	6082	706	r1	711
o426	8068	7010	302	r94	305
o427	7097	7332	858	r43	873
o428	5769	7048	484	r68	497
o429	8334	6153	324	r74	340
o430	3540	6787	782	r2	787
o431	4234	6209	865	r99	890
o432	6242	2856	431	r24	457
o433	1946	6594	217	r68	249
o434	7566	7311	850	r51	885
o435	10631	7785	866	r6	887
o436	8804	9459	691	r41	707
o437	8674	7579	243	r37	265
o438	6323	7387	469	r78	485
o439	7522	6314	711	r69	713
o440	8922	6597	894	r41	909
o441	7239	5860	883	r14	920
o442	8833	6574	707	r76	712
o443	7465	8128	545	r11	582
o444	7495	4894	382	r35	398
o445	8569	7728	832	r40	857
o446	6826	8742	271	r37	299
o447	8403	7802	717	r109	739
o448	10066	4956	119	r52	156
o449	9170	6470	883	r27	933
o450	9991	7738	734	r95	759
o451	855	4555	847	r92	859
o452	8455	8063	838	r43	845
o453	8294	4305	810	r9	856
o454	8616	7777	566	r32	581
o455	7550	5311	747	r121	828
o456	5903	6071	811	r1	829
o457	5861	8992	720	r76	736
o458	10603	4992	867	r55	878
o459	7690	4423	838	r34	870
o460	10355	5694	483	r26	525
o461	2298	6238	983	r19	1006
o462	10498	5999	787	r20	837
o463	7588	8120	727	r84	743
o464	10826	4024	685	r9	705
o465	6147	9076	703	r71	718
o466	2014	6967	760	r41	778
o467	5807	1130	685	r79	703
o468	5997	6920	744	r22	781
o469	9772	5962	379	r2	397
o470	9862	5977	394	r52	431
o471	5712	6440	681	r20	714
o472	8960	2076	107	r122	129
o473	7128	7738	864	r123	896
o474	7890	7980	741	r72	773
o475	7246	6403	461	r92	473
o476	9061	4226	204	r68	237
o477	2116	4514	835	r46	856
o478	5909	9044	292	r63	308
o479	9218	7916	386	r68	424
o480	8424	7537	831	r60	864
o481	5557	7574	762	r4	780
o482	8092	6214	792	r2	800
o483	7679	7550	795	r9	820
o484	5688	4336	638	r16	650
o485	7261	8844	414	r55	434
o486	2890	4062	757	r13	778
o487	6944	4907	416	r110	453
o488	4513	6489	465	r45	480
o489	6085	6134	643	r35	663
o490	8203	7138	360	r48	376
o491	8464	6313	411	r16	436
o492	9289	8704	745	r72	776
o493	7604	5655	714	r124	756
o494	6704	6520	876	r3	894
o495	9744	5944	602	r26	628
o496	1907	4777	441	r125	457
o497	9065	7776	815	r26	842
o498	318	6185	819	r13	844
o499	6020	5431	750	r17	782
o500	9657	5588	752	r9	794
o501	7467	3817	472	r96	515
o502	7335	3968	414	r120	446
o503	9609	4509	748	r20	773
o504	8631	6502	541	r86	566
o505	9738	1387	866	r66	913
o506	8469	8271	697	r15	714
o507	8327	7655	709	r40	750
o508	5971	9189	760	r102	787
o509	8497	9041	668	r126	693
o510	8556	7930	800	r14	837
o511	7732	6246	719	r1	737
o512	2162	7436	643	r95	668
o513	5339	6193	690	r17	710
o514	5583	4822	919	r13	944
o515	5624	4583	926	r127	932
o516	7416	4672	216	r128	231
o517	8683	7580	377	r129	383
o518	8972	7893	501	r63	512
o519	8732	7565	604	r19	632
o520	5381	6219	682	r20	714
o521	5903	9195	714	r56	779
o522	8065	7222	842	r13	862
o523	5468	6360	708	r85	745
o524	2427	6582	696	r45	721
o525	7729	6117	709	r9	720
o526	9878	6111	568	r3	580
o527	8732	8248	805	r31	825
o528	5737	5188	836	r11	877
o529	9253	3728	700	r61	742
o530	7266	1061	303	r130	331
o531	7459	3967	809	r24	824
o532	5798	6064	778	r9	793
o533	8301	3426	774	r69	787
o534	5342	2903	851	r24	868
o535	8079	6250	464	r9	472
o536	5423	6323	577	r20	602
o537	7595	4329	759	r79	787
o538	8981	6181	547	r68	568
o539	8833	7793	292	r16	304
o540	7644	5051	442	r69	444
o541	8408	7747	881	r43	883
o542	9306	8345	834	r60	864
o543	4267	4183	476	r54	491
o544	6241	4464	645	r61	658
o545	8428	6884	866	r79	922
o546	6261	6502	827	r20	852
o547	9791	6024	766	r16	813
o548	8558	7367	697	r5	722
o549	9779	7915	860	r20	881
o550	5215	6298	984	r20	1015
o551	8755	6407	724	r79	742
o552	6748	4958	251	r110	288
o553	10159	7096	611	r16	623
o554	4759	2717	689	r66	711
o555	8864	9307	867	r25	904
o556	3533	7297	791	r14	828
o557	8292	7561	667	r40	685
o558	9289	5822	556	r24	574
o559	5703	3130	820	r3	851
o560	10851	6881	714	r49	725
o561	5295	6336	886	r60	896
o562	6949	8205	752	r40	780
o563	9107	7740	41	r52	78
o564	3929	4588	540	r45	563
o565	10800	5606	777	r49	794
o566	8132	6337	809	r61	829
