courier	x	y	on_time	off_time
c1	8974	1687	0	180
c2	3445	4577	0	180
c3	4009	3717	0	180
c4	2255	11317	0	180
c5	11915	5421	0	180
c6	9576	8879	180	300
c7	711	7062	180	300
c8	7452	7556	180	300
c9	7630	1374	180	300
c10	7719	11846	180	300
c11	8607	1502	180	300
c12	2993	8159	180	300
c13	2239	6575	180	300
c14	6498	4988	180	300
c15	5468	11384	180	300
c16	5167	7994	180	300
c17	7218	7264	210	300
c18	10455	8369	210	300
c19	9728	6538	230	300
c20	7891	1535	240	300
c21	1026	3630	240	420
c22	3049	5629	240	420
c23	8869	6099	300	480
c24	2873	2142	300	480
c25	8234	8498	300	480
c26	2704	3641	300	480
c27	2711	2982	300	480
c28	3255	1631	300	480
c29	6944	13003	300	480
c30	12014	8161	300	480
c31	11256	10133	300	480
c32	8056	8430	300	480
c33	8821	12403	300	480
c34	2456	2131	300	480
c35	12125	7092	300	480
c36	8403	1412	300	480
c37	1735	8925	300	480
c38	9815	8300	300	480
c39	10015	7703	300	480
c40	5122	4258	300	420
c41	9578	2707	300	480
c42	11654	8010	300	480
c43	5880	10976	300	480
c44	11360	4057	300	480
c45	8784	1587	300	480
c46	9835	5848	300	480
c47	10892	3339	300	480
c48	6000	8311	300	480
c49	6674	11483	300	480
c50	10487	9979	300	480
c51	7863	8579	300	480
c52	1100	7893	300	480
c53	9520	2025	300	480
c54	9203	1819	300	350
c55	8701	8571	300	480
c56	11453	9779	300	480
c57	10000	6929	300	480
c58	1744	3219	300	480
c59	2419	8171	300	480
c60	3205	10654	300	480
c61	7447	12907	300	480
c62	5809	947	330	450
c63	8119	12708	330	450
c64	1818	2675	350	480
c65	12124	7143	360	480
c66	4062	10207	480	660
c67	5662	12029	480	660
c68	11916	5427	480	560
c69	11352	4042	480	660
c70	11829	5133	480	660
c71	8553	10508	480	660
c72	11760	4931	480	660
c73	8269	2744	480	660
c74	7856	10343	480	660
c75	2085	4265	480	660
c76	3811	5618	480	660
c77	8116	10375	480	660
c78	7031	3960	480	660
c79	11511	4345	480	600
c80	3512	9700	480	660
c81	6870	1198	480	660
c82	8676	4914	480	660
c83	8132	1306	480	660
c84	103	8120	480	660
c85	11916	5424	480	660
c86	8529	12017	480	660
c87	10975	3452	480	660
c88	5274	7831	480	660
c89	5540	2553	480	660
c90	11414	4156	480	660
c91	9308	11749	480	660
c92	11029	3528	480	660
c93	10105	5355	480	660
c94	9943	2346	480	700
c95	7314	4726	480	660
c96	7198	3108	480	660
c97	7380	4747	480	660
c98	247	8718	480	660
c99	2185	7772	480	660
c100	4767	8123	480	660
c101	102	8114	480	660
c102	10751	6513	590	660
c103	12082	7729	660	840
c104	3866	6659	660	840
c105	7946	8742	660	900
c106	1482	4691	660	900
c107	11860	5231	660	840
c108	5229	999	660	900
c109	2469	6415	660	840
c110	11182	10252	660	900
c111	9760	8446	660	840
c112	4808	1794	660	900
c113	10902	3353	660	900
c114	4323	1197	660	900
c115	7972	10840	660	900
c116	2103	5381	660	840
c117	10765	3178	660	900
c118	6312	4554	660	840
c119	4574	2425	660	840
c120	11650	9359	660	900
c121	12063	6472	660	840
c122	10240	2611	660	900
c123	11932	5486	660	840
c124	3852	7864	660	840
c125	10144	2939	660	840
c126	6432	7301	660	840
c127	9540	2038	660	840
c128	8824	1607	660	840
c129	2544	7906	660	840
c130	6171	10951	660	840
c131	8729	1560	660	900
