order	x	y	placement_time	restaurant	ready_time
o1	8876	6954	17	r1	47
o2	9485	8284	58	r1	88
o3	1634	6904	98	r2	123
o4	9744	8729	108	r1	138
o5	10331	5431	136	r1	166
o6	8339	5814	171	r2	187
o7	6164	9586	182	r3	195
o8	8411	9255	191	r4	206
o9	7901	5907	217	r5	222
o10	3418	4304	217	r2	227
o11	6382	4540	222	r2	242
o12	3665	2906	224	r6	239
o13	9760	9799	226	r1	256
o14	5698	5989	242	r1	272
o15	7151	6921	254	r7	284
o16	8389	8080	255	r8	285
o17	8030	7680	260	r9	285
o18	10240	6857	264	r7	274
o19	7082	5599	268	r8	298
o20	1242	5274	273	r2	298
o21	6383	4055	277	r6	292
o22	6752	9397	282	r9	298
o23	845	2311	285	r10	328
o24	8389	5408	286	r1	316
o25	8669	3906	289	r11	298
o26	7782	9588	294	r5	302
o27	10804	7026	295	r6	320
o28	8795	7980	308	r12	338
o29	6352	9707	309	r9	322
o30	9713	8512	309	r13	319
o31	9162	8298	309	r13	319
o32	9218	6851	312	r14	342
o33	9917	7979	312	r15	337
o34	7274	1220	319	r16	349
o35	8448	7620	319	r5	322
o36	4967	7761	320	r17	325
o37	8360	6392	327	r18	346
o38	9067	6868	328	r9	340
o39	5676	6507	328	r19	358
o40	1897	6648	329	r20	361
o41	5292	6473	330	r21	333
o42	818	4068	330	r22	335
o43	6502	7286	332	r18	357
o44	6692	5062	333	r7	364
o45	10982	6431	335	r23	348
o46	535	4788	336	r20	371
o47	7075	6427	337	r8	367
o48	6198	7479	338	r20	373
o49	6749	6710	339	r1	369
o50	3102	1228	339	r10	364
o51	8876	3399	339	r24	344
o52	6406	9715	339	r25	350
o53	10357	7828	339	r26	351
o54	5429	6440	340	r27	370
o55	8049	9755	342	r28	357
o56	8246	8360	343	r1	373
o57	3093	5239	343	r20	378
o58	2450	6975	343	r20	378
o59	5597	4106	344	r29	374
o60	9012	9270	344	r30	364
o61	9499	8046	344	r31	374
o62	5933	6321	344	r11	354
o63	8229	7401	345	r18	365
o64	5945	4858	346	r32	374
o65	4095	4149	346	r29	376
o66	3432	7108	347	r33	360
o67	7135	6970	352	r34	364
o68	4926	6776	352	r35	364
o69	3557	6872	354	r20	402
o70	10870	7864	356	r7	375
o71	6265	5854	357	r35	367
o72	6524	4602	357	r29	376
o73	7596	8827	359	r36	378
o74	7520	5252	360	r8	390
o75	7159	2288	361	r16	375
o76	10842	8339	362	r4	387
o77	9638	10012	362	r19	392
o78	9184	9430	363	r13	378
o79	8168	7622	365	r37	376
o80	6946	9336	365	r13	375
o81	749	4129	371	r22	372
o82	8774	7940	372	r23	386
o83	6701	2476	373	r5	374
o84	4442	6828	376	r35	389
o85	7826	4401	376	r24	380
o86	854	4243	378	r22	403
o87	10309	9147	379	r38	395
o88	8150	9273	380	r16	391
o89	4324	6925	381	r39	393
o90	10841	8150	384	r17	395
o91	9702	7357	385	r31	417
o92	7678	5949	390	r23	405
o93	7458	6604	391	r40	408
o94	10852	7676	393	r13	403
o95	10563	5307	393	r18	419
o96	9011	8471	393	r13	403
o97	9869	4394	394	r5	395
o98	6996	5058	395	r35	410
o99	9224	8584	396	r4	421
o100	3591	2866	396	r41	407
o101	1370	7009	396	r34	404
o102	8451	6910	399	r17	404
o103	7717	5469	399	r35	412
o104	8588	6971	400	r13	410
o105	8004	5291	402	r42	417
o106	5801	8126	406	r43	423
o107	3068	4822	409	r44	414
o108	8639	3612	411	r45	441
o109	10149	6621	411	r1	441
o110	10020	8539	413	r18	433
o111	6215	7911	416	r15	425
o112	3910	7926	416	r32	428
o113	8975	7015	417	r25	432
o114	10839	7973	417	r31	452
o115	8719	8977	419	r13	429
o116	7086	6595	421	r9	438
o117	4220	5148	423	r45	453
o118	7856	2223	427	r46	443
o119	8823	6957	428	r13	448
o120	7510	9460	431	r11	447
o121	8865	8995	431	r7	444
o122	8385	3852	432	r13	442
o123	9832	7965	432	r23	444
o124	7107	5369	433	r8	463
o125	8865	2940	433	r18	460
o126	10856	6460	435	r46	449
o127	7600	1834	435	r6	448
o128	4040	7148	436	r47	442
o129	8092	4594	438	r13	448
o130	6695	6648	439	r7	460
o131	6229	3407	443	r46	463
o132	1915	6708	444	r48	474
o133	6978	7091	445	r13	455
o134	6507	3271	448	r46	469
o135	8736	3930	449	r7	472
o136	9198	9484	450	r16	467
o137	6507	4338	450	r13	460
o138	3273	6609	450	r46	467
o139	9889	8009	451	r18	476
o140	8061	6262	453	r27	473
o141	3614	4888	456	r39	479
o142	8111	4631	458	r32	475
o143	2134	5331	458	r49	471
o144	7815	5578	459	r21	461
o145	8469	5278	460	r5	463
o146	9827	4508	464	r13	474
o147	8633	7659	465	r13	475
o148	7690	8155	467	r19	497
o149	9913	4189	470	r7	484
o150	7799	4771	472	r21	474
o151	3061	6966	472	r16	485
o152	6997	7183	476	r13	486
o153	8821	8725	478	r28	493
o154	3419	3666	483	r48	495
o155	6471	8035	486	r16	499
o156	8139	4368	489	r11	510
o157	1256	6958	490	r20	510
o158	8031	4742	491	r23	498
o159	4885	7880	492	r20	529
o160	8924	8356	494	r42	529
o161	8909	10153	497	r18	525
o162	10815	8091	500	r9	525
o163	2813	7103	505	r20	535
o164	3331	7178	505	r47	508
o165	10153	6596	506	r50	516
o166	7692	1540	508	r35	518
o167	10740	7765	509	r17	513
o168	8979	9484	510	r31	540
o169	4987	6523	513	r2	531
o170	6717	4818	513	r46	528
o171	9288	8483	518	r9	527
o172	7969	9503	520	r51	540
o173	8255	10205	522	r19	552
o174	7973	6582	526	r13	536
o175	6831	4730	529	r19	559
o176	8796	8059	533	r42	548
o177	2730	4490	534	r33	549
o178	9001	8268	539	r18	568
o179	10401	7503	542	r13	552
o180	8768	4310	543	r11	558
o181	8304	5182	544	r13	554
o182	7321	6124	546	r52	571
o183	9134	8143	546	r13	556
o184	10103	7797	547	r21	548
o185	3688	2916	553	r10	576
o186	6050	9489	553	r42	573
o187	8241	8492	555	r13	565
