order	x	y	placement_time	restaurant	ready_time
o1	8317	5587	743	r1	755
o2	8183	4908	541	r2	561
o3	4953	5140	626	r3	663
o4	5268	3678	566	r4	586
o5	6245	3071	574	r5	584
o6	10134	5226	131	r6	147
o7	3222	5142	588	r7	600
o8	7202	4887	612	r1	624
o9	8421	4162	680	r8	705
o10	8918	5918	563	r9	600
o11	2348	4594	526	r10	544
o12	8047	6154	313	r11	344
o13	8818	6224	508	r12	520
o14	877	3210	455	r13	465
o15	2962	4896	646	r14	671
o16	7739	5363	265	r15	268
o17	8707	5092	647	r16	684
o18	7743	4929	571	r17	583
o19	5024	5988	581	r16	618
o20	4162	5633	598	r18	609
o21	6589	3457	336	r1	348
o22	1501	4849	152	r19	162
o23	10362	4452	572	r7	587
o24	9737	4771	563	r2	574
o25	8302	6825	625	r20	663
o26	6302	5401	623	r1	635
o27	8734	6577	202	r21	209
o28	7198	3422	621	r22	647
o29	7033	5401	535	r23	556
o30	7389	2151	614	r24	634
o31	8141	2835	266	r25	276
o32	8723	6146	588	r26	621
o33	7368	5040	643	r27	673
o34	8825	6364	506	r28	516
o35	8365	6387	763	r29	794
o36	7859	4087	421	r30	427
o37	8224	6698	458	r7	476
o38	10350	4937	594	r1	619
o39	8313	6109	603	r26	618
o40	7647	5832	137	r31	149
o41	8305	2148	620	r32	642
o42	8307	4031	146	r31	166
o43	9093	6324	137	r33	145
o44	8394	5513	564	r1	589
o45	4112	5063	446	r34	452
o46	8247	5577	306	r35	334
o47	10353	2584	562	r25	567
o48	5006	5110	659	r36	677
o49	843	3561	199	r11	237
o50	7541	2351	494	r30	504
o51	6889	4139	493	r1	505
o52	3282	4716	563	r13	588
o53	5484	3815	255	r30	262
o54	7481	6086	740	r1	752
o55	9489	6394	102	r37	120
o56	0	4727	421	r11	446
o57	7925	2143	537	r24	563
o58	1825	5189	640	r38	652
o59	9247	3148	645	r24	677
o60	5815	2407	539	r19	557
o61	7439	7715	542	r39	559
o62	9573	2279	595	r30	608
o63	6306	7313	486	r21	507
o64	10764	5643	547	r40	578
o65	5484	3922	555	r19	581
o66	3820	5225	198	r5	204
o67	8904	5390	619	r41	636
o68	4034	2965	631	r1	643
o69	9224	4678	680	r1	705
o70	9761	2994	188	r42	225
o71	2290	4876	227	r43	263
o72	3967	4665	584	r4	602
o73	9200	7079	480	r44	483
o74	9135	5110	506	r14	549
o75	7333	6375	210	r21	221
o76	8280	6521	93	r3	130
o77	7946	3390	652	r45	685
o78	2219	4739	181	r46	218
o79	8098	6185	197	r47	214
o80	8741	5157	610	r3	647
o81	8366	6166	776	r1	788
o82	8101	3244	646	r48	659
o83	4924	2863	520	r13	540
o84	7191	2840	549	r20	555
o85	9112	3230	493	r28	505
o86	8068	6600	383	r49	391
o87	9021	6101	296	r1	308
o88	7860	2193	269	r47	287
o89	7663	2842	24	r50	30
o90	5827	4975	614	r28	626
o91	8705	7744	616	r7	629
o92	10111	5076	774	r28	794
o93	5483	4716	168	r37	174
o94	9271	7058	261	r44	263
o95	9250	5022	584	r28	604
o96	10848	3623	541	r1	566
o97	5268	7499	644	r51	669
o98	7218	5120	503	r11	536
o99	9524	6276	756	r52	778
o100	2116	3455	540	r39	545
o101	7985	1932	635	r53	660
o102	136	2824	515	r11	542
o103	5828	3746	515	r54	550
o104	5730	5275	496	r13	511
o105	10215	4855	263	r27	276
o106	8674	7518	665	r39	675
o107	7808	7411	528	r28	548
o108	6185	5059	614	r53	650
o109	5774	4069	606	r20	624
o110	10145	5621	108	r55	111
o111	2517	3452	613	r13	650
o112	3514	2879	485	r16	522
o113	2892	5727	258	r21	273
o114	9679	5989	171	r56	208
o115	10395	6585	529	r57	551
o116	5686	6973	197	r39	222
o117	8946	4557	479	r58	516
o118	5692	6313	623	r59	655
o119	8076	8206	187	r18	205
o120	3561	5414	572	r28	590
o121	5602	3679	59	r13	82
o122	9257	7920	676	r20	694
o123	6977	3310	591	r20	603
o124	2752	3512	525	r13	550
o125	7281	2138	245	r60	288
o126	10158	5763	334	r61	361
o127	4122	5377	651	r51	676
o128	5631	2953	569	r3	606
o129	6883	6722	436	r37	471
o130	8011	5586	585	r58	622
o131	7730	2905	256	r62	268
o132	8564	6937	792	r63	829
o133	7692	6943	559	r64	570
o134	6231	7902	533	r62	551
o135	7848	4516	514	r1	539
o136	6003	4681	264	r37	282
o137	8099	6289	194	r54	215
o138	7570	4039	665	r24	688
o139	5657	5773	628	r1	640
o140	5775	7724	497	r21	508
o141	8447	4967	550	r15	557
o142	5311	4453	708	r13	726
o143	6980	4928	208	r65	245
o144	8392	6788	610	r1	622
o145	6936	5412	630	r66	650
o146	3695	3690	13	r54	31
o147	9715	2123	554	r3	591
o148	8860	3792	117	r1	129
o149	2791	2607	225	r53	260
o150	6219	7188	660	r59	666
o151	6532	1827	710	r1	722
o152	342	2729	177	r11	202
o153	7978	4238	117	r67	185
o154	7265	7587	566	r28	577
o155	3176	5048	579	r51	606
o156	6819	3774	259	r68	277
o157	5984	5236	496	r69	523
o158	8274	2540	532	r24	564
o159	10213	5982	36	r67	61
o160	7753	2693	184	r70	192
o161	8248	3376	703	r1	715
o162	8557	6790	605	r71	607
o163	4058	2280	72	r39	100
o164	8707	3274	118	r72	136
o165	8632	1523	532	r73	555
o166	10231	4382	641	r36	657
o167	10739	3434	550	r27	576
o168	5778	2092	228	r1	240
o169	8171	5536	349	r45	351
o170	8108	4925	383	r60	386
o171	7951	3938	225	r31	236
o172	10386	4442	543	r53	569
o173	9195	2631	138	r16	175
o174	5442	4861	98	r21	110
o175	6162	5201	462	r13	463
o176	10182	1956	538	r27	553
o177	7911	4683	264	r67	289
o178	8896	8100	696	r37	706
o179	6055	2657	558	r24	580
o180	3811	3745	430	r14	447
o181	8664	2088	720	r28	751
o182	5645	7648	561	r74	592
o183	9781	3889	703	r1	728
o184	6070	4473	98	r31	106
o185	5734	7677	778	r52	790
o186	7762	7259	697	r28	710
o187	9636	7449	176	r75	194
o188	8421	4854	666	r62	691
o189	4301	5933	643	r41	661
o190	6154	3794	627	r76	664
o191	9629	3435	216	r77	231
o192	7543	6769	733	r1	745
o193	5292	4694	240	r1	252
o194	8832	6295	177	r22	195
o195	5437	5264	560	r78	563
o196	7076	4008	732	r1	757
o197	9719	6060	549	r79	579
o198	10343	5218	521	r80	551
o199	8463	5716	714	r37	735
o200	6581	8088	559	r81	586
o201	5925	4493	590	r19	612
o202	5716	1975	487	r17	505
o203	10265	6126	698	r29	706
o204	9213	3436	278	r62	280
o205	5816	4360	245	r16	282
o206	8049	7648	611	r82	637
o207	9403	6214	329	r10	347
o208	9698	2008	604	r1	629
o209	5562	6166	117	r83	119
o210	8010	2578	638	r24	666
o211	4794	3190	548	r84	568
o212	6444	3903	563	r28	578
o213	9790	6250	580	r85	586
o214	5889	4338	622	r11	647
o215	4928	3451	491	r1	524
o216	3746	3041	732	r17	742
o217	3936	3556	588	r41	609
o218	9470	4296	184	r68	202
o219	7794	7472	477	r66	490
o220	6148	1825	692	r39	698
o221	8121	4458	631	r24	668
o222	8018	7531	482	r15	488
o223	6961	7424	220	r86	257
o224	5773	5394	238	r87	275
o225	2806	4449	568	r88	579
o226	7601	5739	102	r1	114
o227	9334	6307	33	r39	51
o228	6755	4593	633	r85	645
o229	2175	5510	108	r11	150
o230	9040	5326	669	r15	674
o231	5430	4981	784	r14	806
o232	7776	5710	697	r89	730
o233	9838	6961	564	r22	592
o234	10441	2921	92	r90	122
o235	9093	4164	201	r91	202
o236	5102	6712	518	r18	530
o237	4991	4740	500	r1	522
o238	5826	4830	176	r31	224
o239	5088	5063	715	r90	731
o240	9386	5834	29	r67	50
o241	6598	6103	570	r3	607
o242	8491	4705	236	r53	264
o243	7235	7870	516	r20	541
o244	5947	4840	592	r9	617
o245	7397	4703	152	r1	164
o246	8415	6145	486	r1	511
o247	10295	3243	455	r22	472
o248	10538	6376	698	r28	711
o249	7327	7640	610	r92	647
o250	7043	7568	498	r14	551
o251	5424	5846	557	r93	570
o252	9258	5960	578	r2	591
