order	x	y	placement_time	restaurant	ready_time
o1	25768	12595	18	r1	29
o2	26933	23469	28	r2	56
o3	28901	15239	31	r3	84
o4	27906	15980	33	r4	58
o5	24676	17722	37	r5	47
o6	25649	18647	59	r2	68
o7	25721	18247	60	r6	86
o8	25741	12661	61	r1	96
o9	27159	17817	69	r6	83
o10	26006	14649	74	r7	81
o11	27398	14744	75	r8	90
o12	28715	15342	79	r9	98
o13	29299	13557	79	r10	99
o14	28815	15261	80	r11	110
o15	27761	19973	80	r12	91
o16	28689	15273	81	r13	91
o17	28734	15981	81	r14	99
o18	27961	14051	82	r15	96
o19	26875	21681	83	r16	87
o20	23876	22231	83	r17	94
o21	28737	15252	83	r18	99
o22	28702	15241	86	r19	136
o23	26658	15666	88	r20	98
o24	24947	19835	89	r21	93
o25	27892	15428	90	r22	108
o26	28247	21518	91	r23	104
o27	26390	20273	91	r24	111
o28	21835	20025	93	r25	119
o29	25814	22968	94	r26	112
o30	27531	20979	95	r24	99
o31	29367	14718	95	r9	105
o32	22798	22587	95	r24	125
o33	28784	15257	95	r27	97
o34	27763	16860	97	r28	133
o35	29040	13321	99	r9	109
o36	25783	14071	101	r29	109
o37	26760	14925	102	r30	107
o38	24857	14914	102	r31	117
o39	29550	16331	103	r32	118
o40	30179	16072	103	r33	108
o41	28745	15217	106	r34	121
o42	28795	15606	106	r15	150
o43	29022	15140	107	r35	128
o44	27167	14670	109	r9	119
o45	29653	15483	110	r7	120
o46	28565	15068	110	r9	120
o47	28496	16926	112	r36	148
o48	29167	16135	113	r19	163
o49	29183	14571	114	r37	145
o50	29516	16965	115	r38	125
o51	24861	21567	117	r17	129
o52	26581	16935	118	r39	120
o53	21944	19958	119	r25	154
o54	28948	15247	119	r29	125
o55	28247	15243	120	r40	127
o56	25253	12005	120	r1	134
o57	30204	2928	123	r41	148
o58	28674	15292	124	r9	134
o59	28822	13910	124	r42	152
o60	24883	15679	125	r27	127
o61	28680	17271	125	r43	149
o62	22315	23474	127	r44	142
o63	27446	17090	127	r45	132
o64	23790	24328	130	r46	136
o65	28068	20900	131	r24	133
o66	29044	17686	131	r47	160
o67	29363	16048	131	r9	141
o68	26784	23961	132	r26	145
