restaurant	x	y
r1	27777	20732
r2	25213	18140
r3	25536	17854
r4	25830	18811
r5	26534	19080
r6	29198	15065
r7	24648	11320
r8	29094	17373
r9	23248	21507
r10	26330	21997
r11	25093	18023
r12	27863	21742
r13	28843	14395
r14	24005	17291
r15	28719	14501
r16	29720	16949
r17	24824	17449
r18	25727	21374
r19	24235	23721
r20	29389	14582
r21	32091	5923
r22	27135	21745
r23	28974	15789
r24	26458	13626
r25	27486	18099
r26	28602	16289
r27	25425	18301
r28	28706	11899
r29	28969	16020
r30	28634	14408
r31	32841	5800
r32	25907	24624
r33	29803	16177
r34	27601	17566
r35	24280	19238
r36	25297	18100
r37	27617	19762
r38	27801	20662
r39	26332	22243
r40	29552	16535
r41	25777	20719
r42	28193	15115
r43	25018	20121
r44	26614	24220
r45	21900	19649
r46	28602	14511
r47	24356	24360
r48	25307	18221
r49	27261	21779
r50	27680	15366
r51	28922	14745
r52	25988	17340
r53	25189	22943
r54	25116	16507
r55	29301	13523
r56	26887	12405
r57	27902	21108
r58	21893	23799
r59	29199	16319
r60	27761	15907
r61	28043	14836
r62	28130	15065
r63	28141	15802
r64	23431	19018
r65	24431	11201
r66	29337	13122
r67	21286	20581
r68	27819	19477
r69	25179	18129
r70	31049	420
r71	24609	13600
r72	26029	25561
r73	27955	21281
r74	29303	16618
r75	25291	16581
r76	27872	20878
r77	26282	19797
r78	27597	19087
r79	25287	18130
r80	29412	15447
r81	28077	20184
r82	25813	22317
r83	23128	22126
r84	24579	11267
r85	27898	20377
r86	29600	15439
r87	27972	20628
r88	27570	15546
r89	25628	19778
r90	29434	14960
r91	23227	18964
r92	27218	14773
r93	28744	17533
r94	29350	16790
r95	27167	10125
r96	27142	18165
r97	27479	21450
r98	25986	15048
r99	27920	20892
r100	27032	14915
r101	28066	14898
r102	22383	18982
r103	29178	14285
r104	28679	14581
r105	27040	18600
r106	26012	23838
r107	24217	19302
r108	27209	20892
r109	25051	18204
r110	27977	21118
r111	22628	18913
r112	28252	19830
r113	28475	19168
r114	26417	12177
r115	27584	14570
r116	28828	15948
r117	25615	19889
r118	29347	13886
r119	25439	18292
r120	23603	24594
r121	30034	15315
r122	26395	15832
r123	28226	19779
r124	27925	20699
r125	29251	17194
r126	28964	14667
r127	22677	20212
r128	22330	26197
r129	29321	16236
r130	18270	29558
r131	32403	5792
r132	28760	16434
r133	28661	15417
r134	28122	20737
r135	28259	15047
r136	26320	20942
r137	24920	23074
r138	26345	21413
r139	27329	9382
r140	24567	20618
r141	28240	13623
r142	26845	15474
r143	25730	23855
r144	27037	18594
r145	25461	12293
r146	25930	20764
r147	28632	15691
r148	28650	17596
r149	27081	19133
r150	27541	18805
r151	24590	13695
r152	29409	16462
r153	24460	24144
r154	27285	19907
r155	28143	19893
r156	27059	21435
r157	29147	17415
r158	25265	17512
r159	29273	14655
r160	24666	15712
r161	29687	15438
r162	23383	19525
r163	29415	17136
r164	21691	18911
r165	29359	16931
r166	27562	14611
r167	25771	17343
r168	27447	21390
r169	27806	20659
r170	26562	16519
r171	29441	14963
r172	29428	14959
r173	28666	15227
r174	27321	19973
r175	26649	25784
r176	23126	23128
r177	30178	16042
r178	28738	14774
r179	26551	21390
r180	27240	15523
r181	25144	16688
r182	26885	21395
r183	27619	18325
r184	26768	16262
r185	22163	24564
r186	27206	20270
r187	26658	24704
r188	27628	19798
r189	28997	15878
r190	29401	15601
r191	29016	14222
r192	27404	20007
r193	27178	21954
r194	28304	14862
r195	29107	16260
r196	28942	15737
r197	28580	18080
r198	29530	16174
r199	29624	16224
r200	25887	25902
r201	24638	19027
r202	28668	16161
r203	29559	13421
r204	12620	29362
r205	27786	13064
r206	28762	15349
r207	28678	14465
r208	23031	23095
r209	27598	15491
r210	27133	19371
r211	29474	15280
r212	25746	21844
r213	27138	15400
r214	21059	16499
r215	29409	16698
r216	24204	24192
r217	29164	16277
r218	31343	5836
r219	25294	23809
r220	22534	24250
r221	28135	19988
r222	21619	19855
r223	29460	14723
r224	28743	15682
r225	28428	17144
r226	28619	17463
r227	27109	21962
r228	25062	22770
r229	18770	37098
r230	24364	24351
r231	29478	16930
r232	29258	15362
r233	29393	16656
r234	28767	14791
r235	28373	14833
r236	27492	21491
r237	27551	18165
r238	21914	20919
r239	21105	24554
r240	28600	14552
r241	27632	18281
r242	28615	17940
r243	29320	12760
r244	25855	25831
r245	3486	32014
r246	27475	22131
r247	29254	14326
r248	28074	19856
r249	27420	19449
r250	26219	15310
r251	29247	15057
r252	15668	31077
r253	28687	14371
r254	25721	23855
r255	12698	29484
r256	25661	12412
