courier	x	y	on_time	off_time
c1	11036	8697	0	180
c2	8953	469	0	180
c3	4936	844	0	180
c4	10733	1582	180	300
c5	11965	3042	180	240
c6	10473	11512	210	300
c7	12196	3450	210	300
c8	5895	4069	210	300
c9	3004	981	210	300
c10	5787	10492	210	300
c11	1901	9704	240	420
c12	9495	7362	240	420
c13	1940	2159	240	330
c14	6407	2176	270	450
c15	4394	306	270	360
c16	368	8624	300	480
c17	4698	212	300	480
c18	5000	135	300	480
c19	4808	182	300	480
c20	11108	1940	300	480
c21	8389	362	300	480
c22	4281	6553	300	480
c23	5652	11192	300	480
c24	11008	6915	300	480
c25	12637	7188	300	480
c26	3982	3049	300	480
c27	1609	2154	300	480
c28	7121	11357	300	480
c29	3929	6645	300	480
c30	10916	1750	300	480
c31	12401	3883	300	480
c32	8810	5030	300	480
c33	7986	11380	300	480
c34	4983	3086	300	480
c35	10786	7493	330	390
c36	7793	2138	390	420
c37	9815	8387	420	450
c38	491	3935	480	660
c39	10246	9380	480	660
c40	8017	3634	480	660
c41	6560	247	480	660
c42	2402	6800	480	660
c43	5125	5601	480	660
c44	12373	3817	480	660
c45	12817	5249	480	660
c46	11472	3843	480	660
c47	10282	10784	480	660
c48	10046	1055	480	660
c49	891	3141	480	660
c50	5051	10534	480	660
c51	7997	11717	480	660
c52	1532	7931	480	570
c53	7321	1218	660	900
c54	10741	2651	660	900
c55	1068	4278	660	900
c56	8447	10321	660	900
c57	1357	8850	660	900
c58	841	3226	660	900
c59	10624	2243	660	900
c60	9080	524	660	900
c61	8755	2956	660	840
c62	2977	6768	660	840
c63	5049	4072	660	840
c64	11875	2901	660	840
c65	7609	7837	660	840
c66	2801	6229	660	840
c67	1358	3511	660	840
c68	3262	8669	660	840
c69	11264	2107	660	840
c70	3429	721	660	840
c71	3636	2586	660	840
c72	7215	11811	660	840
c73	4688	5679	660	840
c74	12518	4173	660	840
c75	5013	5129	660	840
c76	9943	1671	660	810
c77	9723	4787	720	900
c78	7932	7512	720	900
c79	6286	8458	720	900
c80	6539	6238	720	900
c81	3085	1844	720	900
c82	4218	3487	720	900
c83	12852	5454	720	900
c84	1382	2425	720	900
c85	0	6547	720	840
c86	3752	8166	720	840
c87	5835	4566	840	960
c88	9665	10255	840	960
c89	10079	1517	840	960
c90	8558	5758	840	960
c91	9348	650	840	960
c92	6781	6778	840	960
c93	11490	6876	840	900
c94	5817	0	840	907
c95	2695	7421	900	1050
c96	8599	2977	900	1050
c97	7452	5677	900	1020
c98	12765	6157	900	1020
c99	4724	1007	900	1020
c100	2529	3731	900	1020
c101	9016	496	900	1020
c102	12724	4827	900	1048
