courier	x	y	on_time	off_time
c1	9245	7536	0	90
c2	7896	7808	75	195
c3	7877	7705	75	165
c4	5636	6130	90	180
c5	5675	5966	90	105
c6	8851	8269	165	210
c7	5713	5996	195	240
c8	7275	8965	210	450
c9	5633	5995	210	450
c10	5698	6051	210	390
c11	8949	8358	210	360
c12	9609	5477	225	345
c13	8123	5687	225	405
c14	9475	5518	240	480
c15	9545	5555	240	480
c16	9648	5524	240	360
c17	3280	5365	255	345
c18	8763	7963	285	375
c19	7824	5262	285	375
c20	6154	9249	300	480
c21	8475	4120	315	495
c22	7640	5512	315	495
c23	1455	6599	315	495
c24	4081	5312	315	405
c25	1369	6664	315	405
c26	9271	7605	315	360
c27	9285	8299	330	450
c28	7898	5380	390	630
c29	5688	6061	390	630
c30	7733	5422	390	630
c31	8819	7619	390	510
c32	8179	6378	405	525
c33	4101	7449	405	525
c34	8969	9208	405	465
c35	6791	3920	420	660
c36	7738	5536	420	660
c37	7953	5567	420	660
c38	3927	7675	420	660
c39	8151	7366	420	540
c40	7839	5534	435	525
c41	7775	5463	495	585
c42	9321	7309	495	540
c43	8510	6770	510	690
c44	7709	5260	510	600
c45	7813	5481	525	615
c46	6757	7451	525	615
c47	7774	5518	555	735
c48	7117	9147	555	645
c49	4159	5459	630	750
c50	7093	9044	630	750
c51	3894	2760	630	750
c52	6850	7500	630	690
c53	8082	2641	645	825
c54	8421	7889	645	825
c55	3947	2681	645	825
c56	6624	3879	645	825
c57	7835	8346	645	825
c58	9349	7345	645	825
c59	8099	7536	645	825
c60	7914	8313	645	825
c61	8092	2551	645	825
c62	8331	6303	660	780
c63	8003	7882	660	780
c64	5623	6123	660	780
c65	9328	7460	660	720
c66	7841	5419	690	810
c67	8141	10192	690	810
c68	1328	6585	690	750
c69	2858	5357	705	945
c70	8884	4314	705	945
c71	9604	7574	705	945
c72	6788	7455	705	945
c73	9091	9230	705	945
c74	9188	8835	705	945
c75	8192	7572	705	945
c76	6049	9340	705	825
c77	4148	7351	720	900
c78	9225	7682	720	900
c79	2084	7309	750	840
c80	8316	6270	750	840
c81	4145	7500	750	840
c82	8257	6223	750	885
c83	6983	9082	765	1005
c84	8731	6147	765	1005
c85	3808	5208	765	1005
c86	9133	9070	765	885
c87	8762	7858	780	960
c88	7027	6245	780	870
c89	8714	6007	795	1035
c90	8215	6249	795	1035
c91	1345	6537	795	915
c92	9174	8732	810	1050
c93	9186	8994	810	1050
c94	8271	6302	810	990
c95	7109	9189	810	930
c96	9369	8988	810	930
c97	7088	9112	810	900
c98	6013	9271	810	900
c99	8218	6354	810	900
c100	7072	9109	810	915
c101	7906	7823	825	915
c102	4122	7431	825	915
c103	5559	5995	825	870
c104	6745	7421	930	1050
c105	9088	9260	930	1020
c106	6900	7452	930	1020
c107	4026	5372	930	990
c108	3984	5345	990	1080
