order	x	y	placement_time	restaurant	ready_time
o1	8762	6355	0	r1	37
o2	9092	7756	41	r1	78
o3	1342	6308	81	r2	112
o4	9519	8109	91	r1	128
o5	10192	4838	119	r1	156
o6	7957	5156	154	r2	174
o7	5859	9114	165	r3	181
o8	8137	8742	174	r4	192
o9	7655	5298	200	r5	206
o10	3090	3713	200	r2	212
o11	5979	3848	205	r2	230
o12	3315	2217	207	r6	225
o13	9453	9101	209	r1	246
o14	5290	5469	225	r1	262
o15	6840	6340	237	r7	274
o16	7959	7615	238	r8	275
o17	7672	7134	243	r9	274
o18	9903	6340	247	r7	259
o19	6794	5039	251	r8	288
o20	897	4708	256	r2	287
o21	5979	3418	260	r6	278
o22	6450	8790	265	r9	285
o23	512	1828	268	r10	321
o24	8131	4883	269	r1	306
o25	8337	3300	272	r11	283
o26	7525	9094	277	r5	287
o27	10560	6480	278	r6	309
o28	8486	7371	291	r12	328
o29	5984	9118	292	r9	308
o30	9508	7885	292	r13	304
o31	8860	7840	292	r13	304
o32	8859	6240	295	r14	332
o33	9685	7359	295	r15	326
o34	6825	789	302	r16	339
o35	8104	7056	302	r5	305
o36	4646	7290	303	r17	309
o37	8181	5810	310	r18	333
o38	8897	6193	311	r9	326
o39	5504	6112	311	r19	348
o40	1587	5994	312	r20	352
o41	4980	5942	313	r21	316
o42	596	3539	313	r22	319
o43	6238	6795	315	r18	346
o44	6453	4501	316	r7	354
o45	10611	5880	318	r23	334
o46	385	4343	319	r20	362
o47	6730	5868	320	r8	357
o48	5725	6955	321	r20	364
o49	6408	6247	322	r1	359
o50	2670	783	322	r10	353
o51	8602	2924	322	r24	328
o52	6255	9161	322	r25	335
o53	10049	7291	322	r26	337
o54	5316	5935	323	r27	360
o55	7689	9162	325	r28	343
o56	7975	7791	326	r1	363
o57	2783	4669	326	r20	369
o58	2314	6406	326	r20	369
o59	5310	3519	327	r29	364
o60	8744	8781	327	r30	352
o61	9153	7468	327	r31	364
o62	5687	5720	327	r11	339
o63	7964	6753	328	r18	353
o64	5831	4197	329	r32	364
o65	3841	3618	329	r29	366
o66	3259	6730	330	r33	346
o67	6868	6499	335	r34	350
o68	4769	6347	335	r35	350
o69	3340	6300	337	r20	397
o70	10536	7461	339	r7	362
o71	5935	5437	340	r35	352
o72	6205	4016	340	r29	363
o73	7365	8324	342	r36	365
o74	7303	4708	343	r8	380
o75	6878	1726	344	r16	361
o76	10618	7713	345	r4	376
o77	9300	9457	345	r19	382
o78	8861	8871	346	r13	364
o79	7932	6988	348	r37	361
o80	6583	8872	348	r13	360
o81	567	3603	354	r22	355
o82	8554	7341	355	r23	372
o83	6446	2037	356	r5	357
o84	4132	6328	359	r35	375
o85	7525	3930	359	r24	364
o86	526	3507	361	r22	392
o87	9851	8453	362	r38	382
o88	7909	8635	363	r16	376
o89	3971	6375	364	r39	379
o90	10572	7522	367	r17	380
o91	9455	6752	368	r31	408
o92	7353	5319	373	r23	391
o93	7169	6102	374	r40	395
o94	10639	7106	376	r13	388
o95	10155	4821	376	r18	408
o96	8601	7850	376	r13	388
o97	9689	3857	377	r5	378
o98	6627	4522	378	r35	396
o99	9019	7884	379	r4	410
o100	3376	2489	379	r41	392
o101	1051	6476	379	r34	389
o102	8214	6269	382	r17	388
o103	7472	4905	382	r35	398
o104	8176	6361	383	r13	395
o105	7652	4706	385	r42	403
o106	5572	7678	389	r43	410
o107	2767	4156	392	r44	398
o108	8325	3078	394	r45	431
o109	9833	6076	394	r1	431
o110	9755	8119	396	r18	421
o111	6001	7355	399	r15	410
o112	3601	7413	399	r32	414
o113	8675	6518	400	r25	418
o114	10666	7532	400	r31	443
o115	8432	8454	402	r13	414
o116	6941	6004	404	r9	425
o117	3990	4677	406	r45	443
o118	7662	1622	410	r46	430
o119	8421	6312	411	r13	436
o120	7290	8885	414	r11	434
o121	8590	8464	414	r7	430
o122	8174	3464	415	r13	427
o123	9718	7438	415	r23	430
o124	6928	4824	416	r8	453
o125	8549	2387	416	r18	449
o126	10490	5881	418	r46	435
o127	7288	1109	418	r6	434
o128	3641	6585	419	r47	426
o129	7888	4026	421	r13	433
o130	6406	6182	422	r7	448
o131	6031	2779	426	r46	451
o132	1499	6175	427	r48	464
o133	6790	6638	428	r13	440
o134	6271	2718	431	r46	457
o135	8416	3389	432	r7	460
o136	8982	8831	433	r16	454
o137	6236	3817	433	r13	445
o138	2924	6117	433	r46	454
o139	9536	7346	434	r18	465
o140	7700	5627	436	r27	461
o141	3281	4357	439	r39	467
o142	7752	4036	441	r32	462
o143	1887	4847	441	r49	457
o144	7607	5136	442	r21	444
o145	8171	4722	443	r5	446
o146	9514	3921	447	r13	459
o147	8217	7253	448	r13	460
o148	7394	7492	450	r19	487
o149	9724	3620	453	r7	470
o150	7635	4185	455	r21	457
o151	2702	6505	455	r16	471
o152	6714	6618	459	r13	471
o153	8586	8115	461	r28	479
