restaurant	x	y
r1	29987	14499
r2	27887	15974
r3	28674	19166
r4	23881	19270
r5	25923	15922
r6	30092	14567
r7	29434	15292
r8	26453	15575
r9	29779	13934
r10	29944	14021
r11	4086	52511
r12	25379	16925
r13	25009	15644
r14	30412	14107
r15	29779	13813
r16	25796	14454
r17	29876	14131
r18	25438	11498
r19	27559	10227
r20	27771	19718
r21	25066	17016
r22	28324	13905
r23	26145	15862
r24	29791	13676
r25	29745	12448
r26	26647	18513
r27	28510	18439
r28	30067	14916
r29	28473	18541
r30	28079	7152
r31	27734	19238
r32	26240	17774
r33	28937	12842
r34	25925	14461
r35	25671	13123
r36	26014	15814
r37	28595	18781
r38	29329	17159
r39	24492	22536
r40	26417	21708
r41	29913	13025
r42	26594	10284
r43	24928	21569
r44	29625	13592
r45	29791	15075
r46	29812	13744
r47	28663	18456
r48	27338	16909
r49	27111	14014
r50	26103	16142
r51	28828	17637
r52	28302	16398
r53	28681	18520
r54	30026	11017
r55	27032	14431
r56	29822	15351
r57	27429	10197
r58	26096	16067
r59	26490	21820
r60	22328	17669
r61	25366	11507
r62	25571	20983
r63	25944	16076
r64	28655	18928
r65	28904	11564
r66	30141	12789
r67	26499	15363
r68	29455	14121
r69	25937	15937
r70	27117	18884
r71	27635	12716
r72	25357	9211
r73	25202	22083
r74	28803	18047
r75	28629	18550
r76	32449	3678
r77	21893	14486
r78	25751	17986
r79	28049	12752
r80	28974	17764
r81	28218	16894
r82	28239	13326
r83	29098	14997
r84	28366	12402
r85	26577	17909
r86	28933	11954
r87	29419	12373
r88	25186	9196
r89	27434	19279
r90	24152	22518
r91	29025	17636
r92	28140	19443
r93	28189	19304
r94	25806	20652
r95	23357	16909
r96	23924	20074
r97	28002	8032
r98	28348	17587
r99	28524	17300
r100	24094	16794
r101	27174	11382
r102	24702	15260
r103	29415	12318
r104	30192	14258
r105	28748	18281
r106	25056	17328
r107	25223	22096
r108	27120	10021
r109	30018	10555
r110	28638	18807
r111	27901	16466
r112	22405	15230
r113	30177	13885
r114	30050	14159
r115	28263	15377
r116	29397	12353
r117	30133	11227
r118	25821	7129
r119	30055	14097
r120	23126	16729
r121	26527	22530
r122	29035	12695
r123	23825	21023
r124	12401	32219
r125	28258	17711
r126	23892	16783
r127	29413	14176
r128	27283	22575
r129	26584	20319
r130	28338	13479
r131	26167	17689
r132	23315	18193
r133	30018	12742
r134	32922	3634
r135	27842	13226
r136	25325	9201
r137	33145	3849
r138	26947	20531
r139	27673	19965
r140	28827	12751
r141	29671	13687
r142	30159	11105
r143	27908	18080
r144	25929	20705
r145	25295	21881
r146	22684	17530
r147	28418	17541
r148	26970	19278
r149	13473	27378
r150	13348	27371
r151	4590	33372
r152	26471	19637
r153	27163	8163
r154	25213	9095
r155	27824	16276
r156	28591	13671
r157	22955	22382
r158	16394	28960
r159	30394	13098
r160	30066	12414
r161	26599	19255
r162	29034	12881
r163	24052	17599
r164	26752	21779
r165	26880	17724
r166	22549	21744
r167	24619	22187
r168	28766	17744
r169	28339	16270
r170	21687	19394
r171	29821	15187
r172	26978	19769
r173	27086	20008
r174	30049	11626
r175	14431	42990
r176	28898	13643
r177	29379	13215
r178	28316	13427
r179	30882	13196
r180	29441	9750
r181	28090	16879
r182	26299	10147
r183	29960	14399
r184	26554	12668
r185	25415	18388
r186	29367	15723
r187	26966	10307
r188	29949	13334
r189	29052	16915
r190	27643	19948
r191	33538	3624
r192	27882	16836
r193	25922	15229
r194	28431	10928
r195	29782	12524
r196	27108	13821
r197	24179	17598
r198	26439	10284
r199	29385	16219
r200	21748	22579
r201	28267	13333
r202	28308	16846
r203	28085	17878
r204	29012	12729
r205	24262	17317
r206	28172	17347
r207	28562	19018
r208	28153	17890
r209	25847	15920
r210	4250	29845
r211	27562	18342
r212	25309	21618
r213	25796	16893
r214	27695	19356
r215	17079	27438
r216	29487	13302
r217	27915	19691
r218	30094	14556
r219	29480	13623
r220	29226	13230
r221	30137	13329
r222	29337	12324
r223	26005	14379
r224	25028	14449
r225	22377	16806
r226	27777	12751
r227	4000	52653
r228	28241	13089
r229	29486	13034
r230	29880	12031
r231	30102	12697
r232	18838	25746
r233	28322	15980
r234	26149	16061
r235	28327	11069
r236	25823	23354
r237	30359	13314
r238	28692	19523
r239	23327	21652
r240	28297	12545
r241	28251	16045
r242	28379	16716
r243	20077	32634
r244	32632	2805
r245	26796	12711
r246	25875	15914
r247	22007	18490
r248	25647	15359
r249	30072	12860
r250	26027	20912
r251	27758	19894
r252	29883	12020
r253	26683	18663
r254	27478	20443
r255	27957	17381
r256	30042	12631
r257	22825	35382
r258	27562	20358
r259	27469	10180
r260	33194	3626
r261	28953	17899
r262	25247	22187
r263	27477	13947
r264	19536	34878
r265	30329	14576
r266	16754	24502
r267	26444	16583
r268	23269	22167
r269	30166	12689
r270	32156	3692
r271	30347	14772
r272	28185	16245
r273	27987	18457
r274	26737	15183
r275	28324	19932
r276	29602	12075
r277	30319	11280
r278	28871	18438
r279	25555	15187
