courier	x	y	on_time	off_time
c1	27760	21038	0	240
c2	24996	17992	0	240
c3	28811	15891	0	240
c4	26200	15865	30	210
c5	28354	15705	30	150
c6	24980	16546	30	150
c7	27085	14743	45	165
c8	24579	18989	45	165
c9	28970	15015	45	165
c10	24994	16502	45	165
c11	27452	17426	60	300
c12	28407	14432	60	300
c13	24167	19088	60	300
c14	24862	18021	60	300
c15	29421	15343	60	300
c16	24392	13533	60	300
c17	24220	19022	60	300
c18	24925	16585	90	270
c19	27897	14819	90	270
c20	28832	15141	90	270
c21	28580	17763	90	270
c22	32632	5810	90	270
c23	28474	15250	90	270
c24	27799	21008	90	180
c25	24893	16463	90	180
c26	27308	19884	90	210
c27	27314	19839	90	270
c28	27966	19870	90	270
c29	28507	15297	90	210
c30	28538	17788	90	210
c31	27329	18119	105	345
c32	29267	15427	105	345
c33	26385	18921	105	345
c34	28873	15915	105	345
c35	25276	18108	105	345
c36	29068	16090	105	345
c37	25031	17977	105	345
c38	26788	21317	105	345
c39	28540	14279	105	345
c40	25002	18087	120	210
c41	27715	20547	120	360
c42	28860	15079	120	360
c43	29338	16975	120	360
c44	23285	24556	120	360
c45	25220	17996	120	360
c46	25114	18106	135	225
c47	28537	14707	135	225
c48	31963	5765	135	225
c49	26184	22184	135	225
c50	28741	14603	135	225
c51	29199	16443	135	225
c52	24914	18096	135	225
c53	27592	20545	135	225
c54	31850	5834	150	270
c55	27666	20931	150	390
c56	26483	18905	150	270
c57	25246	18173	150	270
c58	27343	15477	150	270
c59	28984	15129	150	270
c60	28446	16231	150	270
c61	27337	18080	195	375
c62	27438	18089	195	315
c63	28032	20047	195	315
c64	27896	20151	195	375
c65	25275	18246	210	300
c66	27210	19846	210	300
c67	24293	24128	210	300
c68	24417	13592	210	300
c69	29334	15554	225	405
c70	27667	20654	225	405
c71	27318	19894	225	405
c72	27804	20942	240	420
c73	23352	24558	240	420
c74	28919	14598	240	420
c75	28452	14593	240	420
c76	25187	17934	240	420
c77	22581	18937	270	360
c78	26438	18987	270	360
c79	28939	15765	270	510
c80	24554	20556	300	480
c81	27714	20564	300	480
c82	27707	20555	315	555
c83	30887	416	315	555
c84	28606	14591	315	555
c85	29198	16208	315	405
c86	29015	17341	315	405
c87	29077	16106	315	555
c88	28506	15255	315	555
c89	30900	425	315	405
c90	28012	14702	315	555
c91	28994	17334	315	555
c92	28423	16348	330	510
c93	27483	18724	330	510
c94	28762	17426	330	510
c95	25343	12310	330	510
c96	23035	18904	345	585
c97	26064	21334	345	585
c98	27777	20581	345	585
c99	28510	16333	345	585
c100	27718	20641	345	585
c101	27043	20119	345	585
c102	28014	20580	345	585
c103	28492	16367	360	480
c104	25372	18056	360	480
c105	26798	21481	360	480
c106	28134	15056	375	465
c107	28434	16325	375	465
c108	24470	13633	375	465
c109	23104	21350	375	465
c110	28484	16239	405	585
c111	29270	14909	405	585
c112	28055	19777	420	540
c113	12405	29521	420	540
c114	24374	11273	420	540
c115	24524	11310	420	600
c116	27645	20749	420	540
c117	27631	20708	420	600
c118	27288	15472	420	540
c119	32008	5806	420	540
c120	23164	21304	435	525
c121	24246	19128	435	615
c122	29144	15366	435	675
c123	29230	15284	435	615
c124	28507	16269	435	615
c125	25642	24695	435	675
c126	28481	16268	435	675
c127	24163	19053	435	675
c128	27290	20016	435	675
c129	27336	18994	435	675
c130	25229	18107	450	690
c131	26645	21366	450	690
c132	32028	5759	465	645
c133	26851	21339	465	645
c134	25324	18081	465	645
c135	27281	15547	465	645
c136	29391	16375	465	645
c137	27087	18971	465	645
c138	27716	20608	465	645
c139	25845	25816	465	645
c140	28582	14317	465	645
c141	28852	14565	465	645
c142	28449	16395	480	660
c143	25862	25823	480	600
c144	27683	20619	480	660
c145	28891	14696	480	720
c146	27671	20731	480	720
c147	27419	18110	480	600
c148	27427	18038	480	720
c149	27320	18338	480	720
c150	27116	17966	480	720
c151	28502	16313	480	720
c152	28586	16344	480	600
c153	27648	20754	480	600
c154	27121	18124	480	600
c155	27323	18369	480	600
c156	25683	25864	480	720
c157	25173	17918	480	720
c158	26984	17951	480	660
c159	22029	24612	480	570
c160	24198	24278	495	735
c161	25396	12397	495	735
c162	32035	5691	495	735
c163	27946	19780	495	735
c164	29336	16513	495	735
c165	26012	19870	495	735
c166	28012	19814	495	735
c167	24686	23103	495	735
c168	26725	21448	495	735
c169	26796	21366	495	735
c170	28631	16169	495	735
c171	23075	21400	510	690
c172	27267	19045	510	750
c173	28756	14586	510	690
c174	25619	24627	510	750
c175	29327	16399	510	690
c176	23029	19035	510	690
c177	26698	21342	510	690
c178	27684	21044	510	750
c179	27337	18246	510	690
c180	27949	19849	525	705
c181	29131	14227	525	705
c182	26906	20915	525	705
c183	22469	20326	525	705
c184	28440	16355	525	705
c185	25116	17980	525	705
c186	26712	21493	525	705
c187	25145	18241	525	705
c188	28740	14687	525	705
c189	25163	18240	525	705
c190	29248	16373	525	705
c191	27747	20662	525	705
c192	24498	11184	525	705
c193	27635	20602	525	705
c194	28744	15902	525	705
c195	27662	20729	525	705
c196	28140	13624	525	705
c197	26908	21350	525	705
c198	29246	16545	540	780
c199	29038	16294	540	720
c200	29296	16471	540	720
c201	24539	20651	540	720
c202	28848	15926	540	780
c203	27351	18247	540	720
c204	22381	20185	540	780
c205	28606	16265	540	720
c206	28082	19758	540	720
c207	25104	18236	540	720
c208	26170	21779	540	780
c209	27771	20658	540	720
c210	29281	14669	540	720
c211	27413	14469	540	720
c212	27448	18332	555	795
c213	28497	16215	555	735
c214	28814	15822	555	735
c215	26910	15016	555	735
c216	25241	18165	555	735
c217	28856	15937	555	795
c218	29227	16420	555	735
c219	28075	19762	570	810
c220	27757	20652	570	810
c221	28747	14695	570	810
c222	24892	22781	570	810
c223	24417	11146	570	810
c224	22962	18876	570	810
c225	28523	16133	570	810
c226	25145	18206	570	810
c227	26849	21425	570	810
c228	25087	17994	570	810
c229	28461	16255	570	810
c230	27899	14795	585	765
c231	27722	20658	585	765
c232	26937	20788	585	765
c233	25268	18154	585	765
c234	28875	15787	585	765
c235	25055	22733	585	765
c236	29220	16569	585	765
c237	27661	20729	585	765
c238	28774	14567	585	765
c239	25241	17899	585	765
c240	25164	17929	600	690
c241	28801	16017	600	780
c242	22991	18901	600	690
c243	29142	13162	600	690
c244	28760	14517	600	780
c245	28750	15755	615	855
c246	22998	21470	615	855
c247	28486	16409	630	810
c248	27281	18994	630	810
c249	28547	16291	705	825
c250	27496	13082	705	825
c251	26401	18939	705	825
c252	27419	14534	705	825
c253	26411	16622	705	825
c254	24699	23026	705	825
