order	x	y	placement_time	restaurant	ready_time
o1	7821	7980	492	r1	517
o2	8856	10849	536	r2	546
o3	8888	11553	607	r3	644
o4	7631	11314	260	r4	287
o5	10456	9483	625	r5	650
o6	8520	9565	846	r6	884
o7	2823	8127	620	r7	642
o8	7009	3826	230	r8	247
o9	7924	9072	624	r9	644
o10	4463	8062	347	r10	360
o11	7166	9639	623	r11	623
o12	6540	7056	503	r12	529
o13	8459	10515	672	r13	685
o14	5837	6568	640	r14	653
o15	9736	9380	465	r15	502
o16	6424	6308	649	r16	655
o17	7974	5207	649	r16	655
o18	9051	9521	673	r17	698
o19	8191	8220	191	r18	247
o20	4995	8498	628	r19	635
o21	4095	5665	684	r20	699
o22	1233	5762	389	r20	399
o23	1163	6463	204	r20	212
o24	8489	11168	600	r21	615
o25	6939	7948	587	r22	600
o26	7162	8051	224	r23	239
o27	10733	9220	206	r9	216
o28	557	8704	547	r24	572
o29	9933	5540	544	r25	550
o30	10180	6951	824	r26	849
o31	7633	6636	688	r27	713
o32	9120	5762	280	r28	317
o33	8899	8622	647	r5	658
o34	9614	9414	625	r29	638
o35	392	8717	542	r30	573
o36	6188	7290	598	r31	616
o37	3098	8793	109	r32	152
o38	1520	6858	657	r20	678
o39	8443	10060	221	r33	234
o40	7521	10976	601	r34	629
o41	10554	9453	769	r35	782
o42	6762	9652	703	r36	716
o43	7831	8928	693	r17	711
o44	8592	10758	664	r26	695
o45	8316	10571	670	r37	672
o46	5305	7872	538	r31	550
o47	9819	9880	475	r16	492
o48	7312	5270	290	r38	315
o49	7521	10291	523	r39	529
o50	6835	4935	145	r40	157
o51	5052	6942	377	r24	400
o52	6768	7668	631	r41	649
o53	5765	9134	289	r10	311
o54	5961	4936	588	r27	625
o55	6984	10545	765	r42	790
o56	8314	9695	350	r29	362
o57	4539	8588	257	r43	292
o58	2318	8878	371	r16	389
o59	9732	8053	614	r44	639
o60	8453	10462	697	r44	708
o61	8283	9111	862	r16	880
o62	10520	9131	690	r45	715
o63	1479	7997	210	r46	237
o64	10487	9959	554	r3	591
o65	5523	8278	795	r47	807
o66	6302	7061	698	r43	723
o67	6676	9268	658	r36	684
o68	8442	8388	479	r48	499
o69	7691	8023	708	r31	720
o70	5363	7637	560	r49	576
o71	10516	9757	697	r45	722
o72	5940	11357	790	r4	798
o73	8897	9870	139	r50	166
o74	6075	10949	820	r47	823
o75	7828	9001	279	r51	304
o76	10278	8278	461	r28	479
o77	9883	8096	499	r31	511
o78	3074	9952	234	r24	260
o79	9825	9982	565	r16	590
o80	10224	6924	652	r52	693
o81	4661	8288	126	r53	138
o82	6811	7457	597	r16	600
o83	5629	8046	698	r31	710
o84	7040	8277	329	r31	341
o85	7460	9539	570	r42	580
o86	4677	8626	277	r16	303
o87	9341	8684	388	r42	404
o88	8124	8947	188	r50	206
o89	7719	7410	660	r54	690
o90	8492	8760	850	r31	856
o91	10319	9561	272	r50	297
o92	8149	11485	545	r38	582
o93	9774	7251	261	r54	281
o94	6894	8363	677	r55	687
o95	5784	10499	699	r56	754
o96	5408	8182	850	r47	856
o97	3364	8014	597	r57	615
o98	6121	7863	636	r9	684
o99	2056	9667	571	r58	579
o100	7359	10492	582	r59	597
o101	9349	8687	277	r60	283
o102	9096	9804	665	r34	686
o103	3212	6914	182	r61	208
o104	8254	11616	170	r62	195
o105	8422	9074	532	r63	569
o106	10171	5501	413	r14	429
o107	9218	10958	460	r36	476
o108	7669	9085	196	r23	218
o109	5510	6501	765	r43	793
o110	10174	7887	223	r64	245
o111	2863	10002	292	r65	304
o112	8935	10439	824	r16	830
o113	7994	5175	223	r66	235
o114	3279	0	498	r67	633
o115	8824	11712	424	r38	435
o116	8297	7486	163	r18	214
o117	7655	8562	576	r52	586
o118	8734	3206	532	r68	557
o119	7349	9456	359	r14	376
o120	6798	2943	432	r27	452
o121	7075	7229	464	r69	489
o122	8162	8950	781	r31	793
o123	6408	11078	231	r16	243
o124	8607	6156	490	r29	515
o125	8416	9958	288	r9	306
o126	10521	7967	397	r12	410
o127	2988	6108	851	r16	859
o128	236	7883	599	r24	636
o129	4394	6336	522	r29	535
o130	8504	9434	555	r70	571
o131	1527	8542	517	r30	548
o132	2368	7837	841	r71	862
o133	6395	6548	125	r50	170
o134	7930	7384	585	r4	603
o135	4143	4136	433	r72	441
o136	9882	9456	824	r27	845
o137	9671	9449	223	r55	249
o138	8234	8351	702	r1	725
o139	5653	9107	226	r16	238
o140	9361	5086	756	r52	774
o141	8995	9783	234	r26	247
o142	8498	5041	196	r73	221
o143	9070	7494	573	r44	588
o144	502	8714	666	r24	691
o145	8186	8326	822	r57	844
o146	8138	8292	450	r1	475
o147	5979	6774	399	r74	415
o148	6288	9348	839	r75	876
o149	9250	8720	664	r76	695
o150	9701	3222	224	r16	236
o151	7824	11183	672	r54	702
o152	5566	8224	385	r47	411
o153	7513	11252	612	r77	643
o154	2590	9022	411	r78	429
o155	7447	5221	442	r16	450
o156	2204	8305	617	r30	654
o157	9769	6524	355	r58	360
o158	5702	7171	814	r75	851
o159	9900	8045	798	r79	813
o160	3027	8912	344	r80	362
o161	5948	6059	458	r31	470
o162	8113	8295	569	r81	591
o163	8443	9650	572	r59	593
o164	8035	7115	627	r58	628
o165	2057	5811	625	r30	656
o166	9508	10520	816	r2	834
o167	5643	7564	921	r82	958
o168	8357	10036	552	r16	563
o169	10448	9490	676	r41	712
o170	8739	9882	246	r58	258
o171	2200	8333	194	r30	226
o172	9169	9213	632	r31	644
o173	9118	9844	119	r83	175
o174	7062	4464	706	r20	716
o175	5803	5632	681	r12	706
o176	8519	9495	353	r68	378
o177	8519	11006	697	r70	702
o178	8501	10616	531	r42	544
o179	9250	9446	166	r36	182
o180	1400	8665	755	r56	805
o181	2906	6161	626	r84	639
o182	10324	8197	793	r31	805
o183	8547	8440	764	r78	776
o184	8074	6633	249	r85	286
o185	10431	9579	599	r16	604
o186	9962	5890	395	r5	406
o187	8391	9621	685	r1	710
o188	6919	8979	673	r4	683
o189	8115	9660	835	r5	860
o190	7268	7468	585	r11	590
o191	851	8600	751	r80	769
o192	7592	9252	415	r74	433
o193	2993	9115	559	r30	590
o194	3146	9623	616	r4	629
o195	4278	9146	500	r16	521
o196	10652	9271	202	r9	208
o197	8835	11558	852	r55	860
o198	10035	7940	208	r68	233
o199	1302	7966	837	r47	852
o200	6551	4056	622	r72	642
o201	9803	9713	235	r23	241
o202	8499	9046	442	r26	473
o203	7196	7624	682	r4	685
o204	8280	9932	144	r86	165
o205	9364	10887	684	r16	701
o206	2249	9644	284	r24	305
o207	9085	6542	595	r74	613
o208	2847	10788	682	r13	703
o209	8781	9686	355	r1	370
o210	8984	9902	158	r87	234
o211	10463	9414	555	r58	570
o212	7485	9870	705	r9	735
o213	4813	8077	418	r31	430
o214	6985	7353	711	r4	722
o215	2715	8011	288	r16	300
o216	7232	7806	756	r19	763
o217	7432	10786	187	r32	219
o218	7178	9229	653	r66	669
o219	4632	8686	95	r50	120
o220	9613	9396	232	r19	243
o221	6673	11038	560	r88	591
o222	8637	8177	386	r4	399
o223	8332	9425	450	r89	480
o224	790	7971	649	r90	669
o225	3267	6704	752	r30	783
o226	7429	9545	643	r1	660
o227	7042	5613	656	r69	692
o228	2738	9989	782	r68	819
o229	6731	9839	562	r4	574
o230	6442	7918	770	r35	782
o231	3797	9444	674	r16	686
o232	8379	8335	551	r51	569
o233	8145	6340	286	r69	323
o234	10010	6281	581	r1	597
o235	9328	11449	184	r91	221
o236	8718	10224	627	r9	657
o237	7102	9618	560	r19	570
o238	8571	9962	796	r62	811
o239	6165	11345	711	r66	718
o240	4151	8009	583	r56	620
o241	1704	7922	287	r33	300
o242	2379	8769	294	r7	320
o243	10356	8192	355	r92	386
o244	1720	6450	353	r30	378
o245	5943	11397	93	r43	118
o246	8193	7614	574	r16	601
o247	8074	2991	626	r59	647
o248	8538	10825	513	r58	520
o249	5526	7409	132	r50	168
o250	10286	6459	677	r26	702
o251	8790	10232	204	r43	224
o252	6510	6218	483	r64	495
o253	8809	10530	659	r2	677
o254	10830	7673	644	r12	674
o255	4383	6424	599	r93	620
o256	927	6160	821	r62	833
o257	1307	7741	376	r59	399
o258	7155	7044	683	r94	706
o259	8030	9468	333	r18	380
o260	10576	9068	762	r52	773
o261	1960	8661	335	r39	341
o262	9098	11036	707	r66	722
o263	6196	4926	626	r29	638
o264	4029	8773	394	r95	434
o265	2880	6335	378	r24	399
o266	4802	10329	408	r16	419
o267	3045	8217	667	r30	710
o268	4479	8717	489	r2	501
o269	7449	2396	398	r67	425
o270	7865	5963	667	r96	702
o271	7613	10863	588	r97	614
o272	8972	9405	142	r9	167
o273	6504	8525	839	r77	856
o274	9158	5865	206	r98	212
o275	5846	6515	398	r80	416
o276	9064	9860	783	r99	826
o277	9400	9824	836	r1	862
o278	10389	6542	557	r85	594
o279	6281	9047	925	r100	991
o280	10582	9664	605	r36	623
o281	7361	10905	793	r94	820
o282	8649	7747	281	r95	318
