courier	x	y	on_time	off_time
c1	27719	21152	0	240
c2	28926	16065	0	120
c3	28398	15706	30	150
c4	26266	16098	30	120
c5	24637	19262	45	165
c6	27015	14889	45	165
c7	24157	19219	60	300
c8	28415	14620	60	300
c9	24100	19294	60	300
c10	27458	17637	60	180
c11	28505	15404	90	270
c12	24955	16638	90	270
c13	27925	14898	90	270
c14	28056	20030	90	270
c15	28502	15408	90	210
c16	28430	18088	90	210
c17	28478	17966	90	120
c18	29110	16437	105	345
c19	26816	21628	105	345
c20	28666	14504	105	345
c21	26472	19183	105	345
c22	29213	15685	105	225
c23	28908	15331	120	360
c24	27642	20769	120	360
c25	23456	24687	120	285
c26	29261	16707	135	225
c27	28793	14681	135	225
c28	27773	20897	135	225
c29	26068	22343	135	225
c30	28444	16440	150	270
c31	28853	15190	150	270
c32	31978	6032	150	270
c33	27657	21109	150	270
c34	27453	18126	195	375
c35	27907	20255	195	315
c36	24386	13709	210	300
c37	24247	24376	210	300
c38	27627	20703	225	405
c39	29344	15591	225	315
c40	23379	24828	240	420
c41	28491	14729	240	420
c42	28941	14943	240	330
c43	22507	19112	270	480
c44	27670	20733	300	480
c45	28594	14708	315	555
c46	28450	15474	315	555
c47	30828	705	315	405
c48	28998	17552	315	405
c49	29211	16416	315	405
c50	27905	14822	315	540
c51	25373	12451	330	510
c52	27397	19012	330	510
c53	27879	20753	345	585
c54	26899	20282	345	585
c55	26193	21458	345	585
c56	27934	20850	345	465
c57	28546	16431	360	480
c58	26760	21522	360	420
c59	28468	16441	375	465
c60	28071	15064	375	465
c61	28587	16425	405	585
c62	27780	20801	420	600
c63	31991	5982	420	540
c64	24398	11433	420	540
c65	24566	11434	420	540
c66	29194	15456	435	675
c67	27281	20172	435	675
c68	24108	19327	435	615
c69	28590	16393	435	615
c70	27417	19190	435	630
c71	25365	18275	450	690
c72	28879	14748	465	645
c73	27395	15662	465	645
c74	26789	21561	465	645
c75	28509	14442	465	645
c76	26962	19146	465	645
c77	25215	18183	480	720
c78	28823	14709	480	720
c79	26986	18268	480	660
c80	28585	16415	480	660
c81	27807	20916	480	660
c82	27624	20749	480	600
c83	25744	25924	480	600
c84	27045	18114	480	600
c85	28430	16380	480	600
c86	21962	24637	480	570
c87	27729	20771	480	525
c88	28633	16467	495	735
c89	28050	20075	495	735
c90	29319	16617	495	735
c91	26743	21599	495	735
c92	24642	23215	495	735
c93	26837	21584	495	615
c94	27685	21227	510	750
c95	27436	18492	510	690
c96	22999	19077	510	690
c97	29220	16540	510	690
c98	27275	19219	510	630
c99	27060	20929	525	705
c100	24372	11406	525	705
c101	22490	20434	525	705
c102	28785	14864	525	705
c103	28820	16072	525	705
c104	25204	18052	525	705
c105	29413	16665	525	705
c106	27953	19937	525	705
c107	25104	18303	525	705
c108	22505	20461	540	780
c109	28964	16092	540	780
c110	25173	18303	540	720
c111	27682	20904	540	720
c112	28543	16413	540	720
c113	29413	16713	540	720
c114	29291	16774	540	720
c115	26828	15157	555	735
c116	28805	15920	555	735
c117	25211	18320	555	735
c118	28990	16188	555	705
c119	28135	20053	570	810
c120	25150	18262	570	810
c121	23051	19052	570	810
c122	25168	18063	570	810
c123	28794	14682	570	810
c124	27662	20885	570	690
c125	26941	20975	585	765
c126	24956	22902	585	765
c127	25232	18074	585	765
c128	29255	16827	585	765
c129	28777	14781	585	765
c130	29151	13223	600	690
c131	23084	19103	600	690
c132	28908	16100	600	735
c133	23039	21570	615	855
c134	27454	19224	630	810
c135	28523	16404	705	825
c136	26401	19061	705	825
c137	26269	16647	705	825
