order	x	y	placement_time	restaurant	ready_time
o1	27971	14062	411	r1	426
o2	30760	12573	504	r2	524
o3	23697	16779	583	r3	600
o4	31239	9398	238	r4	240
o5	30295	13286	749	r5	767
o6	31356	10568	218	r6	257
o7	24237	17255	442	r7	448
o8	28911	21107	615	r8	637
o9	30832	10711	127	r9	129
o10	30474	11231	721	r10	741
o11	26386	11983	586	r11	596
o12	27187	21265	16	r12	23
o13	27973	14635	662	r13	687
o14	31633	13231	546	r14	571
o15	23220	16934	110	r15	121
o16	29367	19690	612	r16	614
o17	24048	16324	113	r17	115
o18	29941	17503	651	r18	666
o19	30903	9235	202	r19	217
o20	25442	15086	106	r20	136
o21	25537	24146	73	r21	87
o22	29881	13335	668	r22	677
o23	27173	9146	156	r23	161
o24	27004	23077	660	r24	720
o25	12116	32885	401	r25	403
o26	26184	10766	432	r2	463
o27	31295	12584	370	r19	380
o28	28696	21506	235	r26	251
o29	25955	22713	448	r6	453
o30	27144	16203	568	r27	585
o31	31700	12628	598	r28	628
o32	24588	15969	722	r17	737
o33	31049	14575	205	r29	207
o34	16598	29682	179	r30	199
o35	29772	15273	551	r31	566
o36	27462	14764	31	r32	45
o37	29082	18033	651	r26	676
o38	29361	12883	217	r29	227
o39	22464	15194	200	r33	215
o40	24176	17123	533	r34	535
o41	26766	19136	546	r35	572
o42	31125	9665	475	r36	487
o43	31258	4829	201	r37	209
o44	29559	17815	361	r38	372
o45	31039	13829	130	r22	133
o46	29529	19280	668	r39	682
o47	29385	12347	92	r40	94
o48	24457	16726	708	r41	718
o49	16400	22842	518	r42	546
o50	24646	15847	568	r43	580
o51	28242	19565	596	r44	606
o52	24461	17163	683	r32	700
o53	27173	20050	486	r45	521
o54	26089	19866	268	r46	271
o55	30359	15588	604	r47	615
o56	26421	19101	604	r48	619
o57	29414	15830	488	r14	505
o58	29508	9637	357	r27	372
o59	20800	30132	601	r49	617
o60	29658	11080	541	r29	546
o61	26684	22696	140	r21	153
o62	30835	9682	596	r50	617
o63	27409	11403	110	r11	125
o64	27425	6130	239	r51	251
o65	26949	13780	405	r52	414
o66	25863	20145	98	r53	103
o67	33784	3185	501	r37	515
o68	24443	16022	446	r54	472
o69	26977	14941	527	r55	542
o70	29718	6594	475	r9	478
o71	30174	14704	618	r56	624
o72	28061	14169	420	r57	440
o73	30900	15475	444	r58	456
o74	29396	17201	427	r59	450
o75	31777	12478	660	r22	663
o76	25542	4756	37	r60	55
o77	24913	16689	764	r26	787
o78	26348	19171	499	r61	511
o79	32974	5314	109	r9	118
o80	31705	13372	567	r62	591
o81	30383	15397	534	r28	559
o82	27675	20683	706	r63	735
o83	29467	12485	713	r63	735
o84	28526	16755	108	r16	132
o85	29422	4965	693	r9	708
