restaurant	x	y
r1	26855	15183
r2	26679	15419
r3	24009	16052
r4	31025	13780
r5	30568	13026
r6	29223	17098
r7	24953	16965
r8	28323	21876
r9	34047	3041
r10	28931	15221
r11	29116	11862
r12	27439	16888
r13	26332	17775
r14	30312	13647
r15	23014	17746
r16	28078	18135
r17	24355	16217
r18	29444	17942
r19	29874	10924
r20	27974	19491
r21	27273	21120
r22	30613	14667
r23	28827	12052
r24	24721	20240
r25	7843	32799
r26	27369	18603
r27	29144	12793
r28	30286	14648
r29	30911	10590
r30	20935	31945
r31	30765	13039
r32	27385	14536
r33	22736	13691
r34	25851	13838
r35	25099	21880
r36	30973	12711
r37	33334	3069
r38	29479	18438
r39	28873	17875
r40	31002	13761
r41	26678	15416
r42	17246	28331
r43	24962	17023
r44	29453	18417
r45	24796	18718
r46	29579	17763
r47	26663	14546
r48	29184	15315
r49	18014	26768
r50	31177	10475
r51	28101	7509
r52	29750	12936
r53	26754	16146
r54	24233	17427
r55	23224	16159
r56	25892	16336
r57	31062	14279
r58	30665	13172
r59	29461	18195
r60	26720	6535
r61	28179	18563
r62	30600	11865
r63	30711	13049
r64	29377	16643
r65	26854	15316
r66	28388	19708
r67	28755	17366
r68	29077	12016
r69	24219	21571
r70	27381	20979
r71	19862	26830
r72	25654	14596
r73	28719	15757
r74	26887	15360
r75	26725	13731
r76	25713	21138
r77	29649	17334
r78	25915	16492
r79	27436	19565
r80	28605	12198
r81	14294	26714
r82	28477	9481
r83	29204	14749
r84	29324	19219
r85	30810	13455
r86	29783	16999
r87	29082	16173
r88	26737	15408
r89	29277	17903
r90	27297	19017
r91	26737	14843
r92	28690	19167
r93	27646	21085
r94	26764	20062
r95	29333	16901
r96	28571	18753
r97	28012	17374
r98	28687	18661
r99	24640	19387
r100	31063	12026
r101	23554	16689
r102	13305	31499
r103	28180	21311
r104	26280	10817
r105	29451	18282
r106	26518	12285
r107	30918	10384
r108	29185	19607
r109	28954	17168
r110	27482	17804
r111	31522	13452
r112	5174	29190
r113	25099	16726
r114	30758	14388
r115	27147	16986
r116	32256	4116
r117	27502	11851
r118	30887	13517
r119	25983	20887
r120	31298	13431
r121	26482	20322
r122	29161	12652
r123	31234	13259
r124	30989	12480
r125	30859	11816
r126	34445	2891
r127	18593	29979
r128	29197	12342
r129	29134	16254
r130	23082	16938
r131	26727	20111
r132	30147	16464
r133	28892	7378
r134	27921	17108
r135	29285	13368
r136	28205	16269
r137	26042	21506
r138	27147	15429
r139	30996	13929
r140	29310	7020
r141	30495	13092
r142	26605	17268
r143	5439	32635
r144	30556	13157
r145	28676	12457
r146	29117	16406
r147	26906	21113
r148	31050	13843
r149	30992	12035
r150	20461	34127
r151	23799	21795
r152	27073	16972
r153	15284	42362
r154	30928	13490
r155	29706	17878
r156	26253	10749
r157	29662	17188
r158	28816	16595
r159	31222	13276
r160	30077	14300
r161	29868	17772
r162	28725	18991
r163	27955	12460
r164	19729	25053
r165	27924	19096
r166	29199	16985
r167	30971	12109
r168	28147	13287
r169	29849	12147
r170	30240	14695
r171	26167	20995
r172	26964	21140
r173	30873	11864
r174	27907	9414
r175	14253	26581
r176	30429	13520
r177	26982	15231
r178	17596	23784
r179	30921	14013
r180	28400	17792
r181	28963	18671
r182	29771	12447
r183	26694	13732
r184	26869	14678
r185	22574	21833
r186	31137	14172
r187	31092	13683
r188	30892	11364
r189	28790	18168
r190	30972	11362
r191	27751	12147
r192	29260	15637
r193	30400	15540
r194	25987	15883
r195	30249	14687
r196	33066	3021
r197	29624	17438
r198	28718	16579
r199	29543	18001
r200	28567	9573
r201	27480	21936
r202	28386	19804
r203	30923	13566
r204	26194	8382
r205	30741	11285
r206	16000	26686
r207	28925	17098
r208	28917	6475
r209	28170	10773
r210	29219	16007
r211	30835	13432
r212	30210	15327
r213	33808	3113
r214	23415	14460
r215	28493	16068
r216	30374	14734
r217	25974	8508
r218	29137	18709
r219	30343	11749
r220	26197	8388
r221	28993	17104
r222	25874	14131
r223	25776	14697
r224	27270	14913
r225	27122	9583
r226	23513	20988
r227	27009	15355
r228	31867	13239
r229	28356	12144
r230	28321	13316
r231	30973	12012
r232	29760	17141
r233	29101	15194
r234	26323	16195
r235	25473	21674
r236	29866	11472
r237	31006	12171
r238	28575	19360
r239	28643	18984
r240	28733	16599
r241	30497	11368
r242	30415	9040
r243	29397	10191
r244	26039	21493
r245	31061	10656
r246	28668	19091
r247	29007	17121
r248	27212	14634
r249	19336	36384
r250	27905	13009
r251	28948	17193
r252	29762	17239
r253	27950	18666
r254	29780	16797
r255	29190	18623
r256	5429	36102
r257	27085	20188
r258	31683	12478
r259	14655	35652
r260	25891	15078
r261	24777	16118
r262	26645	16481
r263	27926	19873
r264	27807	13867
r265	27354	14921
r266	28858	16244
r267	32966	2912
r268	25408	21765
r269	29147	15572
r270	30491	13176
