courier	x	y	on_time	off_time
c1	19772	927	0	240
c2	16769	9736	0	180
c3	24292	9900	0	180
c4	19612	22773	0	180
c5	17786	19454	0	180
c6	22461	10919	0	240
c7	19333	16031	0	240
c8	23069	13243	0	180
c9	25175	4439	0	240
c10	19639	8828	0	180
c11	24838	15821	0	180
c12	25287	13207	0	180
c13	26583	2159	0	240
c14	27040	12850	0	180
c15	24798	11007	0	180
c16	17622	21350	0	180
c17	17237	6989	0	240
c18	15336	17101	0	180
c19	23725	5650	0	240
c20	20444	22728	0	180
c21	20621	15332	0	180
c22	24967	11955	0	180
c23	16597	20764	0	180
c24	20451	20207	0	180
c25	17738	19458	30	240
c26	16026	17646	30	180
c27	24522	19408	30	60
c28	23683	13856	45	180
c29	18247	22189	60	240
c30	23429	17941	60	240
c31	23600	16972	60	300
c32	17461	18144	60	240
c33	20029	15518	60	240
c34	12969	32779	60	240
c35	15200	8200	60	240
c36	22372	23419	60	240
c37	25453	15234	60	240
c38	23781	13891	60	240
c39	18431	10660	60	240
c40	16902	8575	60	300
c41	25159	19700	60	240
c42	22916	17548	60	240
c43	8929	31489	60	240
c44	24301	14061	60	240
c45	23775	9028	60	240
c46	26127	15655	60	240
c47	25720	12349	60	240
c48	20999	8706	60	240
c49	25935	14880	60	240
c50	19471	15416	60	240
c51	22514	17897	60	240
c52	20582	13053	60	240
c53	25329	17204	60	240
c54	22520	12324	60	240
c55	24048	15211	60	240
c56	22910	17148	60	240
c57	25742	12688	60	240
c58	21676	21552	60	240
c59	4788	21159	60	240
c60	23263	11104	60	240
c61	18815	12725	60	240
c62	12197	28655	60	240
c63	20626	22263	60	240
c64	22751	22550	60	240
c65	17475	16367	60	240
c66	16776	15179	60	240
c67	19475	18612	60	240
c68	17368	12225	60	240
c69	16878	11786	60	240
c70	19265	15773	60	240
c71	17702	22929	60	240
c72	15764	14032	60	240
c73	10925	33822	60	240
c74	19599	15095	60	240
c75	20060	21026	60	240
c76	15792	6561	60	240
c77	17709	7162	60	240
c78	22914	20976	60	240
c79	23548	19952	60	123
c80	21222	14354	60	240
c81	18295	7346	60	240
c82	24285	19828	60	240
c83	18513	22896	60	240
c84	21536	14423	60	240
c85	23044	20735	60	240
c86	22738	14151	60	240
c87	27144	12683	60	240
c88	3606	29820	60	240
c89	4553	19048	60	90
c90	20675	20801	60	240
c91	21844	20937	60	240
c92	21487	15005	60	240
c93	23603	15754	60	240
c94	15724	14389	60	240
c95	22696	9711	60	240
c96	21142	9579	60	240
c97	22182	10110	60	240
c98	17404	20399	60	257
c99	18768	20526	60	240
c100	16544	21146	60	240
c101	15935	15409	60	240
c102	16652	22275	60	240
c103	24248	16338	60	240
c104	17637	18118	60	240
c105	21700	22684	60	240
c106	23081	18330	60	240
c107	22440	11892	60	240
c108	25346	6591	75	240
c109	17802	12142	85	300
c110	21954	13687	105	597
c111	19925	13054	120	300
c112	17836	17878	120	300
c113	24758	11410	120	300
c114	21293	12328	120	360
c115	16624	16478	120	225
c116	16956	18560	120	360
c117	20258	10844	120	300
c118	20313	11607	120	360
c119	24862	13359	120	360
c120	15675	10624	120	300
c121	23479	18281	120	300
c122	22265	13809	120	300
c123	20293	12056	120	360
c124	18731	12275	120	360
c125	20726	17439	120	300
c126	24366	21674	120	360
c127	20552	13099	120	360
c128	21012	17556	120	300
c129	15347	6766	120	300
c130	23869	18494	120	300
c131	16668	11159	120	360
c132	16810	18796	120	360
c133	20358	22732	120	360
c134	17198	19662	120	360
c135	22195	12459	120	360
c136	15916	11939	120	300
c137	25017	19369	165	300
c138	25043	15963	165	255
c139	26181	8226	190	420
c140	27913	11772	210	480
c141	19718	17407	240	420
c142	20261	22406	240	440
c143	18185	16260	240	420
c144	15837	10912	240	480
c145	12494	30336	240	420
c146	25024	20230	240	480
c147	22099	23007	240	480
c148	18822	22718	240	420
c149	19591	4876	240	420
c150	19444	20817	240	480
c151	24644	17371	240	540
c152	19698	14917	240	480
c153	0	26071	240	420
c154	22507	21515	240	480
c155	18141	19764	240	480
c156	18270	20193	240	480
c157	21510	14504	240	480
c158	25237	19713	240	420
c159	18101	22757	240	480
c160	23236	17900	240	420
c161	16622	310	240	420
c162	15940	16658	240	480
c163	24406	18238	240	480
c164	18264	13763	240	480
c165	23903	20960	240	420
c166	19910	7008	240	420
c167	6832	19257	240	420
c168	21803	19997	240	420
c169	23428	9139	240	420
c170	17813	22916	240	420
c171	18397	15491	240	480
c172	4763	26714	240	420
c173	15096	20140	240	480
c174	24135	19590	240	420
c175	18289	13061	240	420
c176	18457	17026	240	420
c177	24997	16369	240	420
c178	15710	15651	240	480
c179	20468	12197	240	480
c180	22389	8774	240	480
c181	26317	17217	240	480
c182	20699	8037	240	420
c183	18514	17243	240	480
c184	21434	11045	240	420
c185	18613	9450	240	480
c186	26138	5753	240	420
c187	17763	21888	240	420
c188	23882	23203	240	480
c189	19700	7942	240	480
c190	20812	20250	240	480
c191	28795	3409	240	420
c192	23347	11113	240	420
c193	27146	12822	240	480
c194	13109	31588	240	420
c195	16708	14290	240	420
c196	2657	23338	240	420
c197	25522	3635	270	420
c198	23926	22242	270	480
c199	20695	17119	300	420
c200	24653	21493	300	570
c201	15075	14387	300	570
c202	16764	11807	300	570
c203	21056	15428	300	570
c204	15631	21017	300	570
c205	27119	12404	300	570
c206	26713	12759	300	570
c207	18752	17678	300	420
