restaurant	x	y
r1	27101	14542
r2	26784	14569
r3	23974	15423
r4	31071	13122
r5	30716	12338
r6	29367	16276
r7	25055	16255
r8	28245	21294
r9	34050	2505
r10	28905	14566
r11	29214	11077
r12	27486	16252
r13	26405	17099
r14	30450	12792
r15	22972	17173
r16	28029	17423
r17	24472	15491
r18	29503	17295
r19	29888	10101
r20	28086	18662
r21	27479	20351
r22	30782	13866
r23	28870	11289
r24	24944	19657
r25	7971	31995
r26	27562	17890
r27	29185	12102
r28	30363	14041
r29	30993	10016
r30	20942	31180
r31	30849	12369
r32	27388	13881
r33	22793	13159
r34	26080	13083
r35	25138	21131
r36	31090	12039
r37	33559	2291
r38	29496	17685
r39	28807	17218
r40	31048	13189
r41	26798	14744
r42	17332	27671
r43	25003	16308
r44	29620	17854
r45	24835	17996
r46	29550	17132
r47	26657	13957
r48	29118	14629
r49	18169	26069
r50	31210	9828
r51	28019	6822
r52	29820	12300
r53	26762	15452
r54	24290	16709
r55	23333	15439
r56	26111	15647
r57	31157	13549
r58	30717	12603
r59	29614	17503
r60	26726	5907
r61	28409	17966
r62	30579	11089
r63	30628	12460
r64	29545	16051
r65	27015	14797
r66	28485	19004
r67	28795	16794
r68	29164	11165
r69	24234	20724
r70	27474	20328
r71	19992	26169
r72	25822	13820
r73	28733	14986
r74	27129	14666
r75	26838	13015
r76	25725	20318
r77	29845	16578
r78	25983	15877
r79	27470	18983
r80	28799	11449
r81	14297	25977
r82	28470	8850
r83	29173	13970
r84	29418	18624
r85	30957	12729
r86	29934	16315
r87	29109	15479
r88	26890	14575
r89	29435	17165
r90	27286	18457
r91	26922	14320
r92	28800	18472
r93	27872	20416
r94	26775	19422
r95	29492	16203
r96	28620	17941
r97	28235	16717
r98	28761	18033
r99	24769	18759
r100	31092	11341
r101	23517	16066
r102	13467	30859
r103	28248	20774
r104	26269	10042
r105	29576	17577
r106	26528	11621
r107	31109	9715
r108	29331	18954
r109	29197	16386
r110	27558	17207
r111	31493	12867
r112	5290	28464
r113	25118	15924
r114	30882	13603
r115	27197	16361
r116	32340	3451
r117	27490	11309
r118	30812	12839
r119	25987	20100
r120	31447	12686
r121	26451	19546
r122	29212	11984
r123	31258	12546
r124	31018	11877
r125	31004	11023
r126	34413	2291
r127	18668	29324
r128	29175	11621
r129	29285	15585
r130	23259	16188
r131	26751	19365
r132	30233	15713
r133	29006	6581
r134	27964	16320
r135	29345	12659
r136	28199	15548
r137	26186	20746
r138	27184	14664
r139	31144	13078
r140	29385	6342
r141	30649	12350
r142	26868	16699
r143	5547	32002
r144	30648	12293
r145	28663	11746
r146	29282	15538
r147	27020	20401
r148	31089	13193
r149	31055	11474
r150	20586	33447
r151	23909	21093
r152	27133	16354
r153	15324	41747
r154	31027	12791
r155	29632	17208
r156	26228	10202
r157	29808	16547
r158	28893	16051
r159	31143	12644
r160	30140	13590
r161	29890	17260
r162	28946	18345
r163	28010	11840
r164	19856	24411
r165	28049	18439
r166	29325	16373
r167	31101	11479
r168	28210	12784
r169	29888	11593
r170	30458	13947
r171	26396	20243
r172	27013	20305
r173	31028	11234
r174	28111	8645
r175	14370	25989
r176	30499	12835
r177	27000	14539
r178	17762	23130
r179	31109	13351
r180	28512	16996
r181	29019	17871
r182	29938	11784
r183	26832	13028
r184	27001	13960
r185	22644	21162
r186	31148	13389
r187	31246	12995
r188	31018	10747
r189	28886	17455
r190	30906	10661
r191	27709	11375
r192	29302	14826
r193	30471	14771
r194	25951	15247
r195	30392	14028
r196	32982	2328
r197	29657	16759
r198	28797	16004
r199	29574	17439
r200	28574	8791
r201	27598	21180
r202	28488	19109
r203	30934	13059
r204	26240	7808
r205	30765	10636
r206	16040	26118
r207	29034	16429
r208	28974	5866
r209	28242	10114
r210	29342	15252
r211	31017	12671
r212	30389	14564
r213	33750	2340
r214	23367	13933
r215	28438	15405
r216	30573	14027
r217	26168	7724
r218	29165	18002
r219	30278	10973
r220	26265	7733
r221	29071	16394
r222	26037	13433
