restaurant	x	y
r1	8708	5633
r2	9103	6345
r3	8991	6342
r4	8542	5317
r5	7577	5076
r6	10970	7418
r7	8910	7595
r8	6461	6158
r9	10269	6113
r10	5979	7970
r11	2901	7474
r12	8880	7888
r13	4607	5595
r14	6756	9240
r15	7654	7632
r16	8466	5699
r17	8736	4191
r18	8737	6451
r19	4945	5485
r20	8624	8334
r21	4710	7839
r22	8938	7594
r23	3063	7406
r24	8715	4634
r25	10252	6144
r26	9968	9024
r27	9723	4414
r28	9229	7943
r29	8695	7993
r30	9344	5383
r31	4314	5415
r32	9732	4546
r33	9643	8947
r34	4977	7640
r35	9468	6260
r36	10116	6102
r37	9751	9370
r38	3742	7274
r39	5593	7438
r40	10268	7110
r41	5199	7276
r42	9992	7662
r43	6408	6176
r44	9898	8996
r45	9007	7310
r46	4813	6882
r47	9248	5647
r48	8515	5221
r49	9317	4084
r50	7436	4131
r51	7560	5368
r52	7261	9470
r53	7429	5176
r54	8744	7935
r55	8490	5504
r56	8598	7442
r57	8544	6640
r58	8683	8346
r59	9810	9345
r60	9375	4291
r61	10172	8812
r62	10019	9054
r63	10217	8905
r64	4899	7401
r65	7888	6270
r66	9899	9214
r67	10285	5733
r68	8544	5582
r69	8800	5014
r70	8830	4806
r71	9925	8987
r72	9828	6980
r73	8646	3465
r74	6809	9454
r75	9953	7515
r76	6803	8115
r77	6463	6140
r78	5123	7297
r79	7179	9428
r80	8695	5338
r81	8112	9075
r82	8417	9085
r83	6410	7992
r84	4558	2716
r85	7999	9315
r86	9624	9942
r87	8646	5437
r88	7391	5232
r89	8978	5713
r90	9251	7779
r91	9571	7412
r92	10035	7399
r93	5039	6912
r94	8260	5524
r95	7640	9088
r96	4725	7501
r97	8529	3197
r98	7181	9292
r99	6926	9539
r100	9648	8121
r101	11621	3010
r102	4796	6916
r103	4670	5366
r104	8744	8186
r105	7814	6354
r106	8068	5322
r107	8746	3178
r108	9204	7834
r109	4684	5309
r110	10838	7960
r111	9738	7858
r112	8884	7405
r113	796	6628
r114	7526	7726
r115	9843	9303
r116	4989	7474
