courier	x	y	on_time	off_time
c1	9479	2110	0	180
c2	4166	8003	0	90
c3	9891	5418	60	120
c4	79	3457	180	300
c5	5909	9534	180	300
c6	7384	202	180	300
c7	3256	2452	180	256
c8	2783	6733	180	262
c9	10587	9251	195	247
c10	10971	6471	200	250
c11	3703	7940	240	420
c12	4193	0	240	270
c13	4416	10130	262	371
c14	7584	5165	300	480
c15	8803	900	300	480
c16	9618	1549	300	480
c17	11484	6736	300	480
c18	8048	10492	300	480
c19	2954	4991	300	480
c20	6716	6277	300	480
c21	0	8825	300	480
c22	10830	3149	300	480
c23	437	9537	300	480
c24	5196	10256	300	480
c25	9265	8966	300	480
c26	9445	10588	300	480
c27	1280	7167	300	480
c28	7424	10828	300	480
c29	7229	10416	300	480
c30	810	5879	300	480
c31	9388	10119	300	390
c32	7549	260	315	397
c33	9721	1649	330	450
c34	11197	4001	405	442
c35	8220	6463	480	660
c36	2189	3640	480	660
c37	5507	3351	480	660
c38	10789	3072	480	660
c39	904	6372	480	660
c40	6409	11116	480	660
c41	10170	2237	480	660
c42	6406	12022	480	660
c43	3437	7443	480	660
c44	2743	4840	480	660
c45	7675	566	480	660
c46	10837	8815	480	660
c47	9226	1209	480	660
c48	9697	3948	480	660
c49	11272	7746	480	660
c50	9529	2472	480	660
c51	5329	9528	480	521
c52	1962	4551	660	900
c53	6428	10663	660	900
c54	9467	1411	660	900
c55	10342	2369	660	900
c56	4132	12	660	900
c57	3925	5957	660	888
c58	9840	1770	660	870
c59	3165	1836	660	840
c60	11040	3592	660	840
c61	4985	6042	660	840
c62	4911	10669	660	840
c63	1688	3310	660	840
c64	10613	9209	660	840
c65	9433	2414	660	840
c66	10847	3183	660	840
c67	8494	7171	660	840
c68	9912	10132	660	840
c69	10563	2690	660	840
c70	3989	9826	660	840
c71	10240	3862	660	780
c72	7045	6229	660	675
c73	8420	665	660	725
c74	9813	10237	720	900
c75	11217	4061	720	900
c76	5652	7551	720	900
c77	1209	2595	720	900
c78	8880	9253	720	900
c79	10053	4424	720	900
c80	5926	11314	720	900
c81	6191	1979	720	810
c82	2045	6659	720	840
c83	10163	7501	840	960
c84	2790	7135	840	960
c85	10040	7192	840	960
c86	6328	6982	840	960
c87	8490	7339	840	960
c88	9761	10290	840	960
c89	8301	600	840	960
c90	819	4767	840	960
c91	5894	2603	840	960
c92	2544	6917	840	960
c93	9871	3887	840	870
c94	9798	4401	900	1050
c95	11063	3648	900	1050
c96	75	4230	900	1050
c97	8965	2086	900	1020
c98	9098	1110	900	979
c99	4071	771	900	1003
c100	9997	9662	960	990
