courier	x	y	on_time	off_time
c1	4935	6850	13	148
c2	5675	5541	73	163
c3	7163	4558	103	223
c4	9428	7034	118	178
c5	7927	2549	193	373
c6	9705	5103	193	283
c7	6296	8865	208	268
c8	8991	3721	223	463
c9	9246	7055	223	343
c10	8323	7263	238	418
c11	9692	5114	238	358
c12	6361	8779	253	433
c13	6345	8804	253	283
c14	7811	4868	268	388
c15	7833	4884	283	403
c16	8230	7359	298	538
c17	9273	7036	313	493
c18	8830	7413	313	493
c19	4030	4782	328	418
c20	2208	6808	328	418
c21	9424	8360	328	418
c22	8052	7801	328	418
c23	3608	4852	328	418
c24	6875	4453	328	418
c25	7971	7786	328	538
c26	8165	7333	343	523
c27	8369	6128	343	523
c28	8007	7752	343	523
c29	4261	6260	358	598
c30	9046	7114	358	598
c31	9178	8150	388	433
c32	8199	7296	433	613
c33	8194	6725	448	628
c34	9039	7037	448	628
c35	9070	7049	448	598
c36	8278	6979	493	613
c37	8189	6995	493	583
c38	8271	7081	493	508
c39	8772	5501	508	748
c40	6849	6989	508	748
c41	7922	7657	508	748
c42	7913	4997	508	628
c43	7939	4942	523	613
c44	8138	4058	538	628
c45	2142	6931	553	643
c46	8159	5108	568	748
c47	7995	3620	568	658
c48	2195	6892	583	763
c49	9114	8149	583	763
c50	2164	6935	583	793
c51	7876	4944	598	688
c52	8380	7203	613	853
c53	8260	7201	613	793
c54	2144	6750	613	733
c55	6161	8883	628	868
c56	2199	6827	628	838
c57	1436	6075	643	733
c58	5750	5571	658	898
c59	4277	6210	658	898
c60	9347	8522	658	838
c61	9133	8686	673	913
c62	8072	4147	673	793
c63	6799	6774	688	808
c64	4189	4823	703	943
c65	0	5968	703	943
c66	8260	6932	703	943
c67	4044	6957	703	883
c68	8064	7354	703	883
c69	9258	8439	703	823
c70	3885	2220	703	853
c71	4257	4806	718	958
c72	3964	4687	718	958
c73	7988	4076	718	898
c74	9174	8663	718	838
c75	7861	7757	733	973
c76	4048	4768	733	973
c77	8842	7529	733	973
c78	8429	5839	733	973
c79	9020	8607	733	973
c80	8054	4175	733	973
c81	8109	7017	748	928
c82	8886	7435	748	928
c83	8305	5896	748	928
c84	2132	6774	763	853
c85	6846	7026	778	1018
c86	9302	8406	793	913
c87	8008	7762	808	988
c88	8057	3616	808	988
c89	7799	4741	823	1063
c90	8086	7471	853	1033
c91	3982	4663	853	943
c92	6788	4515	898	988
