order	x	y	placement_time	restaurant	ready_time
o1	9169	4207	841	r1	856
o2	3000	4535	686	r2	698
o3	7145	7811	466	r3	484
o4	1373	6474	590	r4	621
o5	9074	8416	783	r5	795
o6	8550	10080	642	r6	655
o7	8648	7949	857	r7	913
o8	8915	7993	664	r8	665
o9	9411	10113	705	r9	742
o10	6889	6343	601	r10	621
o11	11186	8266	841	r11	859
o12	7482	5231	792	r12	807
o13	9156	9755	849	r3	880
o14	10489	7307	724	r13	730
o15	6348	9434	441	r14	477
o16	6862	7036	855	r15	870
o17	8705	5350	801	r16	804
o18	2163	5021	220	r17	260
o19	9582	9833	849	r18	886
o20	8784	8071	560	r19	588
o21	6248	7980	704	r20	717
o22	9026	8264	822	r21	832
o23	8299	3933	868	r13	891
o24	1691	7127	823	r22	841
o25	9212	7755	697	r23	734
o26	7547	6686	441	r24	459
o27	9678	7055	645	r15	676
o28	9028	8014	910	r25	913
o29	9731	9684	803	r26	828
o30	3858	8085	815	r13	817
o31	11106	7739	580	r27	598
o32	6046	6763	714	r28	732
o33	8008	6622	439	r6	459
o34	999	6269	422	r4	453
o35	7016	6162	623	r4	654
o36	5653	7725	745	r20	782
o37	7269	9292	917	r29	960
o38	11283	7276	735	r30	737
o39	10108	8448	277	r31	285
o40	8496	6517	841	r32	873
o41	9001	7553	664	r33	701
o42	10279	6605	677	r34	693
o43	6876	6957	549	r28	555
o44	9315	10124	886	r35	898
o45	10364	4925	822	r36	847
o46	8188	4871	743	r37	768
o47	4952	6787	859	r28	865
o48	8686	6819	856	r38	893
o49	10097	7258	695	r21	705
o50	1883	4353	658	r39	674
o51	7208	5997	755	r40	771
o52	994	4275	867	r41	879
o53	2103	7310	284	r42	302
o54	3931	5503	880	r43	936
o55	5655	6342	701	r44	719
o56	10768	7308	942	r45	979
o57	9178	8308	652	r46	670
o58	9094	5411	856	r47	868
o59	9277	8135	789	r48	840
o60	8498	3859	679	r49	704
o61	5285	5634	311	r50	327
o62	8861	5247	770	r47	782
o63	9077	8039	239	r51	257
o64	4383	4682	696	r52	722
o65	9711	9499	927	r53	967
o66	11064	6360	801	r54	802
o67	9225	6476	979	r49	991
o68	7493	3232	348	r47	363
o69	8146	8151	764	r55	801
o70	9464	3708	879	r56	896
o71	4143	7773	785	r52	822
o72	10085	7340	837	r26	853
o73	11182	5619	418	r24	436
o74	9523	6952	784	r37	820
o75	7121	5427	903	r57	928
o76	10405	9061	411	r58	436
o77	8964	8188	1021	r59	1043
o78	10142	4072	876	r48	894
o79	9207	7515	788	r31	801
o80	7438	9046	414	r60	434
o81	6557	4010	304	r61	335
o82	11366	7362	806	r62	851
o83	8164	5538	475	r63	497
o84	7526	6618	902	r3	922
o85	8064	8028	749	r25	751
o86	7632	6378	897	r48	922
o87	9054	7814	487	r28	503
o88	6905	6550	813	r20	850
o89	6953	6121	860	r64	871
o90	11336	7819	329	r31	335
o91	7875	7444	553	r49	578
o92	6104	6845	723	r28	739
o93	860	4982	395	r65	402
o94	6624	4943	865	r28	867
o95	8028	9036	407	r66	438
o96	7545	6481	817	r37	852
o97	8647	6693	832	r40	857
o98	9268	7541	800	r28	808
o99	9358	7052	512	r53	535
o100	9403	8972	756	r15	787
o101	8561	9228	724	r67	735
o102	7652	8413	310	r68	327
o103	6753	3776	872	r61	885
o104	5719	2998	881	r39	901
o105	5311	6777	406	r44	452
o106	7763	4687	639	r69	676
o107	10350	8003	843	r53	871
o108	5053	3625	515	r49	540
o109	8466	7521	388	r49	413
o110	10689	6489	436	r70	449
o111	7439	5685	871	r37	898
o112	8939	7679	797	r31	824
o113	5788	6104	224	r71	287
o114	4034	4970	863	r61	888
o115	5844	5694	894	r20	920
o116	8118	8185	807	r72	812
o117	8922	5727	866	r49	878
