restaurant	x	y
r1	9557	4483
r2	6289	6008
r3	9544	8043
r4	2853	7348
r5	10134	6147
r6	9638	6909
r7	7402	5047
r8	6784	9372
r9	8836	10173
r10	7568	7308
r11	8484	8231
r12	7333	4881
r13	8791	7740
r14	9789	9149
r15	8956	6377
r16	8370	5475
r17	678	6643
r18	8359	5563
r19	3482	7183
r20	4577	5537
r21	9651	9202
r22	4717	5462
r23	9845	7598
r24	8412	5509
r25	10106	8712
r26	9706	8689
r27	8558	8229
r28	7427	7524
r29	8492	8594
r30	8816	5669
r31	9559	4375
r32	8552	7892
r33	8618	8265
r34	9130	6292
r35	9439	7721
r36	6384	6135
r37	8576	4576
r38	9300	7713
r39	4567	2800
r40	8653	4027
r41	4843	6825
r42	3948	5400
r43	4739	5477
r44	5090	7310
r45	9588	9260
r46	7821	9045
r47	9269	5257
r48	9133	7949
r49	8609	5447
r50	8520	7776
r51	9579	8390
r52	2118	6611
r53	9338	9406
r54	9208	6172
r55	7366	5090
r56	10105	6140
r57	7368	5417
r58	9941	9071
r59	7515	7814
r60	10211	6093
r61	5610	7266
r62	9852	9141
r63	8708	7462
r64	6161	9193
r65	4804	7257
r66	8457	4550
r67	6620	9396
r68	8041	8985
r69	10246	7618
r70	8808	7522
r71	6261	5965
r72	9040	10191
r73	9239	6902
r74	10080	1650
r75	7137	9258
r76	8404	5478
r77	4790	7456
r78	6262	5956
r79	8429	5230
r80	8689	4589
r81	10057	8387
r82	8827	7338
r83	9902	7412
r84	9449	9936
r85	8607	3152
r86	9974	7473
r87	9789	9073
r88	6815	9396
r89	10629	5199
r90	7811	9255
r91	7403	5361
r92	9129	4198
r93	3486	5258
r94	8638	3354
r95	10124	5499
r96	8660	5190
r97	9952	9055
r98	8499	8205
r99	9587	9239
r100	7431	7698
r101	8697	5832
r102	9177	7592
r103	7865	5210
r104	4687	7425
r105	7576	9191
r106	3045	7276
r107	8968	5452
r108	9512	7869
r109	7252	3909
r110	11583	3028
r111	4364	5017
r112	4554	5288
r113	9127	6828
r114	6862	7932
r115	5077	7369
r116	8767	8127
r117	8586	3160
r118	10032	7027
r119	10180	5570
r120	9922	9088
r121	7694	6347
r122	9308	9417
r123	9623	9254
r124	8452	3983
r125	8546	8301
r126	8297	8886
