restaurant	x	y
r1	6864	3751
r2	6942	6169
r3	8017	2730
r4	3656	6093
r5	9283	7819
r6	8117	6624
r7	2329	6070
r8	10293	5919
r9	9354	7618
r10	2915	1800
r11	2212	5999
r12	4126	6005
r13	3890	3871
r14	7889	6987
r15	8111	3394
r16	7916	4211
r17	4209	5650
r18	5658	4802
r19	3009	5886
r20	8768	6748
r21	9261	6212
r22	8212	5065
r23	9606	4239
r24	6645	3575
r25	6168	8032
r26	7976	6942
r27	8657	6355
r28	8629	6201
r29	8061	4029
r30	5313	6561
r31	9294	7660
r32	3815	4354
r33	4419	5899
r34	7884	3263
r35	3822	1439
r36	9089	7860
r37	6193	8144
r38	6099	6797
r39	9019	7954
r40	7849	6933
r41	7034	7807
r42	8998	3037
r43	9007	7983
r44	6759	4141
r45	1454	5408
r46	4086	4120
r47	7710	5136
r48	8113	2826
r49	7974	6980
r50	9115	7462
r51	8987	3268
r52	9235	6329
r53	2659	3966
r54	7922	3293
r55	7880	4079
r56	4451	5954
r57	7974	6517
r58	393	2817
r59	9242	7930
r60	8540	6586
r61	8200	5969
r62	2688	5925
r63	8215	6435
r64	6134	8081
r65	6540	7957
r66	7907	1858
r67	7819	3350
r68	5763	4838
r69	7680	4175
r70	2843	4047
r71	6442	7860
r72	8519	6437
r73	8773	8081
r74	8230	4417
r75	4191	4045
r76	6764	6185
r77	0	5319
r78	9078	6279
r79	8220	6261
r80	3520	4063
r81	10767	1661
r82	6768	3766
r83	431	2919
r84	8184	6546
r85	9273	6152
r86	8176	4617
r87	7777	8719
r88	9194	6339
r89	7000	4999
r90	7768	5167
r91	86	5260
r92	4807	5935
r93	7861	1869
r94	8432	5513
r95	6972	6508
r96	8592	2904
r97	9137	7413
r98	5750	4725
r99	6844	4090
r100	7127	7788
r101	7670	7644
r102	5620	7859
r103	8663	4865
r104	6185	8152
r105	8435	6578
r106	9482	6424
r107	5509	4796
r108	3657	6193
r109	7885	6737
r110	7139	4058
r111	7940	3752
r112	3798	4169
r113	8609	5564
r114	8972	5614
r115	7491	4179
r116	7885	3905
r117	9001	5571
r118	8345	5557
r119	2323	5787
r120	8178	6307
r121	7819	6993
r122	7001	3786
r123	8924	7904
r124	4041	6141
r125	2856	4095
r126	9218	7983
r127	2886	3024
r128	5625	6729
r129	8152	6720
r130	3740	4185
r131	8610	2894
r132	7289	3773
r133	6188	8159
r134	2913	3976
