courier	x	y	on_time	off_time
c1	4909	5917	0	90
c2	4885	5931	0	45
c3	5658	4727	60	150
c4	7060	3879	90	210
c5	9285	6303	105	165
c6	7898	1790	180	360
c7	9576	4311	180	270
c8	6266	8039	195	255
c9	6348	8010	210	450
c10	9325	6386	210	330
c11	8297	6608	225	405
c12	6190	8054	225	345
c13	6227	8108	240	450
c14	7715	4119	255	375
c15	7920	4155	270	390
c16	8284	6515	285	525
c17	9317	6389	300	480
c18	8670	4784	300	480
c19	6795	3745	315	555
c20	6818	3704	315	405
c21	7998	7105	315	405
c22	2130	6181	315	405
c23	3955	4104	315	405
c24	2224	6137	315	465
c25	4381	6079	330	510
c26	8484	5555	330	510
c27	7838	4316	330	510
c28	7153	7869	345	585
c29	4250	5628	345	585
c30	9082	7395	375	420
c31	8106	6318	420	600
c32	8255	6483	435	615
c33	8974	6312	435	615
c34	8237	6128	435	585
c35	8182	6191	480	570
c36	8225	6235	480	615
c37	6907	6313	495	735
c38	4077	4067	495	735
c39	7951	4296	495	735
c40	8578	2833	495	615
c41	7827	4206	510	600
c42	8086	3438	525	615
c43	7922	1882	540	630
c44	8167	4392	555	735
c45	3959	6155	555	645
c46	9291	7762	570	750
c47	9151	7489	570	750
c48	2235	6115	570	780
c49	7879	4126	585	675
c50	7152	3726	600	840
c51	7273	3848	600	780
c52	2179	6055	600	720
c53	2082	6116	615	855
c54	7949	4302	615	795
c55	6226	8122	615	645
c56	1499	5414	630	720
c57	8204	4951	645	885
c58	7901	6955	645	825
c59	4331	5487	645	885
c60	7995	3463	660	900
c61	8830	6727	660	780
c62	6826	6181	675	795
c63	4205	4212	690	930
c64	8012	6692	690	930
c65	3776	1462	690	930
c66	1406	5369	690	930
c67	1359	5348	690	870
c68	9228	7631	690	810
c69	4050	6107	690	780
c70	3958	3929	705	945
c71	8146	3481	705	945
c72	6817	6143	705	885
c73	4186	4133	705	825
c74	8056	3431	720	960
c75	7048	5115	720	960
c76	7828	7032	720	960
c77	9021	7833	720	960
c78	9035	7860	720	960
c79	7518	4152	720	960
c80	3890	4012	735	915
c81	7924	7013	735	915
c82	8317	4962	735	915
c83	2266	6180	750	840
c84	6801	6250	765	1005
c85	9276	7688	780	900
c86	2136	5989	795	975
c87	7882	2834	795	975
c88	7849	4083	810	1050
c89	3963	3938	840	1020
c90	9092	8045	840	930
c91	6809	3707	885	975
