courier	x	y	on_time	off_time
c1	8917	1761	0	180
c2	4106	3842	0	180
c3	3447	4721	0	90
c4	7478	7736	180	300
c5	755	7124	180	300
c6	7712	1457	180	300
c7	2166	6700	180	300
c8	5541	11425	180	300
c9	8684	1641	180	240
c10	7310	7209	210	300
c11	9720	6681	230	265
c12	7997	1565	240	300
c13	1007	3721	240	390
c14	2400	2243	300	480
c15	6730	11584	300	480
c16	8875	1738	300	480
c17	8212	8619	300	480
c18	9048	6086	300	480
c19	10172	6985	300	480
c20	1187	7952	300	480
c21	3279	10920	300	480
c22	9936	8372	300	480
c23	9698	2629	300	480
c24	11936	8309	300	480
c25	2986	2288	300	480
c26	2736	3646	300	480
c27	11398	9822	300	480
c28	8464	1539	300	480
c29	12065	7186	300	480
c30	11577	8076	300	480
c31	3265	1699	300	480
c32	11220	10144	300	475
c33	8141	12714	330	450
c34	1865	2698	350	415
c35	12065	7204	360	420
c36	8567	10541	480	660
c37	8033	10347	480	660
c38	135	8335	480	660
c39	11895	5633	480	660
c40	5425	7979	480	660
c41	9352	11859	480	660
c42	11519	4549	480	600
c43	2233	8028	480	660
c44	8223	1439	480	660
c45	5664	2631	480	660
c46	8265	2886	480	660
c47	4876	8215	480	660
c48	11410	4324	480	660
c49	3806	5625	480	660
c50	244	8764	480	660
c51	11047	3705	480	660
c52	2252	4311	480	660
c53	11338	4188	480	660
c54	10743	6651	590	625
c55	5256	1077	660	900
c56	10781	3338	660	900
c57	10222	2719	660	900
c58	2437	10815	660	900
c59	1504	4780	660	900
c60	10886	3476	660	900
c61	8007	10890	660	900
c62	11295	4110	660	900
c63	7040	4793	660	878
c64	2238	10065	660	840
c65	3787	8046	660	840
c66	2552	6387	660	840
c67	6755	1071	660	840
c68	4758	5809	660	840
c69	7033	3548	660	840
c70	8774	1686	660	840
c71	8075	3339	660	840
c72	10172	2959	660	840
c73	4547	2525	660	840
c74	11875	5552	660	840
c75	2142	5439	660	840
c76	8543	12545	660	840
c77	3867	6717	660	840
c78	10210	2707	660	731
c79	0	7190	680	790
c80	6295	1033	690	765
c81	8252	3895	720	900
c82	12009	6232	720	900
c83	5043	3321	720	900
c84	4066	9299	720	900
c85	2306	2924	720	900
c86	11564	4650	720	900
c87	9156	8109	720	900
c88	8426	8298	720	900
c89	3916	4803	720	900
c90	11941	8284	720	840
c91	4942	4581	720	840
c92	861	10170	720	870
c93	3706	11335	780	840
c94	4918	7381	840	1020
c95	10287	3588	840	1020
c96	7550	8096	840	960
c97	10802	3365	840	960
c98	3651	10199	840	960
c99	9788	2338	840	960
c100	10773	9112	840	960
c101	10201	6209	840	960
c102	10948	9651	840	960
c103	9582	2215	840	960
c104	1528	4321	840	960
c105	1296	6036	840	907
c106	9505	11550	900	1050
c107	412	9256	900	1050
c108	10612	3132	900	1020
c109	11406	4317	900	1020
c110	10942	3553	900	1020
c111	5967	8794	900	1020
c112	7309	2096	900	1020
c113	10624	3147	900	1020
c114	5959	9559	900	1020
c115	11989	6100	900	1020
c116	12025	6648	900	920
c117	6650	4851	900	962
