restaurant	x	y
r1	7944	9227
r2	6485	10087
r3	8038	8856
r4	10922	3940
r5	2164	8401
r6	9483	6427
r7	8685	10333
r8	3667	6378
r9	8153	8489
r10	5633	6891
r11	7832	6494
r12	6812	8389
r13	7864	6332
r14	7831	6390
r15	8253	8449
r16	9004	10144
r17	6026	10178
r18	9167	10036
r19	7802	6423
r20	7809	8165
r21	7827	5399
r22	6543	10175
r23	4801	8121
r24	9510	7048
r25	3810	6588
r26	8597	5147
r27	7919	8812
r28	8003	5075
r29	8384	7231
r30	8595	6196
r31	5205	8800
r32	5657	7012
r33	9425	6967
r34	9691	9133
r35	6160	10442
r36	8984	10201
r37	6641	5813
r38	8434	8955
r39	8935	10159
r40	5689	7000
r41	7928	5631
r42	8449	6444
r43	9372	2520
r44	8155	8736
r45	9459	9352
r46	9373	8444
r47	8816	10285
r48	8210	4955
r49	9154	7822
r50	7860	6050
r51	8985	9525
r52	9293	9456
r53	8133	8326
r54	7944	7435
r55	8670	8654
r56	9217	9649
r57	8125	7181
r58	8169	6503
r59	4101	8583
r60	8662	7047
r61	4352	7755
r62	2930	5185
r63	7856	4171
r64	6773	5941
r65	7233	10149
r66	6319	10244
r67	6973	7170
r68	4098	6265
r69	3702	6319
r70	9393	9899
r71	7759	9867
r72	7721	6169
r73	9201	8510
r74	8023	4237
r75	8897	5489
r76	6909	9998
r77	5615	8946
r78	6724	8604
r79	9318	8641
r80	9288	9803
r81	7863	5822
r82	3807	3699
r83	7848	6438
r84	9281	9937
r85	8612	5092
r86	5668	7045
r87	6970	8762
r88	3828	6203
r89	7358	10051
r90	1336	7494
r91	6120	8951
r92	8119	11047
r93	0	7561
r94	4084	8425
r95	8226	8819
r96	9312	9621
r97	8391	7676
r98	9494	6591
r99	7086	10177
r100	7886	9132
r101	9406	8520
r102	8004	5787
r103	9633	9432
r104	9297	9697
r105	9841	9763
r106	9610	7066
r107	8946	9684
r108	8812	8942
r109	2188	8135
r110	6999	7156
r111	9378	9118
r112	4295	8149
r113	2699	8059
r114	6827	6041
r115	8510	11265
r116	4199	8241
r117	8034	5566
r118	8079	9031
r119	6793	4964
r120	2967	6184
