order	x	y	placement_time	restaurant	ready_time
o1	20301	4761	10	r1	18
o2	19793	10444	18	r2	35
o3	19626	9688	20	r2	32
o4	15984	9123	24	r3	62
o5	19172	6510	24	r4	32
o6	12846	10803	24	r5	25
o7	20009	5244	30	r1	34
o8	20178	8069	32	r2	39
o9	19512	8761	33	r2	43
o10	15019	12266	34	r6	49
o11	16710	14721	41	r7	44
o12	19666	7545	45	r2	48
o13	19749	7647	45	r5	53
o14	18836	10200	46	r2	52
o15	17477	13653	46	r7	48
o16	19234	9336	52	r2	70
o17	17383	7906	52	r4	56
o18	19244	8403	56	r1	63
o19	15980	9954	60	r5	61
o20	18818	13884	62	r8	92
o21	18628	13629	63	r9	83
o22	15170	9105	63	r3	81
o23	17474	14862	63	r10	79
o24	18340	11689	63	r10	87
o25	17805	12103	64	r10	85
o26	20261	4776	65	r11	80
o27	19927	7967	65	r2	72
o28	14032	13828	65	r12	70
o29	17652	13534	66	r13	70
o30	3115	14602	66	r14	81
o31	17769	13982	67	r9	111
o32	12934	14450	67	r15	80
o33	17786	17333	68	r10	85
o34	16953	12933	68	r3	98
o35	18504	14071	69	r16	74
o36	17084	6393	69	r17	79
o37	17458	14773	69	r10	90
o38	15350	15819	71	r10	100
o39	18363	9019	71	r18	96
o40	15877	17352	71	r19	78
o41	10833	17280	71	r20	96
o42	14568	10999	72	r3	95
o43	16129	10593	73	r18	98
o44	18801	12409	73	r9	86
o45	16405	10525	73	r10	90
o46	20397	9399	74	r21	84
o47	19006	11077	74	r9	97
o48	18632	12364	75	r10	96
o49	20084	5024	75	r22	92
o50	13015	11230	75	r3	104
o51	16083	15019	75	r10	100
o52	18429	12434	76	r6	111
o53	20214	8271	76	r23	82
o54	17953	7339	77	r24	113
o55	15383	18103	77	r19	88
o56	18219	7240	77	r25	101
o57	16465	14381	78	r26	90
o58	18158	15717	78	r7	80
o59	17784	16377	78	r10	101
o60	16672	16934	78	r10	105
o61	20304	8315	78	r3	210
o62	19416	8745	79	r1	83
o63	16992	13287	80	r10	104
o64	18758	13537	81	r13	91
o65	15020	9751	81	r27	137
o66	17550	15135	81	r16	86
o67	18759	7948	82	r10	109
o68	19791	8065	82	r22	92
o69	18176	13264	82	r10	114
o70	18652	7883	83	r1	91
o71	18657	8664	83	r28	85
o72	13523	9467	84	r3	114
o73	14177	9116	84	r3	131
o74	19204	10174	84	r9	106
o75	19614	10179	84	r18	109
o76	15768	18588	84	r26	94
o77	18617	13961	85	r29	99
o78	15695	8265	86	r3	122
o79	16029	10704	86	r30	106
o80	16320	13089	86	r3	125
o81	16919	15137	87	r31	118
o82	19614	5258	87	r32	102
o83	16552	14419	87	r33	104
o84	18614	13682	88	r10	114
o85	16580	14460	88	r10	133
o86	18043	8373	88	r28	92
o87	18776	13452	88	r9	111
o88	20363	8783	89	r2	97
o89	20145	9547	89	r10	133
o90	18142	12510	90	r34	100
o91	16269	15637	90	r10	115
o92	18020	11627	90	r16	95
o93	15600	15471	90	r10	133
o94	15166	17337	91	r26	98
o95	15415	8998	93	r3	122
o96	15816	8919	93	r3	130
o97	17144	4957	93	r17	103
o98	18240	15122	93	r8	99
o99	17113	12807	94	r10	139
o100	12565	10686	94	r29	99
o101	15388	16974	94	r10	151
o102	19494	9957	94	r10	109
o103	15179	9992	95	r3	119
o104	14444	9504	95	r3	118
o105	14997	8661	95	r35	101
o106	14333	9097	95	r3	118
o107	17153	16531	95	r31	126
o108	19002	7805	96	r30	127
o109	15207	10978	96	r35	101
o110	16852	14046	97	r36	125
o111	14426	9660	97	r3	121
o112	16341	13704	97	r37	122
o113	18960	8697	97	r3	130
o114	19671	9424	97	r10	174
o115	18342	14252	98	r10	128
o116	20287	8719	99	r23	101
o117	19339	9452	99	r10	174
o118	14665	12224	99	r38	105
o119	19436	10079	100	r39	113
o120	12920	16421	100	r38	105
o121	14946	11703	100	r5	114
o122	16806	17798	100	r31	126
o123	15190	17398	101	r26	109
o124	14708	11264	102	r3	155
o125	17265	12569	103	r40	118
o126	16890	14360	103	r10	157
o127	14985	11933	103	r10	157
o128	19012	8804	103	r8	133
o129	13035	11493	103	r8	133
o130	16213	10141	104	r30	128
o131	14622	10865	104	r3	158
o132	15713	10357	104	r3	132
o133	14507	12379	104	r41	134
o134	16215	16436	104	r10	184
o135	20407	8754	104	r10	119
o136	18134	13962	105	r41	134
o137	15237	10923	105	r35	125
o138	17538	15779	105	r15	117
o139	18567	13151	105	r42	130
o140	18724	12996	106	r43	113
o141	14094	10317	106	r3	188
o142	15436	10669	106	r3	192
o143	16192	11167	106	r3	185
o144	14669	11421	107	r8	133
o145	19013	11252	107	r42	132
o146	5629	19351	107	r44	112
o147	13692	11441	108	r3	159
o148	18254	15540	108	r10	171
o149	18983	11261	108	r2	149
o150	19322	10329	109	r45	131
o151	18363	7469	109	r3	129
o152	13968	11437	109	r3	188
o153	11817	12570	110	r3	124
o154	18288	12800	110	r46	124
o155	19755	4103	110	r4	114
o156	19343	6568	111	r47	129
o157	13205	12830	111	r38	115
o158	18747	13612	111	r42	137
o159	18396	7918	111	r3	193
o160	16608	13888	111	r33	124
o161	8767	23294	111	r44	114
o162	19072	11100	111	r23	113
o163	18247	13872	112	r13	114
o164	17847	11335	112	r24	136
o165	18744	13830	113	r10	182
o166	13305	12739	113	r10	176
o167	13453	11428	113	r3	188
o168	18644	10050	114	r10	129
o169	19838	9481	115	r39	143
o170	19621	5313	115	r48	137
o171	16897	15192	115	r7	117
o172	18697	13563	116	r7	119
o173	16868	14517	117	r12	122
o174	19463	9890	117	r28	118
o175	19821	4683	117	r32	132
o176	18872	11518	118	r3	194
o177	16276	13065	118	r3	210
o178	17285	5361	118	r49	129
o179	19460	9941	119	r50	134
o180	16325	7354	119	r3	203
o181	18534	13202	119	r45	136
o182	17648	12261	119	r47	129
o183	16521	8537	119	r35	140
o184	15132	9169	120	r3	130
o185	20328	8954	120	r24	136
o186	15034	15758	120	r7	123
o187	11781	12520	121	r38	126
o188	18575	8654	121	r22	131
o189	18371	13967	121	r41	134
o190	20064	9420	121	r39	143
o191	11865	15616	122	r38	129
o192	19737	7942	122	r30	140
o193	19961	8776	123	r35	140
o194	16148	16825	123	r19	134
o195	15170	10969	124	r29	135
o196	13119	12514	125	r38	129
o197	14971	10016	125	r35	141
o198	17318	15435	126	r7	128
o199	14054	10614	126	r3	141
o200	17668	9065	126	r3	138
o201	12603	11824	126	r18	139
o202	18015	15418	126	r37	146
o203	14150	11433	127	r5	134
