courier	x	y	on_time	off_time
c1	3046	3913	0	180
c2	2275	4833	0	180
c3	10492	5523	0	90
c4	6425	7768	180	300
c5	4042	8202	180	300
c6	5570	5033	180	300
c7	4338	11416	180	300
c8	1095	6718	180	300
c9	7387	2292	180	240
c10	9260	8465	210	300
c11	8601	6760	230	265
c12	6630	2073	240	300
c13	1102	4519	240	390
c14	5481	11531	300	480
c15	9571	3852	300	480
c16	2174	10876	300	480
c17	7501	8634	300	480
c18	8822	8447	300	480
c19	456	7988	300	480
c20	9372	10089	300	480
c21	4916	8450	300	480
c22	2421	3029	300	480
c23	8961	7741	300	480
c24	6755	8704	300	480
c25	8126	2638	300	480
c26	1944	3443	300	480
c27	6988	8530	300	480
c28	10006	4467	300	480
c29	7652	2400	300	480
c30	10487	8058	300	480
c31	2161	3242	300	480
c32	7935	2535	300	350
c33	7089	8651	300	425
c34	7007	12125	330	450
c35	1705	3693	350	415
c36	10749	7337	360	420
c37	457	7996	480	660
c38	539	8392	480	660
c39	6312	4942	480	660
c40	6935	10561	480	660
c41	9624	3918	480	660
c42	6965	2155	480	660
c43	4341	8045	480	660
c44	7357	12011	480	660
c45	1164	4416	480	660
c46	10062	4561	480	660
c47	7213	2782	480	660
c48	6237	5010	480	660
c49	459	8007	480	660
c50	10525	5630	480	660
c51	10016	4483	480	660
c52	9687	3998	480	660
c53	10145	4712	480	600
c54	10527	5633	480	560
c55	8694	3011	480	580
c56	9635	6533	590	625
c57	8861	3143	660	900
c58	9821	10110	660	900
c59	6877	8893	660	900
c60	9560	3839	660	900
c61	2230	3182	660	900
c62	1159	7396	660	900
c63	5824	4739	660	878
c64	5834	3580	660	840
c65	5525	7423	660	840
c66	5613	1963	660	840
c67	8346	2770	660	840
c68	3471	7918	660	840
c69	2727	6718	660	840
c70	10709	7814	660	840
c71	3486	2435	660	840
c72	3645	5854	660	840
c73	10717	6546	660	840
c74	8827	8621	660	840
c75	5346	4800	660	840
c76	7345	12015	660	840
c77	975	5374	660	840
c78	5077	11097	660	840
c79	7498	2335	660	840
c80	3944	2225	660	851
c81	387	7152	680	790
c82	5246	1973	690	765
c83	9437	3695	720	900
c84	6466	2041	720	900
c85	8503	2873	720	900
c86	2074	3320	720	900
c87	946	9488	720	900
c88	1786	3604	720	900
c89	4631	12243	720	900
c90	8581	2928	720	900
c91	3972	3310	720	900
c92	3841	4512	720	840
c93	10641	8212	720	840
c94	7268	12043	720	870
c95	2603	11396	780	840
c96	482	6156	840	1020
c97	4333	2113	840	1020
c98	3785	12012	840	960
c99	6476	6166	840	960
c100	9161	6167	840	960
c101	8319	2753	840	960
c102	451	7959	840	960
c103	9514	4133	840	960
c104	1268	4256	840	960
c105	2541	10269	840	960
c106	825	9232	840	915
c107	3761	7380	840	952
c108	8330	2760	900	1050
c109	7817	11816	900	1020
c110	2250	6517	900	1020
c111	10223	4864	900	1020
c112	4796	9416	900	1020
c113	9293	3541	900	1020
c114	9352	3603	900	1020
c115	6266	2113	900	1020
c116	4868	8624	900	1020
c117	6134	7792	900	970
c118	10728	6641	900	920
c119	7355	2280	900	1042
