order	x	y	placement_time	restaurant	ready_time
o1	9881	7844	17	r1	31
o2	8435	9782	63	r2	81
o3	8184	9509	69	r2	81
o4	8961	4865	77	r1	94
o5	7180	9696	98	r2	113
o6	5923	5582	98	r2	113
o7	9903	3778	164	r1	175
o8	8967	7970	167	r2	181
o9	6868	9738	191	r3	211
o10	8178	8826	205	r2	218
o11	9467	7920	207	r4	237
o12	2447	4981	220	r5	252
o13	11503	7536	223	r1	240
o14	6151	6131	224	r4	275
o15	5567	6803	226	r4	253
o16	9119	3638	227	r4	254
o17	8391	9320	235	r6	247
o18	9495	7965	239	r3	254
o19	9695	10102	252	r3	262
o20	9368	6869	254	r7	284
o21	10488	7320	254	r8	262
o22	10229	9419	282	r9	286
o23	10121	7449	288	r10	303
o24	8979	7450	291	r11	301
o25	6734	4148	304	r12	329
o26	6396	7407	306	r12	317
o27	5581	5479	311	r2	324
o28	11508	8211	312	r13	340
o29	10155	4454	316	r14	320
o30	9390	7241	320	r15	340
o31	9914	8204	322	r16	328
o32	9998	6928	327	r17	357
o33	10404	7033	327	r13	356
o34	7736	3327	334	r10	341
o35	11978	515	335	r18	355
o36	8256	8232	336	r19	351
o37	7726	8635	336	r20	346
o38	9552	4215	338	r16	339
o39	10163	3501	339	r11	348
o40	8201	5519	340	r4	369
o41	11436	8631	340	r7	370
o42	10707	9072	341	r1	347
o43	10848	4677	344	r21	374
o44	9308	7892	345	r22	357
o45	10396	9972	346	r23	373
o46	11382	7853	348	r24	373
o47	7903	3258	348	r25	360
o48	8749	7511	356	r26	376
o49	10774	8392	358	r1	382
o50	10394	9039	358	r27	390
o51	3867	5062	362	r20	379
o52	9783	7369	363	r26	383
o53	9420	8251	363	r26	373
o54	10505	6918	365	r28	385
o55	9419	6459	370	r4	398
o56	10391	7150	375	r29	394
o57	9825	8269	379	r30	393
o58	9412	4520	384	r26	404
o59	9458	9898	387	r31	403
o60	8766	7430	388	r26	408
o61	11385	8526	391	r26	411
o62	7066	8167	392	r26	412
o63	10205	7010	395	r21	425
o64	1262	4954	395	r32	401
o65	8940	8222	396	r33	410
o66	8649	4291	397	r26	436
o67	3172	6995	398	r4	420
o68	6268	7656	403	r34	433
o69	9719	8136	405	r33	423
o70	5523	6725	406	r29	443
o71	8776	6913	407	r26	436
o72	9143	6697	409	r21	439
o73	4860	4957	411	r19	421
o74	10709	9106	411	r28	431
o75	5024	6599	414	r33	423
o76	10399	7882	414	r24	445
o77	9224	8147	414	r1	421
o78	7845	7209	420	r26	430
o79	6257	3818	427	r30	445
o80	11395	6379	439	r26	459
o81	7741	7497	440	r26	457
o82	1497	7426	442	r35	455
o83	6235	6348	448	r26	468
