restaurant	x	y
r1	746	7369
r2	6429	6908
r3	7875	7109
r4	8863	8230
r5	8089	10043
r6	9847	7848
r7	2890	8390
r8	9949	9848
r9	8758	5002
r10	10108	2618
r11	9278	8683
r12	8717	9028
r13	4724	8604
r14	6909	10328
r15	9227	6494
r16	9256	8797
r17	8599	9219
r18	9045	8665
r19	4987	7751
r20	9889	10204
r21	7534	6035
r22	7422	4866
r23	7808	10106
r24	6838	10388
r25	10176	6951
r26	8980	8816
r27	6318	6964
r28	8667	8206
r29	10173	9098
r30	10133	8504
r31	8788	7269
r32	10246	6991
r33	8806	5787
r34	10009	9760
r35	9400	6195
r36	5153	8236
r37	6466	7032
r38	7191	10202
r39	4474	6286
r40	8979	8456
r41	10016	8431
r42	9970	10016
r43	9556	10329
r44	8588	5422
r45	7513	5943
r46	7918	10121
r47	8511	6338
r48	10688	9752
r49	9481	7038
r50	8727	5465
r51	4645	3612
r52	8520	9850
r53	10187	9372
r54	4833	8396
r55	9670	8981
r56	9552	10446
r57	8525	7604
r58	9502	5043
r59	8641	5911
r60	8774	8931
