order	x	y	placement_time	restaurant	ready_time
o1	27990	21529	598	r1	639
o2	23860	17416	321	r2	328
o3	26627	16857	554	r3	577
o4	26880	19455	552	r4	570
o5	26810	19739	555	r5	563
o6	28862	13986	157	r6	170
o7	29459	10796	581	r7	603
o8	30170	15938	559	r8	566
o9	21645	21462	645	r9	690
o10	27341	22976	476	r10	492
o11	24834	17211	525	r2	530
o12	26093	17658	642	r11	667
o13	27247	24974	502	r12	505
o14	28831	15055	95	r13	97
o15	28978	14871	121	r14	137
o16	28857	13683	316	r15	322
o17	28952	17813	204	r16	224
o18	25701	17239	190	r3	207
o19	24440	16256	659	r17	666
o20	26030	17811	694	r2	705
o21	23933	19152	771	r3	778
o22	25410	24386	486	r18	517
o23	22343	21118	382	r19	407
o24	27327	16314	325	r20	337
o25	32091	3836	263	r21	283
o26	21769	20672	214	r22	251
o27	24040	13914	663	r23	673
o28	26250	12039	767	r24	798
o29	26662	16668	486	r25	489
o30	27925	14553	634	r26	672
o31	20478	19714	584	r27	621
o32	29117	14781	457	r28	469
o33	28612	18528	644	r29	661
o34	26189	10601	468	r30	493
o35	30998	5387	586	r31	601
o36	27230	24254	519	r32	541
o37	29218	11983	527	r33	552
o38	28802	15831	645	r34	658
o39	22373	17144	619	r35	652
o40	25081	17309	637	r36	673
o41	27643	22951	306	r37	312
o42	26599	21504	673	r38	709
o43	25681	21919	530	r39	576
o44	32672	5170	212	r21	245
o45	26863	20359	562	r38	593
o46	28299	18006	508	r40	541
o47	26468	20873	619	r41	647
o48	27521	12335	542	r42	543
o49	24040	21177	153	r43	178
o50	27469	23635	517	r44	525
o51	28883	17397	155	r23	182
o52	22143	20191	742	r45	753
o53	28007	15478	149	r46	154
o54	25841	24934	441	r47	478
o55	27706	14463	757	r3	773
o56	29728	16110	581	r23	617
o57	27545	15668	641	r2	656
o58	25005	18665	538	r48	563
o59	25385	22512	717	r49	728
o60	28744	13575	513	r50	554
o61	29155	17454	494	r20	506
o62	29172	14885	493	r51	549
o63	24740	18509	594	r52	600
o64	27909	21957	610	r53	632
o65	24763	17575	534	r11	565
o66	28688	16822	479	r1	515
o67	27371	14436	535	r54	553
o68	29330	13070	583	r55	593
o69	27867	19540	646	r1	659
o70	26332	21876	587	r10	605
o71	25679	19884	222	r39	232
o72	27358	14786	594	r2	601
o73	25373	11792	594	r56	619
o74	27841	21115	251	r57	262
o75	25969	25836	563	r58	593
o76	25014	18559	539	r23	576
o77	27096	16402	640	r59	678
o78	29030	14952	491	r60	522
o79	26875	14764	596	r61	599
o80	24393	16545	244	r62	250
o81	27926	15171	90	r63	112
o82	22042	19285	638	r64	659
o83	26789	9071	191	r65	198
o84	29398	12601	599	r66	616
o85	25317	16312	738	r2	743
o86	26519	20133	583	r54	615
o87	21755	23519	313	r67	330
o88	27361	19697	598	r68	623
o89	23288	18769	613	r54	650
o90	27793	14963	280	r69	285
o91	25377	22779	647	r57	650
o92	31578	11	618	r70	666
o93	26685	12071	476	r71	498
o94	24541	16149	470	r2	473
o95	27483	23464	395	r72	415
o96	27421	22904	560	r73	565
o97	31876	6677	139	r21	156
o98	28631	15356	481	r74	482
o99	21856	19029	527	r57	532
o100	23438	20969	198	r49	209
o101	23254	16897	459	r75	484
o102	22203	20086	294	r9	330
o103	29245	14833	333	r55	336
o104	27095	20418	418	r38	446
o105	26818	26030	193	r32	206
o106	27262	14411	549	r27	571
o107	25658	23807	459	r10	477
o108	27675	20624	556	r76	576
o109	27525	19672	587	r77	612
o110	25101	19151	612	r78	640
o111	25772	20124	147	r57	149
o112	27930	21930	733	r41	764
o113	32928	5418	232	r31	243
o114	25484	17542	651	r79	652
o115	26771	16083	743	r80	759
o116	26978	22719	322	r81	325
o117	22683	18081	234	r14	250
o118	25564	24330	581	r81	588
o119	25449	24764	257	r82	265
o120	20953	24644	601	r83	607
o121	27854	21191	388	r38	414
o122	25820	17958	538	r84	584
o123	29150	13864	779	r23	796
o124	26973	22485	661	r85	679
o125	24218	14730	627	r14	649
o126	28965	14845	615	r20	645
o127	23900	19222	310	r14	336
o128	28676	15058	138	r86	165
o129	21521	17908	530	r27	565
o130	25522	22096	358	r87	371
o131	27225	14874	515	r88	527
o132	27543	22619	515	r89	521
o133	29129	15850	561	r90	573
o134	29179	5216	596	r21	638
o135	26730	23663	164	r23	186
o136	24120	19139	515	r91	548
o137	29384	11789	247	r46	255
o138	23588	11503	40	r92	42
o139	24668	17491	37	r69	49
o140	23223	19147	167	r2	180
o141	22002	21248	643	r9	681
o142	22479	19468	216	r45	239
o143	28278	15262	567	r20	573
o144	23383	25018	687	r44	698
o145	27897	17811	470	r93	506
o146	28254	15005	120	r55	128
o147	28848	13996	493	r23	519
o148	24038	17134	610	r54	645
o149	27970	21418	503	r41	529
o150	29934	16274	765	r59	802
o151	29349	16731	567	r94	637
o152	25532	17024	300	r74	305
o153	26311	12651	141	r95	152
o154	26449	26237	625	r81	627
o155	28657	17184	125	r96	155
o156	24193	19182	708	r2	711
o157	25210	18769	212	r54	235
o158	25116	19191	580	r2	588
o159	23988	16536	349	r91	385
o160	27470	15057	643	r24	655
o161	25239	24684	169	r97	207
o162	27851	18213	607	r29	625
o163	25978	23117	554	r18	585
o164	24417	16667	241	r14	258
o165	28630	15869	348	r38	370
o166	28844	17228	214	r98	221
o167	28279	19198	604	r99	622
o168	25883	17305	394	r2	411
o169	29572	13261	609	r66	622
o170	25300	23420	184	r82	192
o171	29078	15078	690	r100	721
o172	21002	18740	659	r54	686
o173	26455	16473	147	r88	169
o174	29974	16260	522	r73	525
o175	25099	17011	497	r2	500
o176	25839	16200	530	r3	545
o177	23657	16886	420	r14	440
o178	23506	18940	150	r49	165
o179	24658	14880	206	r101	243
o180	21677	18260	260	r102	291
o181	28015	18643	712	r23	737
o182	29326	14460	526	r77	556
o183	28954	15346	675	r99	692
o184	26067	17851	616	r23	642
o185	29255	13547	79	r103	104
o186	29254	16175	600	r48	626
o187	28151	20171	681	r96	689
o188	29929	16528	239	r104	249
o189	21845	19782	93	r9	125
o190	27366	16139	670	r105	701
o191	26880	23633	591	r106	617
o192	25664	18783	360	r107	385
o193	29671	13292	598	r108	610
o194	24954	19726	775	r109	777
o195	27253	23194	519	r18	550
o196	22592	20045	502	r9	520
o197	27282	21696	588	r110	613
o198	28320	14862	592	r51	599
o199	25271	18729	506	r54	527
o200	27517	23147	235	r32	261
o201	25325	16712	232	r14	237
o202	30896	6117	560	r21	601
o203	27736	16980	478	r2	481
o204	21697	21464	471	r111	474
o205	26805	20912	654	r53	686
o206	25307	16444	287	r88	289
o207	22535	19281	333	r36	351
o208	25932	26576	355	r81	358
o209	27832	14572	406	r11	436
o210	26484	13725	511	r103	527
