courier	x	y	on_time	off_time
c1	27006	19370	24	204
c2	27888	13210	24	204
c3	27053	8709	54	294
c4	29424	14620	54	294
c5	27765	19722	54	294
c6	33084	4265	54	294
c7	29646	12882	54	294
c8	29948	12823	54	294
c9	28002	18391	69	309
c10	25654	15002	69	309
c11	28912	12590	84	324
c12	27867	17781	84	324
c13	25667	7624	84	324
c14	29710	13434	84	324
c15	29260	12763	84	324
c16	28262	14390	84	324
c17	28085	18318	84	324
c18	25416	17352	99	279
c19	26934	10608	99	279
c20	16754	24908	99	279
c21	27078	14175	99	279
c22	28788	18404	99	279
c23	27101	14115	99	279
c24	26875	10679	99	279
c25	25068	17513	99	279
c26	28202	14519	99	279
c27	28264	14377	99	279
c28	29435	12689	99	279
c29	28811	18456	99	279
c30	22829	23008	99	279
c31	25095	17398	99	279
c32	25949	15833	114	204
c33	27096	8565	114	204
c34	23285	22268	114	234
c35	25324	11997	114	204
c36	25959	15727	114	234
c37	23285	22134	114	204
c38	25328	11904	114	234
c39	29360	13132	129	249
c40	28256	14404	129	309
c41	29427	14677	129	309
c42	28516	19034	129	249
c43	27764	19771	129	249
c44	26032	16581	129	309
c45	25595	21324	129	249
c46	28490	18938	129	309
c47	25645	7643	129	249
c48	26987	8631	129	309
c49	27037	20320	129	249
c50	28098	13816	129	249
c51	29658	14129	129	249
c52	23761	20537	129	249
c53	25944	16625	129	249
c54	27082	8612	129	249
c55	25718	18356	129	249
c56	29329	14592	129	249
c57	25842	14831	129	249
c58	24207	23041	129	249
c59	28195	14362	129	249
c60	22004	18888	129	249
c61	28886	18181	129	249
c62	24115	23000	129	309
c63	28075	13891	129	309
c64	29306	12999	129	309
c65	27079	8564	144	264
c66	27965	17322	144	384
c67	28481	18961	144	264
c68	23869	17366	144	264
c69	23796	17364	144	234
c70	33117	4218	144	234
c71	30049	13412	144	384
c72	29929	13408	144	234
c73	27647	19821	144	234
c74	27681	19858	144	264
c75	28539	19083	144	384
c76	27007	8674	144	234
c77	28524	18918	144	234
c78	28199	13827	144	234
c79	29323	14703	144	384
c80	27617	19806	144	384
c81	28140	17326	144	264
c82	23807	17242	144	384
c83	30016	13255	144	264
c84	29405	14726	144	234
c85	27955	17303	144	234
c86	29281	14600	144	264
c87	28852	18185	159	399
c88	29844	13339	159	399
c89	28748	12416	159	399
c90	13373	27900	159	399
c91	27119	8727	159	399
c92	26085	16257	159	399
c93	27544	19829	159	399
c94	33011	4258	159	399
c95	24948	22437	159	399
c96	28930	11959	159	399
c97	26468	22288	159	399
c98	28164	12835	159	399
c99	27220	17395	174	354
c100	27640	19811	174	414
c101	25875	16502	174	414
c102	27677	19762	174	414
c103	26019	16586	174	414
c104	29706	13080	174	354
c105	25326	11936	174	354
c106	24209	22945	174	414
c107	28575	19058	189	429
c108	28249	16372	189	429
c109	29404	14779	189	369
c110	29559	12950	189	429
c111	28132	18309	189	429
c112	25204	22660	189	429
c113	29262	14768	189	429
c114	28046	17462	189	429
c115	28182	17305	189	429
c116	28257	12850	189	429
c117	28039	17347	189	369
c118	29365	16270	189	369
c119	29409	16183	189	429
c120	27173	8743	204	294
c121	29711	12935	204	294
c122	25944	16416	204	294
c123	28119	13897	204	294
c124	23862	17362	204	294
c125	29800	13448	204	294
c126	29797	13431	234	474
c127	26011	16276	234	474
c128	25009	9601	234	414
c129	25137	9454	234	474
c130	27803	20096	234	474
c131	29977	14877	234	474
c132	29577	12886	234	474
c133	13315	27845	234	474
c134	25736	14863	234	474
c135	32952	4319	234	414
c136	29573	12924	234	414
c137	29215	13677	234	474
c138	33102	4308	234	474
c139	29342	13760	234	474
c140	27871	20041	234	414
c141	28470	18948	264	504
c142	23382	17248	264	504
c143	21775	14939	279	519
c144	29463	12806	309	549
c145	30186	14887	309	549
c146	29707	13065	309	549
c147	27649	19744	309	549
c148	28258	14386	324	504
c149	26840	10629	324	504
c150	29769	14125	324	504
c151	30315	14520	324	504
c152	28781	18341	324	504
c153	25798	16422	324	504
c154	29209	17508	324	504
c155	30153	14775	354	474
c156	25917	16525	354	474
c157	29347	14619	354	474
c158	27271	17407	369	549
c159	28243	14530	369	549
c160	29804	13444	369	549
c161	33052	4208	369	549
c162	28795	18078	369	549
c163	29307	15788	369	549
c164	25157	9656	414	654
c165	27534	19700	414	504
c166	29630	14275	414	654
c167	27605	19732	414	534
c168	25744	21078	414	534
c169	29698	14102	414	534
c170	26463	19019	414	654
c171	27569	19886	414	654
c172	25889	21206	414	654
c173	27249	17281	429	669
c174	25250	9688	429	669
c175	25538	21309	429	669
c176	30128	14725	444	684
c177	29380	14728	444	684
c178	24990	9601	444	684
c179	27030	8671	444	684
c180	29636	14182	459	639
c181	24546	23074	459	639
c182	3927	52950	459	639
c183	25822	16318	459	639
c184	28088	19789	459	639
c185	26526	13140	459	639
c186	27817	8549	459	639
c187	23437	17281	459	639
c188	33425	4097	459	639
c189	33114	4312	459	639
c190	24937	17523	459	639
c191	25805	14892	459	639
c192	26572	18916	459	639
c193	25832	16399	459	639
c194	29356	14600	459	639
c195	28495	14189	459	639
c196	30100	11619	459	639
c197	29258	14694	459	639
c198	21879	14821	459	639
c199	21800	14915	459	639
c200	27080	10496	459	639
c201	25970	16338	459	639
c202	25909	16405	474	714
c203	29623	12915	474	654
c204	25941	16355	474	654
c205	27758	19712	474	714
c206	27587	19800	474	654
c207	33039	4228	474	654
c208	25068	22646	474	654
c209	28924	13285	474	654
c210	33066	4161	474	714
c211	22576	18009	489	729
c212	28969	11892	489	729
c213	29728	15542	489	729
c214	26935	19348	489	729
c215	29690	12958	489	729
c216	22319	15736	489	729
c217	28494	17755	489	729
c218	28408	18994	489	729
c219	25714	14941	489	729
c220	24966	21978	489	729
c221	29688	14400	489	729
c222	13335	27745	489	729
c223	27470	10666	489	729
c224	28024	19802	489	729
c225	28111	13924	489	729
c226	28222	16702	489	729
c227	26857	20838	489	729
c228	29404	15728	489	729
c229	33514	4046	489	729
c230	30284	14406	489	729
c231	30227	11739	489	729
c232	27754	13302	489	729
c233	28175	16563	489	729
c234	26202	16587	504	684
c235	27595	19759	504	684
c236	12392	32735	504	684
c237	16426	29331	519	759
c238	12371	32588	519	759
c239	32645	3256	519	759
c240	33442	4122	519	759
c241	29729	15384	519	759
c242	27756	19782	519	759
c243	29818	12534	519	759
c244	33075	4211	519	759
c245	30016	12976	519	759
c246	29325	14639	519	759
c247	29439	14602	519	699
c248	29569	13015	519	759
c249	28957	11870	519	759
c250	28616	17757	519	759
c251	25232	9569	519	759
c252	25350	9619	519	699
c253	28117	13562	519	759
c254	12412	32570	519	699
c255	29229	16144	519	759
c256	27641	19860	519	699
c257	30037	14645	519	759
c258	28258	17319	519	759
c259	30090	13239	519	759
c260	25057	22604	519	759
c261	26905	20295	519	759
c262	23836	17383	519	699
c263	26565	19037	519	759
c264	29237	16261	519	699
c265	29993	12957	519	699
c266	23922	17396	519	759
c267	26258	16173	534	774
c268	22826	35805	534	774
c269	25891	16344	534	774
c270	25563	21459	534	774
c271	29559	13039	534	774
c272	28833	18134	534	774
c273	29969	13361	534	774
c274	25871	21152	534	774
c275	26932	18064	534	774
c276	26036	16562	534	774
c277	28848	13383	534	774
c278	29743	14363	534	774
c279	26413	20249	534	774
c280	33424	4045	534	774
c281	25872	16383	534	774
c282	26899	20175	534	774
c283	27880	17427	534	774
c284	25267	9620	534	774
c285	28487	18924	534	774
c286	26850	14879	549	789
c287	27672	19851	549	789
c288	16358	29470	549	789
c289	28451	19067	549	789
c290	22856	22864	549	789
c291	25155	9569	549	789
c292	25978	16348	549	789
c293	29485	12640	549	789
c294	25887	16501	549	789
c295	29138	15297	549	789
c296	25404	21413	549	789
c297	29613	13066	549	789
c298	30008	15368	549	789
c299	25942	16488	549	789
c300	27076	8674	549	789
c301	25873	16467	549	639
c302	27632	19752	549	789
c303	25347	9594	549	789
c304	28336	13732	564	804
c305	28549	18948	564	804
c306	25326	9521	564	804
c307	23768	17317	564	804
c308	29290	12987	564	804
c309	25900	21107	564	804
c310	33033	4308	564	804
c311	25069	22521	579	669
c312	30037	14834	579	669
c313	29255	14749	579	669
c314	26025	16426	579	819
c315	26899	18218	579	669
c316	27650	19754	579	819
c317	26125	16456	579	669
c318	23940	17399	579	819
c319	30107	14850	579	819
c320	26131	16433	579	699
c321	27602	19850	579	819
c322	28264	13776	579	819
c323	27676	19855	579	669
c324	23841	17243	579	669
c325	26823	18173	579	819
c326	29403	14588	579	699
c327	28294	13841	579	669
c328	27479	19781	579	669
c329	25336	9529	579	669
c330	26895	18074	579	699
c331	30108	14781	579	699
c332	29386	14780	579	819
c333	33097	4144	579	669
c334	27482	19855	579	699
c335	33043	4321	594	834
c336	25846	21177	594	834
c337	28619	17874	594	774
c338	25770	21166	594	774
c339	25844	21217	594	774
c340	25739	21286	594	834
c341	25279	9614	594	774
c342	28586	18948	594	834
c343	29946	11469	594	834
c344	28433	19082	594	774
c345	24072	17375	594	834
c346	25264	9550	594	774
c347	30225	14724	594	774
c348	25246	9650	594	834
c349	27765	19743	594	774
c350	27587	19726	594	834
c351	24080	17217	594	774
c352	30215	14728	594	834
c353	30002	11574	594	774
c354	33027	4317	594	774
c355	27083	8621	609	849
c356	27650	19822	609	849
c357	25991	16564	609	849
c358	25806	16474	609	789
c359	29406	12769	609	849
c360	26037	16567	609	849
c361	27746	19800	609	849
c362	25980	16477	609	789
c363	25798	21181	609	849
c364	33063	4188	624	864
c365	29306	14740	624	804
c366	28089	19610	624	804
c367	26099	18189	624	864
c368	29402	14665	624	864
c369	25789	16334	624	864
c370	28333	11420	624	864
c371	27367	17257	624	864
c372	12388	32632	624	864
c373	29337	14670	624	864
c374	28896	18195	624	864
c375	26070	16420	624	864
c376	25587	21437	624	864
c377	32399	4274	624	864
c378	25521	21323	624	804
c379	23967	18129	624	864
c380	27681	19668	624	864
c381	14421	43503	624	864
c382	28145	16761	624	864
c383	27762	17398	624	864
c384	25961	16484	624	864
c385	22736	35770	624	864
c386	27640	10667	624	864
c387	30036	13063	624	864
c388	25091	9711	639	879
c389	27365	17306	639	879
c390	25285	11858	639	879
c391	30014	15292	639	879
c392	25980	16483	639	879
c393	26568	15607	639	879
c394	28570	18922	639	879
c395	26096	16451	639	879
c396	26859	15033	639	879
c397	27571	10762	639	879
c398	28579	19073	639	879
c399	25812	16312	639	879
c400	29388	14734	639	879
c401	28129	18680	639	879
c402	28963	11930	639	879
c403	25927	16248	639	879
c404	27652	13252	639	879
c405	25497	21312	639	879
c406	26945	20315	639	879
c407	30151	14796	639	879
c408	13432	27793	639	879
c409	28803	18084	639	879
c410	29784	14412	639	879
c411	26979	18114	654	744
c412	28219	13889	654	894
c413	25845	21242	654	744
c414	28539	18995	654	894
c415	30007	11545	654	744
c416	28155	13930	654	744
c417	27985	18205	654	744
c418	27519	19707	654	894
c419	28150	18371	654	894
c420	25744	21213	654	894
c421	26882	18090	654	894
c422	28624	19087	654	744
c423	30088	11532	654	894
c424	27615	19876	654	744
c425	32990	4323	669	909
c426	29558	13022	669	909
c427	26031	16546	669	909
c428	30133	14732	669	909
c429	29319	14740	684	804
c430	26139	16515	684	804
c431	29680	14108	684	804
c432	26994	8746	684	804
c433	28589	19130	684	804
c434	27731	19841	684	804
c435	32980	4253	684	804
c436	27822	16860	684	804
