restaurant	x	y
r1	21310	23180
r2	21568	16749
r3	24662	15162
r4	24703	19814
r5	25705	14407
r6	24228	20782
r7	21540	18313
r8	22622	24050
r9	25386	15956
r10	21638	23024
r11	24500	20772
r12	18793	26465
r13	23536	21685
r14	26032	16307
r15	12093	31193
r16	25568	16185
r17	22946	19165
r18	23042	13836
r19	28626	5974
r20	24423	15861
r21	21106	19221
r22	22648	22113
r23	22171	22115
r24	22825	21088
r25	21679	23082
r26	24324	19639
r27	25075	14671
r28	25205	16611
r29	19604	21579
r30	24286	21177
r31	25737	16390
r32	20629	23846
r33	19077	20536
r34	25322	14347
r35	24254	21077
r36	20916	24339
r37	24093	22611
r38	26264	16526
r39	24492	20255
r40	25662	16633
r41	21477	16705
r42	26704	16216
r43	24392	20785
r44	24632	20089
r45	25802	16879
r46	23997	14836
r47	21749	18446
r48	19878	24883
r49	25081	19346
r50	18381	21149
r51	25342	15961
r52	25662	16470
r53	19810	19893
r54	25191	17740
r55	22091	24119
r56	24599	13752
r57	23883	15748
r58	22168	17669
r59	22134	24069
r60	23263	12455
r61	23974	14843
r62	23993	18422
r63	24436	20614
r64	21905	20006
r65	24345	21509
r66	20527	23951
r67	25582	17343
r68	22304	17579
r69	22216	21580
r70	22096	18016
r71	24546	19937
r72	25749	15166
r73	21009	13725
r74	24252	21268
r75	23953	17630
r76	24635	14864
r77	27471	732
r78	23942	20150
r79	19255	19133
r80	25476	16256
r81	19288	20779
r82	22992	24910
r83	22303	20868
r84	23671	9502
r85	25763	13281
r86	23700	21849
r87	24816	16651
r88	19578	23204
r89	25674	13499
r90	25100	12029
r91	23573	20467
r92	25124	17747
r93	25005	18377
r94	23225	20626
r95	24529	20070
r96	23516	21977
r97	25823	16782
r98	23676	20167
r99	19540	22316
r100	24227	13272
r101	25942	13537
r102	19652	23336
r103	20871	19369
r104	21646	18369
r105	23724	18158
r106	23668	19196
r107	21469	18196
r108	22052	19936
r109	21030	24241
r110	25799	16739
r111	14735	29708
r112	25822	16875
r113	19831	19801
r114	24028	19386
r115	22593	15170
r116	21781	18133
r117	21702	17576
r118	24026	18472
r119	23300	21697
r120	25529	17656
r121	21819	18392
r122	26538	15400
r123	25845	15607
r124	22333	22481
r125	24357	21142
r126	24104	22260
r127	23880	15340
r128	22777	16154
r129	23553	22139
r130	19942	19656
r131	24098	20009
r132	23869	21530
r133	22775	12437
r134	24022	13301
r135	19569	19082
r136	25832	15113
r137	20774	19496
r138	18302	19737
r139	23062	24386
r140	18759	19028
r141	25874	16710
r142	25348	15858
r143	23968	19897
r144	22262	20812
r145	23265	16273
r146	9073	29658
r147	21396	9580
r148	23635	21311
r149	24396	22000
r150	22856	16326
r151	26076	15675
r152	22265	24813
r153	23488	15164
r154	25499	14743
r155	23993	18892
r156	18431	23207
r157	22842	12334
r158	23481	15561
r159	22260	18860
r160	23767	20087
r161	25190	16491
r162	23705	19575
r163	18053	19972
r164	25825	15528
r165	20895	24417
r166	23521	21115
r167	23636	10304
r168	26154	16464
r169	22449	25649
r170	23197	12448
r171	17542	24844
r172	24793	17312
r173	25912	17087
r174	21519	18295
r175	21141	11431
r176	22370	12608
r177	25930	17177
r178	25167	18041
r179	22793	22305
r180	24543	20744
r181	26137	16363
r182	25724	16406
r183	22765	21634
r184	24004	18398
r185	20357	24802
r186	26004	16222
r187	9040	29749
r188	20721	17061
r189	25914	17214
r190	19812	19198
r191	23942	19150
r192	24054	14703
r193	23998	21611
r194	23547	22275
r195	21523	17879
r196	19833	19625
r197	23966	21721
r198	22987	21602
r199	29302	5946
r200	25827	14992
r201	25620	14434
r202	26147	16974
r203	22670	19930
r204	24710	20117
r205	27169	12948
r206	23222	12617
r207	24298	20905
r208	24114	15553
r209	24288	20924
r210	23921	18167
r211	24051	18647
r212	21611	16656
r213	21251	17652
r214	23431	19516
r215	23522	22084
r216	21127	20704
r217	19009	24377
r218	18026	19111
r219	25304	16116
r220	24177	10013
r221	25050	17764
r222	25592	12912
r223	22724	15378
r224	18440	24030
r225	25969	17180
r226	25320	14832
r227	25121	16538
r228	24836	19308
r229	20865	24414
r230	0	32116
r231	22407	26122
r232	25869	13758
r233	20874	11417
r234	25299	16122
r235	19956	20326
r236	23933	22132
r237	20971	11346
r238	20645	24316
