courier	x	y	on_time	off_time
c1	8193	7486	0	165
c2	3803	6468	30	150
c3	9347	6407	60	150
c4	7801	3965	90	210
c5	7162	9949	90	180
c6	8048	8076	90	105
c7	9239	2415	120	300
c8	8816	9585	120	240
c9	9249	2466	120	240
c10	9330	2397	120	210
c11	5815	10120	165	285
c12	7700	6304	165	285
c13	8245	8612	165	255
c14	8204	8698	165	225
c15	5971	10303	195	315
c16	6919	9816	195	255
c17	8090	8557	210	270
c18	7743	6240	255	345
c19	4148	7717	255	300
c20	5141	8679	285	375
c21	5105	8712	285	300
c22	8211	6262	300	360
c23	8110	7126	315	360
c24	3417	6271	330	420
c25	8936	9523	330	375
c26	4348	8054	345	390
c27	9247	2310	360	600
c28	9175	2486	375	465
c29	9187	8208	375	465
c30	9294	2388	390	630
c31	7962	8564	435	525
c32	7985	8576	435	450
c33	9224	8361	450	690
c34	4201	7605	450	690
c35	5475	6763	480	720
c36	7039	10011	480	720
c37	5171	8623	495	735
c38	7722	6196	495	735
c39	5222	8665	495	675
c40	9323	9192	495	705
c41	1983	8144	525	765
c42	7609	6060	525	765
c43	5905	10084	555	795
c44	2032	8106	555	675
c45	8022	8289	570	750
c46	7652	6106	570	660
c47	1258	7472	570	660
c48	3867	8275	585	825
c49	8132	8417	585	765
c50	2043	8219	585	765
c51	9023	9982	585	645
c52	7718	8665	600	780
c53	7818	9055	600	690
c54	7728	6299	630	675
c55	7972	8640	660	840
c56	7798	8732	660	750
c57	7847	6394	780	870
