courier	x	y	on_time	off_time
c1	27192	18223	24	204
c2	27224	7656	54	294
c3	29524	13521	54	294
c4	27836	18723	54	294
c5	28197	17160	69	309
c6	25890	6613	84	324
c7	29909	12254	84	324
c8	29022	11385	84	324
c9	27931	16711	84	204
c10	25209	16459	99	279
c11	22935	21903	99	279
c12	27070	9525	99	279
c13	27146	9544	99	279
c14	28952	17306	99	279
c15	16869	23914	99	279
c16	25616	16220	99	279
c17	23441	21015	114	204
c18	27237	7630	114	204
c19	25414	10789	114	204
c20	23476	21132	114	204
c21	27249	7467	129	309
c22	28315	12821	129	309
c23	24383	21810	129	249
c24	22119	17835	129	249
c25	28397	13295	129	249
c26	28753	18001	129	249
c27	28984	17099	129	249
c28	25735	20202	129	249
c29	28333	12732	129	249
c30	25953	6610	129	249
c31	23893	19492	129	249
c32	27009	19106	129	249
c33	29427	12027	129	249
c34	28481	13292	129	249
c35	23927	16262	144	384
c36	27795	18686	144	384
c37	28610	17889	144	384
c38	28579	17849	144	264
c39	28201	16289	144	264
c40	27779	18693	144	264
c41	30104	12286	144	264
c42	28291	16308	144	234
c43	29512	13490	144	234
c44	27165	7554	144	234
c45	30129	12337	144	219
c46	27245	7658	159	399
c47	26063	15277	159	399
c48	13336	26608	159	399
c49	28314	11782	159	399
c50	27721	18615	159	399
c51	33102	3076	159	399
c52	26236	15421	174	414
c53	27826	18749	174	414
c54	27350	16275	174	354
c55	24388	21939	174	384
c56	28712	17988	189	429
c57	28335	11823	189	429
c58	28330	15341	189	429
c59	28189	17142	189	429
c60	29524	13499	189	369
c61	28126	16384	189	369
c62	25279	21468	189	339
c63	24028	16170	204	294
c64	29755	11788	204	294
c65	27161	7474	204	294
c66	28101	18900	234	474
c67	30087	13672	234	474
c68	29436	12674	234	474
c69	13489	26717	234	474
c70	29807	12426	234	474
c71	26065	15217	234	474
c72	33186	3158	234	414
c73	25309	8359	234	294
c74	23446	16250	264	504
c75	22032	13791	279	399
c76	29819	11869	309	549
c77	29627	11552	309	549
c78	29313	16496	324	504
c79	28887	17420	324	504
c80	25985	15185	324	504
c81	28397	13423	324	414
c82	29555	13570	354	474
c83	30194	13697	354	414
c84	27361	16263	369	549
c85	28449	13382	369	549
c86	29506	14609	369	549
c87	25952	20064	414	654
c88	27623	18736	414	654
c89	26017	20168	414	534
c90	29876	13064	414	534
c91	27747	18702	414	504
c92	26769	17847	414	429
c93	27445	16251	429	669
c94	25702	20336	429	549
c95	25155	8337	444	684
c96	30365	13624	444	684
c97	24757	21894	459	639
c98	28139	18577	459	639
c99	4150	51908	459	639
c100	26619	11904	459	639
c101	21962	13880	459	639
c102	23512	16102	459	639
c103	26732	17864	459	639
c104	25231	16452	459	639
c105	26029	15247	459	639
c106	29561	13560	459	639
c107	26085	15249	459	639
c108	29729	11955	474	654
c109	25262	21470	474	654
c110	33225	3155	474	654
c111	29048	12274	474	654
c112	33215	3064	474	654
c113	28217	15449	489	729
c114	13526	26650	489	729
c115	25815	13801	489	729
c116	28623	17914	489	729
c117	28320	15542	489	729
c118	33622	2995	489	729
c119	29935	14280	489	729
c120	29753	13297	489	729
c121	25017	20890	489	729
c122	27043	19763	489	729
c123	29556	14803	489	729
c124	28211	12789	489	609
c125	27714	18605	504	684
c126	26225	15460	504	594
c127	33590	3069	519	759
c128	29424	15218	519	759
c129	30289	11912	519	759
c130	30176	13479	519	759
c131	30033	14385	519	759
c132	32744	2139	519	759
c133	29498	13608	519	759
c134	25184	21392	519	759
c135	28403	16227	519	759
c136	27084	19090	519	759
c137	30210	11902	519	699
c138	29491	13671	519	699
c139	27816	18733	519	699
c140	29478	15154	519	699
c141	23906	16311	519	699
c142	28667	16704	519	609
c143	25935	15209	534	774
c144	33593	2962	534	774
c145	22969	34709	534	774
c146	29777	11784	534	774
c147	30089	12255	534	774
c148	26993	16999	534	774
c149	26033	20090	534	774
c150	25599	20330	534	774
c151	28972	12277	534	774
c152	28000	16330	534	654
c153	29181	14244	549	789
c154	26170	15472	549	789
c155	26038	15182	549	789
c156	29767	11828	549	789
c157	26015	15305	549	789
c158	25624	20283	549	789
c159	29486	11658	549	789
c160	27754	18789	549	789
c161	25929	15230	549	639
c162	30265	14314	549	624
c163	29415	12017	564	804
c164	28625	17956	564	804
c165	23957	16254	564	804
c166	33211	3150	564	684
c167	28250	12742	579	819
c168	26285	15376	579	819
c169	24003	16122	579	819
c170	27780	18637	579	819
c171	29400	13656	579	699
c172	27769	18633	579	669
c173	25225	21459	579	669
c174	30336	13815	579	669
c175	33131	3190	579	669
c176	26163	15458	579	669
c177	25421	8424	579	669
c178	28381	12697	579	669
c179	27062	17068	579	624
c180	24187	16210	594	834
c181	25402	8467	594	834
c182	25860	20097	594	834
c183	27884	18673	594	834
c184	25939	19990	594	774
c185	28734	17995	594	774
c186	25418	8552	594	774
c187	27734	18597	594	774
c188	33179	3177	594	774
c189	30133	10497	594	804
c190	26234	15508	609	849
c191	29445	11686	609	849
c192	26243	15359	609	849
c193	26101	15384	609	789
c194	27766	18721	609	729
c195	24114	16881	624	864
c196	28555	10214	624	864
c197	32633	3153	624	864
c198	28287	15675	624	864
c199	22831	34812	624	864
c200	26202	15457	624	864
c201	27914	16234	624	864
c202	28968	17071	624	864
c203	25840	15312	624	864
c204	33159	3098	624	864
c205	29513	13615	624	804
c206	25621	20236	624	804
c207	26332	17013	624	654
c208	27436	16141	639	879
c209	29429	13548	639	879
c210	30231	14221	639	879
c211	28655	17841	639	879
c212	28972	10863	639	879
c213	25252	8566	639	879
c214	26187	15326	639	879
c215	26234	15371	639	879
c216	30366	13649	639	879
c217	27090	13867	639	879
c218	25950	15372	639	879
c219	29086	17007	639	759
c220	27067	17136	654	894
c221	25962	19976	654	894
c222	28764	18011	654	894
c223	28335	12849	654	744
c224	25964	20058	654	744
c225	27706	18635	654	744
c226	28579	17919	654	744
c227	30263	10498	654	729
c228	26063	15398	669	909
c229	29800	11878	669	909
c230	33133	3140	684	804
c231	26236	15425	684	804
c232	27907	18723	684	804
c233	29749	13046	684	804
