courier	x	y	on_time	off_time
c1	7987	6593	0	240
c2	9654	4304	15	135
c3	9655	4369	15	75
c4	9601	4329	30	150
c5	3660	4180	75	315
c6	9065	5668	105	285
c7	2137	6184	105	195
c8	7821	4250	105	210
c9	3661	4061	135	315
c10	3577	4074	135	165
c11	7948	4210	150	210
c12	2267	6080	165	345
c13	7935	6064	165	255
c14	8014	6548	180	225
c15	8370	5244	195	375
c16	2169	6100	195	285
c17	5609	4932	210	300
c18	8888	8854	210	300
c19	8155	6624	210	300
c20	8157	6697	210	240
c21	7803	4363	240	285
c22	7814	4285	270	330
c23	4294	5712	285	375
c24	4368	5590	285	300
c25	8515	6640	300	420
c26	2190	6136	300	360
c27	2198	6194	330	420
c28	2094	6234	360	420
c29	8613	2912	375	435
c30	8853	6741	390	435
c31	8194	6056	420	510
c32	8566	4032	420	480
c33	8143	6586	435	525
c34	3773	1545	435	570
c35	8204	6590	450	630
c36	9312	6506	450	630
c37	7826	7058	465	585
c38	7887	6602	465	525
c39	4063	6597	480	600
c40	3773	1578	480	600
c41	8656	6424	480	600
c42	7825	7089	495	735
c43	7863	4283	495	735
c44	4382	5649	495	735
c45	7974	7027	510	750
c46	9448	6264	510	690
c47	3902	4389	510	600
c48	2361	6092	525	705
c49	5259	6740	525	705
c50	7872	5343	525	615
c51	3780	1497	540	660
c52	8103	6286	540	660
c53	8312	6162	540	660
c54	3901	4376	540	660
c55	8252	5062	540	660
c56	8255	5031	540	660
c57	8311	5050	555	735
c58	6765	3910	555	735
c59	2190	6094	570	810
c60	6855	3779	570	690
c61	7995	5179	585	765
c62	7785	4349	585	705
c63	8222	6400	585	705
c64	7868	1857	585	705
c65	9336	6175	600	780
c66	7958	4217	615	705
c67	7954	4268	615	660
c68	2178	6157	645	765
c69	9293	6257	660	750
c70	7819	3280	660	705
c71	9020	8100	705	825
c72	7885	4197	705	825
c73	7885	6789	750	840
