order	x	y	placement_time	restaurant	ready_time
o1	18870	23275	572	r1	614
o2	22814	20870	145	r2	272
o3	22288	18899	487	r3	500
o4	24753	20330	201	r4	232
o5	20562	13605	626	r5	633
o6	24861	19479	218	r6	274
o7	25552	18049	598	r7	606
o8	23692	25372	678	r8	693
o9	23720	18255	546	r9	608
o10	20761	23863	611	r10	649
o11	24496	20945	206	r11	227
o12	21282	17488	95	r2	125
o13	17431	27059	197	r12	210
o14	23602	22091	685	r13	707
o15	19987	21300	476	r14	494
o16	14824	28347	515	r15	537
o17	25053	16197	445	r16	496
o18	22479	18115	113	r17	128
o19	21046	12057	688	r18	703
o20	27239	6937	125	r19	135
o21	25794	14640	502	r20	523
o22	21597	17386	554	r2	591
o23	24120	22488	26	r21	42
o24	22358	25078	656	r22	669
o25	18181	23346	449	r23	465
o26	23491	22234	63	r24	83
o27	24761	21383	113	r24	199
o28	19400	24641	133	r25	146
o29	24897	19387	577	r26	590
o30	25695	13942	186	r27	187
o31	26101	16724	278	r28	285
o32	20029	18859	351	r29	426
o33	23704	19299	602	r30	620
o34	22150	18252	415	r31	477
o35	22534	21431	522	r32	547
o36	20490	19591	682	r33	697
o37	22460	12508	618	r34	636
o38	24744	20952	519	r35	545
o39	19647	23846	552	r36	578
o40	21801	18195	705	r37	730
o41	25478	16130	527	r38	554
o42	23788	21821	635	r9	681
o43	24392	22061	623	r39	624
o44	24374	17063	341	r40	373
o45	23432	23315	659	r12	680
o46	20103	18996	22	r41	67
o47	26382	16289	178	r42	195
o48	24934	20911	197	r43	215
o49	26407	16009	119	r44	132
o50	23484	19333	212	r7	240
o51	17757	25687	504	r25	521
o52	21084	21687	610	r24	632
o53	25942	17127	407	r31	469
o54	21320	21509	535	r32	573
o55	25485	17143	287	r45	308
o56	22322	14907	146	r46	164
o57	20915	17082	263	r47	290
o58	24216	23258	340	r48	341
o59	25181	18263	185	r49	201
o60	26783	16226	578	r20	615
o61	18175	21614	604	r50	619
o62	21143	17603	435	r7	440
o63	23733	20432	508	r11	525
o64	25493	16629	585	r51	600
o65	26232	15673	596	r52	626
o66	24543	21673	617	r30	635
o67	26247	16937	138	r38	154
o68	23017	25328	603	r22	615
o69	23131	16194	160	r52	212
o70	19490	19395	509	r53	517
o71	23210	13963	318	r54	375
o72	25792	18022	152	r44	175
o73	21938	27709	529	r55	557
o74	19731	19825	675	r7	687
o75	23331	12465	93	r56	105
o76	22665	17191	638	r57	643
o77	25222	18609	87	r58	120
o78	22641	21786	78	r59	93
o79	23736	15088	283	r44	293
o80	23353	12280	230	r60	253
o81	23701	14510	226	r61	252
o82	25785	15478	122	r62	144
o83	23609	22615	385	r63	430
o84	25259	14195	730	r34	748
o85	24574	18154	580	r35	601
o86	25081	17674	356	r54	456
o87	23685	14985	552	r61	569
o88	26356	16336	203	r28	224
o89	23435	20836	261	r24	281
o90	23843	14799	241	r46	259
o91	23260	23999	473	r64	486
o92	25773	17449	403	r65	445
o93	23625	24445	602	r8	658
o94	16883	20070	543	r33	551
o95	22848	19564	476	r65	479
o96	20974	22532	373	r66	381
o97	25413	17760	100	r67	116
o98	21784	17365	613	r68	650
o99	25282	13723	221	r34	239
o100	22148	20032	510	r69	532
o101	24695	19857	199	r70	220
o102	23955	19722	153	r71	179
o103	23821	17480	65	r28	96
o104	22754	21531	258	r6	319
o105	23997	16153	376	r72	396
o106	23434	23407	244	r39	246
o107	25082	15399	567	r16	585
o108	24464	14941	111	r28	128
o109	25557	17522	75	r73	112
o110	24819	21322	465	r74	471
o111	25408	17405	675	r75	688
o112	21546	17528	473	r47	501
o113	23258	14724	372	r76	374
o114	27800	3096	211	r77	232
o115	21834	20911	185	r78	305
o116	18417	19162	511	r79	513
o117	23852	21050	225	r43	225
o118	22874	20128	184	r54	224
o119	25538	16110	122	r9	159
o120	21552	17287	573	r2	621
o121	25028	18526	161	r47	176
o122	18899	19262	646	r7	649
o123	23735	23573	127	r6	147
o124	22901	17083	702	r80	710
o125	22235	18004	73	r47	104
o126	21271	16589	739	r81	776
o127	23694	25413	154	r82	181
o128	18166	24464	125	r83	136
o129	27886	5206	520	r19	546
o130	24496	15198	316	r49	344
o131	26173	12293	224	r84	226
o132	19805	19232	177	r29	234
o133	25972	12271	230	r85	255
o134	23793	22074	538	r86	541
o135	25229	13699	105	r87	155
o136	23556	21040	21	r88	46
