courier	x	y	on_time	off_time
c1	7209	186	0	90
c2	2272	10650	30	120
c3	5883	4450	90	270
c4	11618	7221	90	270
c5	8537	10927	90	270
c6	2878	10777	90	270
c7	7152	7303	90	270
c8	3144	7699	90	270
c9	9081	1069	90	270
c10	8506	2777	90	270
c11	5408	511	90	270
c12	9947	1801	90	210
c13	1006	6898	90	210
c14	2887	3340	90	161
c15	4203	108	210	330
c16	10956	3158	270	450
c17	6190	0	270	450
c18	8894	3615	270	450
c19	10244	2126	270	450
c20	5269	5074	270	450
c21	9802	5532	390	510
c22	0	3444	400	425
c23	1443	5575	450	630
c24	3012	6438	450	630
c25	4299	4717	450	630
c26	5064	11745	450	630
c27	2378	7956	450	630
c28	2230	7297	450	630
c29	5366	4885	450	630
c30	9176	1137	450	630
c31	1051	2723	450	630
c32	5219	3203	450	630
c33	2525	8199	450	630
c34	7504	11526	450	630
c35	6873	102	450	512
c36	4755	2023	510	690
c37	11703	5728	510	690
c38	494	4306	510	690
c39	8269	902	510	690
c40	11610	4982	510	690
c41	11448	4325	510	690
c42	2591	10008	510	690
c43	5281	73	510	690
c44	11703	5730	510	690
c45	1600	5443	510	690
c46	3167	10269	510	630
c47	4852	1294	510	630
c48	8553	5750	510	630
c49	9255	1195	510	630
c50	3881	4298	510	540
c51	3621	9967	630	750
c52	6132	3695	630	750
c53	2075	9216	630	750
c54	7504	7420	630	750
c55	7187	7087	630	750
c56	3347	6276	630	726
c57	10136	7693	690	810
c58	7055	4459	690	810
c59	4351	2754	690	810
c60	7722	1499	690	810
c61	2602	10025	690	795
