order	x	y	placement_time	restaurant	ready_time
o1	3742	5638	13	r1	31
o2	7772	4741	24	r2	30
o3	9404	7848	29	r3	50
o4	10236	8024	36	r3	61
o5	10231	6854	52	r3	100
o6	5687	5867	59	r4	82
o7	403	4939	73	r5	111
o8	10708	4937	92	r6	122
o9	5558	6821	98	r7	110
o10	10665	7434	100	r8	127
o11	7776	7770	102	r9	114
o12	1823	6367	105	r10	130
o13	2480	7582	108	r10	150
o14	10226	7788	108	r11	111
o15	9737	8461	112	r12	147
o16	8997	5897	117	r9	129
o17	8218	6373	117	r3	185
o18	8725	5166	118	r13	136
o19	1261	3080	124	r14	139
o20	9575	7494	124	r15	161
o21	10278	7151	131	r16	147
o22	9191	4753	138	r17	175
o23	1762	6904	152	r18	162
o24	7517	6689	152	r9	164
o25	9537	6646	166	r3	202
o26	7046	8467	170	r9	182
o27	9755	8078	171	r19	208
o28	567	4772	177	r10	202
o29	3974	7990	177	r20	190
o30	7045	7558	181	r21	204
o31	2400	6820	181	r22	218
o32	9165	8478	185	r1	208
o33	7010	7341	191	r10	216
o34	8242	8222	194	r1	215
o35	8291	8196	197	r23	214
o36	8104	8882	199	r3	211
o37	1098	5429	199	r10	237
o38	8727	8452	202	r7	209
o39	7589	8435	210	r7	221
o40	11057	3977	220	r24	227
o41	8385	8258	222	r1	239
o42	2966	4707	225	r25	260
o43	9251	4051	225	r1	242
o44	5850	4224	228	r9	240
o45	6849	5103	228	r6	255
o46	6248	4018	235	r25	246
o47	5099	3967	235	r14	245
o48	8628	6597	236	r25	264
o49	11924	1878	238	r26	249
o50	5325	6776	240	r9	252
o51	8236	7707	243	r9	255
o52	5919	6424	245	r17	282
o53	7305	4189	245	r27	288
o54	10650	8100	252	r9	264
o55	3021	7813	258	r7	273
o56	9435	9190	261	r28	263
o57	10393	6797	263	r29	276
o58	7955	6793	264	r3	289
o59	7945	4190	269	r23	287
o60	8864	9095	276	r9	288
o61	2202	6561	291	r30	307
o62	9104	8009	296	r9	308
o63	6806	5170	297	r29	307
o64	5146	9539	305	r31	342
o65	8304	7562	306	r32	334
o66	8025	8031	313	r10	344
o67	9596	8291	329	r33	347
o68	8462	6918	330	r9	342
o69	10416	7853	334	r34	361
o70	9079	4730	335	r27	360
o71	6721	5386	336	r9	348
o72	3206	7002	338	r10	363
o73	8330	7397	349	r35	351
o74	2833	7178	368	r10	399
o75	9859	6943	369	r2	377
o76	6359	7136	373	r18	391
o77	8219	6934	383	r27	386
o78	5944	7646	420	r24	436
o79	148	6710	421	r10	446
o80	8824	8082	428	r35	444
o81	880	3818	445	r14	456
o82	989	5319	455	r4	465
o83	6414	7300	462	r4	463
o84	7242	8411	465	r1	490
o85	1223	7094	469	r4	486
o86	7814	9343	477	r8	490
o87	9440	9223	480	r28	483
o88	9320	9259	480	r28	483
o89	3707	5363	482	r14	497
o90	7000	8774	484	r6	531
o91	3615	4857	485	r17	522
o92	6426	9359	486	r7	507
o93	8541	8172	486	r9	511
o94	5916	3947	487	r24	505
o95	5009	5574	491	r9	524
o96	5641	6963	492	r9	517
o97	5189	5787	493	r9	524
o98	6905	6124	493	r9	505
o99	5960	7328	496	r4	511
o100	8622	7954	496	r36	512
o101	5887	9793	497	r7	508
o102	4816	8067	497	r6	528
o103	5822	7113	498	r30	530
o104	7330	1333	499	r26	507
o105	5176	6737	500	r9	522
o106	7340	7050	503	r10	536
o107	7884	6965	504	r9	521
o108	8011	8447	511	r17	548
o109	6112	5314	511	r18	524
o110	7999	6522	514	r9	539
o111	8888	5259	514	r24	530
o112	5859	5714	515	r1	550
o113	383	4992	515	r10	542
o114	11493	2728	516	r37	534
o115	5103	4832	520	r4	540
o116	3315	6563	523	r30	539
o117	9399	9699	524	r38	561
o118	2851	5594	525	r4	550
o119	2332	6452	526	r33	544
o120	9795	8239	530	r9	542
o121	8788	3531	532	r39	555
o122	7193	7363	535	r40	556
o123	9823	9094	536	r6	547
o124	9780	8344	537	r28	577
o125	10241	3980	538	r29	553
o126	6087	4356	539	r18	557
o127	6179	6366	540	r9	565
o128	10986	5479	541	r9	566
o129	5838	7189	541	r4	552
o130	10640	6594	543	r25	569
o131	6671	3923	543	r41	565
o132	8103	9416	544	r9	569
o133	5064	5192	548	r14	568
o134	9830	8096	549	r42	579
o135	7673	8677	550	r35	575
o136	10840	5475	550	r29	576
o137	8676	8117	552	r6	614
o138	6043	7127	553	r11	554
o139	7948	4920	553	r11	555
o140	972	6750	555	r10	596
o141	5613	5863	555	r18	581
o142	5482	7800	557	r30	570
o143	5634	7234	560	r43	563
o144	9179	4290	561	r6	587
o145	3342	6691	563	r4	588
o146	8646	7463	564	r9	589
o147	9974	9218	564	r8	601
o148	7627	6563	565	r9	590
o149	10267	5015	567	r24	584
o150	6364	5782	567	r17	604
o151	1236	6404	568	r10	601
o152	3980	8138	568	r44	586
o153	2910	6576	568	r45	579
o154	7791	6914	571	r24	583
o155	7733	6352	571	r25	603
o156	7553	5707	573	r6	601
o157	8340	7887	573	r9	598
o158	8201	5278	573	r6	601
o159	2463	4942	576	r30	591
o160	5267	6037	577	r46	608
o161	3407	5119	578	r10	615
o162	3287	6996	579	r46	606
o163	5889	5098	581	r4	592
o164	5136	8098	581	r17	618
o165	10283	8598	582	r47	615
o166	3981	5513	588	r48	609
o167	8730	7036	589	r18	612
o168	6164	6653	590	r18	612
o169	10414	6974	594	r9	619
o170	8982	9561	600	r9	625
o171	8019	6331	601	r9	626
o172	9937	4187	604	r9	629
o173	5915	9305	605	r19	642
o174	8831	8029	606	r6	629
o175	8805	7037	607	r29	632
o176	8267	8461	609	r38	646
o177	7633	9520	610	r38	647
o178	8484	8675	610	r9	622
o179	8036	9577	611	r49	637
o180	7192	4749	611	r17	648
o181	7349	6993	612	r9	624
o182	2469	5594	613	r4	650
o183	6207	6980	614	r25	650
o184	10510	8566	618	r9	643
o185	9066	7352	619	r48	636
o186	9196	4412	619	r17	656
o187	8259	4056	620	r37	642
o188	1580	7316	621	r43	636
o189	6321	9113	621	r30	639
o190	6062	6222	622	r10	647
o191	6421	7456	623	r9	635
o192	10254	7654	623	r46	654
o193	10308	7553	625	r50	662
o194	6388	5939	627	r50	664
o195	5855	7817	628	r9	640
o196	7021	7412	630	r8	650
o197	4264	4911	631	r9	643
o198	7713	6279	634	r17	671
o199	8169	4027	635	r25	660
o200	10756	7831	635	r26	643
o201	8478	8030	641	r9	666
o202	7283	9028	641	r47	676
o203	7425	7214	643	r29	673
o204	4447	7957	643	r48	661
o205	2202	5121	644	r10	681
o206	5490	9602	644	r46	669
o207	8281	5287	646	r51	659
o208	8935	7926	646	r52	664
o209	8766	7065	647	r17	684
o210	4326	7466	651	r46	676
o211	8109	5555	652	r35	685
o212	3710	7014	653	r10	678
o213	4447	7749	657	r4	682
o214	9505	7404	660	r9	672
o215	6309	6640	663	r36	675
o216	9078	7320	670	r38	707
o217	3741	7272	675	r36	693
o218	9479	7425	680	r47	701
o219	9348	6623	680	r9	705
o220	7685	8532	687	r6	698
o221	9107	8444	690	r8	705
o222	9202	9313	690	r6	708
o223	10494	8103	698	r53	706
o224	9804	5863	703	r9	728
o225	8258	5419	703	r9	715
o226	565	6763	704	r4	725
o227	7951	4068	706	r25	723
o228	5569	6598	708	r4	726
o229	6599	3893	710	r9	722
o230	6568	7926	711	r9	736
o231	5071	7823	712	r4	725
o232	5233	7197	715	r6	731
o233	9403	7377	725	r24	736
o234	3799	5087	732	r24	742
o235	7079	5909	732	r9	757
o236	7770	8911	733	r9	745
o237	7585	8115	740	r9	752
o238	9040	8669	741	r54	778
o239	8519	7564	743	r9	755
o240	7668	3831	760	r9	785
o241	8349	8428	763	r53	794
