courier	x	y	on_time	off_time
c1	3879	433	0	180
c2	937	7361	0	180
c3	3152	776	0	180
c4	10730	9051	0	180
c5	8708	550	0	180
c6	4582	1169	0	180
c7	3963	4132	180	300
c8	10374	1658	180	300
c9	11619	3275	180	300
c10	5518	5344	210	300
c11	7959	7820	210	300
c12	10369	9999	210	300
c13	5505	10769	210	300
c14	7561	9123	210	300
c15	5640	4291	210	300
c16	2711	1163	210	300
c17	9830	11180	210	300
c18	11846	3746	210	300
c19	10748	6287	210	300
c20	1682	2441	240	420
c21	8072	10903	240	420
c22	12344	5918	240	420
c23	9058	7588	240	420
c24	1562	10057	240	420
c25	6097	2435	270	450
c26	7663	186	270	450
c27	3955	403	270	450
c28	3555	805	300	480
c29	1057	3828	300	480
c30	4802	393	300	480
c31	4020	6908	300	480
c32	4352	268	300	480
c33	8784	11124	300	480
c34	10617	1896	300	480
c35	11231	6688	300	480
c36	9712	1122	300	480
c37	6446	2792	300	480
c38	10992	8608	300	480
c39	12192	4806	300	480
c40	8485	5459	300	480
c41	6812	11629	300	480
c42	7729	11573	300	480
c43	9190	4486	300	480
c44	11443	3378	300	480
c45	2687	3969	300	480
c46	3846	3400	300	480
c47	4605	3320	300	480
c48	7421	2185	300	480
c49	1552	6528	300	480
c50	5311	11480	300	480
c51	8004	9636	300	480
c52	10871	2177	300	480
c53	7706	11829	300	480
c54	11119	2487	300	480
c55	4496	226	300	480
c56	1320	2322	300	480
c57	3688	6872	300	480
c58	6958	5964	300	480
c59	8231	645	300	480
c60	11096	2458	300	480
c61	10852	7169	300	480
c62	11970	4057	300	480
c63	12227	7421	300	480
c64	464	8637	300	480
c65	2516	4611	300	480
c66	10296	7744	330	450
c67	7405	2426	390	450
c68	9494	8579	420	480
c69	12308	5473	480	660
c70	306	4156	480	660
c71	1229	8153	480	660
c72	4909	5900	480	660
c73	11001	4179	480	660
c74	2222	7113	480	660
c75	11945	3992	480	660
c76	8207	349	480	660
c77	9983	11064	480	660
c78	7903	3759	480	660
c79	49	7233	480	660
c80	7656	12051	480	660
c81	6179	450	480	660
c82	2179	10120	480	660
c83	9883	9766	480	660
c84	9857	1227	480	660
c85	10967	4926	480	660
c86	12253	5104	480	660
c87	1097	5811	480	660
c88	8400	420	480	660
c89	12215	4908	480	660
c90	8457	8613	480	660
c91	8725	8705	480	660
c92	634	3387	480	660
c93	9685	3325	480	660
c94	6520	10557	480	660
c95	7866	1497	480	660
c96	11900	4387	480	660
c97	4841	10915	480	660
c98	7308	8235	660	840
c99	11668	5965	660	900
c100	4653	4345	660	840
c101	8729	559	660	900
c102	8936	658	660	900
c103	2345	5172	660	840
c104	3710	9259	660	840
c105	5360	8158	660	840
c106	4524	5965	660	840
c107	7737	2710	660	840
c108	8834	7679	660	900
c109	12133	4568	660	840
c110	12131	4561	660	900
c111	3308	2711	660	840
c112	3113	1086	660	840
c113	4721	5384	660	840
c114	10896	2207	660	840
c115	3041	8996	660	840
c116	6887	5913	660	900
c117	10319	2646	660	900
c118	7174	4898	660	900
c119	1066	9267	660	900
c120	6751	4020	660	840
c121	640	4505	660	900
c122	8899	3906	660	840
c123	9488	1952	660	900
c124	1008	3873	660	840
c125	7032	1523	660	900
c126	9568	11111	660	840
c127	10392	2841	660	900
c128	631	7738	660	840
c129	10775	10321	660	840
c130	573	3510	660	900
c131	10666	10439	660	900
c132	2680	7155	660	840
c133	12030	5206	660	900
c134	2054	4521	660	840
c135	2454	6527	660	840
c136	8504	3154	660	840
c137	8905	5009	660	840
c138	6907	12128	660	840
c139	5627	4073	660	840
c140	8146	10738	660	900
c141	10669	10436	660	840
c142	11496	3056	660	840
c143	3707	2604	660	900
c144	6056	0	660	840
c145	7037	9216	720	900
c146	2746	2149	720	900
c147	7791	3003	720	900
c148	8883	632	720	840
c149	9063	8454	720	900
c150	3598	5122	720	900
c151	8393	4399	720	900
c152	9857	10201	720	900
c153	5060	1682	720	840
c154	8961	11067	720	840
c155	3886	3840	720	900
c156	7597	7787	720	900
c157	3494	8458	720	900
c158	1066	2663	720	900
c159	9436	5099	720	900
c160	5900	8659	720	900
c161	1629	10129	720	900
c162	0	6885	720	840
c163	6367	6609	720	900
c164	12333	5734	720	900
c165	8219	5914	840	960
c166	6457	6961	840	960
c167	2570	9773	840	1035
c168	3036	2368	840	960
c169	5506	4867	840	960
c170	9390	10589	840	960
c171	9139	765	840	960
c172	9013	5882	840	960
c173	11198	7117	840	900
c174	8073	1032	840	960
c175	5564	28	840	960
c176	8841	612	840	960
c177	9865	1903	840	960
c178	2165	3917	840	960
c179	4338	1269	900	1020
c180	11746	8862	900	1050
c181	12254	5109	900	1076
c182	7115	102	900	1020
c183	12339	5834	900	1020
c184	7861	5765	900	1020
c185	1351	7678	900	1020
c186	8235	3347	900	1050
c187	7129	6070	900	1020
c188	3676	1570	900	1020
c189	2540	7727	900	1050
c190	2247	4082	900	1020
c191	663	7988	900	1020
c192	8721	555	900	1020
c193	12347	6394	900	1020
c194	1670	3200	900	1050
