courier	x	y	on_time	off_time
c1	19863	18589	0	240
c2	16269	14727	0	240
c3	21338	11164	0	240
c4	17056	14351	0	240
c5	17123	20772	0	240
c6	21759	14074	0	240
c7	17152	14343	0	240
c8	17113	20742	15	105
c9	18189	10238	15	255
c10	19842	18482	15	255
c11	16260	16943	15	255
c12	17154	20723	15	255
c13	17191	14391	15	105
c14	18333	10095	15	105
c15	17108	14513	15	255
c16	16268	17015	15	105
c17	16371	17071	30	270
c18	17195	14506	30	210
c19	17195	14354	30	150
c20	19879	18540	30	270
c21	21902	14224	30	270
c22	17032	14351	30	210
c23	21857	14089	30	210
c24	17144	14455	30	270
c25	16368	17017	45	285
c26	17013	14495	45	285
c27	14001	18818	45	285
c28	19106	17332	45	285
c29	21865	14218	45	285
c30	16524	22093	45	285
c31	17219	20625	45	285
c32	20180	12778	60	180
c33	17194	20635	60	150
c34	18327	18731	60	150
c35	20619	14157	60	180
c36	19420	17870	60	180
c37	18502	8239	60	180
c38	21792	14233	60	180
c39	17857	21781	60	150
c40	19142	17299	60	180
c41	17170	20766	60	180
c42	19967	18510	60	180
c43	24359	3824	60	180
c44	19638	13857	60	180
c45	21039	12484	75	315
c46	18406	8274	75	315
c47	18825	13959	75	315
c48	18328	18888	75	255
c49	21411	12489	75	315
c50	20623	12333	75	255
c51	20265	17744	75	315
c52	18611	16747	75	315
c53	18864	19302	75	315
c54	17910	22531	75	315
c55	17680	15654	75	315
c56	18223	13051	75	315
c57	16611	21888	75	315
c58	20099	17895	75	315
c59	19554	13953	75	315
c60	19344	17854	75	315
c61	24753	3575	75	315
c62	17084	14402	75	255
c63	19266	17271	75	315
c64	17174	16037	75	315
c65	19497	13105	75	315
c66	16412	22123	75	315
c67	17086	20750	75	315
c68	19969	18453	75	315
c69	20782	15411	75	315
c70	19168	17323	75	315
c71	19688	13849	90	330
c72	18977	19326	90	330
c73	15293	16845	90	330
c74	20014	18416	90	330
c75	16325	17078	90	330
c76	17722	21725	90	330
c77	19487	17897	90	330
c78	17267	15820	90	330
c79	16034	21778	90	330
c80	17250	20704	90	330
c81	17286	16018	90	330
c82	20376	14826	90	330
c83	19112	17327	90	330
c84	18345	8212	90	330
c85	20340	11422	90	330
c86	19350	17703	105	345
c87	19226	17299	105	345
c88	24137	3613	105	345
c89	20929	12404	105	345
c90	19651	12488	105	345
c91	17837	21679	105	345
