courier	x	y	on_time	off_time
c1	34456	2945	0	240
c2	33740	8855	0	240
c3	24373	1316	0	240
c4	28973	21272	0	180
c5	29234	8446	0	180
c6	21052	19342	0	180
c7	28543	12234	0	180
c8	32506	12073	0	180
c9	32729	12865	0	180
c10	29695	19289	0	180
c11	24594	20297	0	180
c12	33901	8943	0	180
c13	22023	11203	0	180
c14	31407	18500	0	180
c15	26401	18685	0	180
c16	25241	10793	0	180
c17	22452	19030	0	180
c18	28687	18903	0	180
c19	25110	11028	0	180
c20	27922	9858	0	45
c21	29559	7035	0	17
c22	23208	8566	15	97
c23	22857	15561	60	240
c24	32192	12031	60	240
c25	24453	9901	60	240
c26	26259	8377	60	240
c27	31316	8331	60	240
c28	19790	25434	60	240
c29	28212	19948	60	240
c30	22115	9855	60	240
c31	22728	11179	60	240
c32	31253	14434	60	240
c33	21220	10224	60	240
c34	24223	21456	60	240
c35	27851	14076	60	240
c36	26997	7723	60	240
c37	30145	13272	60	240
c38	30940	20943	60	240
c39	22380	17352	60	240
c40	29089	13345	60	240
c41	23021	9679	60	240
c42	25516	20739	60	240
c43	21182	18885	60	240
c44	28547	14382	60	240
c45	30600	12682	60	240
c46	27763	14749	60	240
c47	22585	9494	60	240
c48	23603	21768	60	240
c49	28849	8591	60	240
c50	25103	20916	60	240
c51	27955	11211	60	240
c52	27357	20407	60	240
c53	22252	9642	60	240
c54	22649	9678	60	240
c55	16510	23352	60	240
c56	22750	19970	60	120
c57	30280	18784	60	105
c58	25352	12817	60	241
c59	25159	12544	105	240
c60	29957	10134	105	240
c61	23737	9617	120	360
c62	28980	21591	120	360
c63	22660	16476	120	360
c64	32459	9713	120	360
c65	30512	13722	120	360
c66	24180	16532	120	360
c67	25902	15599	120	360
c68	22105	19052	120	360
c69	33639	9231	120	360
c70	27468	9223	120	240
c71	21757	7577	120	168
c72	23063	12498	135	180
c73	23162	13398	150	285
c74	30022	13504	150	187
c75	30898	16248	180	420
c76	27200	17762	180	420
c77	28034	19807	180	420
c78	33339	10946	180	344
c79	30792	8765	180	340
c80	21306	6383	180	378
c81	33481	12365	210	285
c82	22015	18893	225	420
c83	25327	15382	240	480
c84	31999	15066	240	480
c85	23449	10577	240	480
c86	25585	17510	240	480
c87	25621	21371	240	480
c88	29495	11001	240	480
c89	28741	1823	240	420
c90	29633	14400	240	420
c91	27222	2122	240	420
c92	31100	7769	240	420
c93	21026	21976	240	420
c94	33997	9789	240	420
c95	27949	6794	240	420
c96	25913	11213	240	420
c97	24792	18002	240	420
c98	24572	11415	240	420
c99	26748	7897	240	420
c100	22034	3592	240	420
c101	17119	31396	240	420
c102	34238	2785	240	420
c103	26617	7380	240	420
c104	10803	25409	240	420
c105	31313	6087	240	420
c106	29219	15913	240	360
c107	21370	14055	240	330
c108	23333	13338	300	420
c109	29228	14295	300	390
c110	24301	15302	360	600
c111	31299	15525	360	600
c112	22317	7274	360	600
c113	27089	18399	360	600
c114	29040	21698	360	600
c115	28287	11360	360	600
c116	31140	18872	360	600
c117	28564	11693	360	600
c118	24481	7524	360	600
c119	31601	14856	360	600
c120	26759	20078	360	600
c121	25474	9293	360	600
c122	27625	14387	360	600
c123	21227	17926	360	600
c124	22654	14439	360	600
c125	32973	9581	360	600
c126	30961	20241	360	600
c127	23592	18527	360	600
c128	21818	15018	360	600
c129	32091	12404	360	600
c130	24957	19399	360	480
c131	28428	12560	360	495
c132	24114	1537	420	660
c133	34022	9848	420	660
c134	27449	12970	420	660
c135	27515	5469	420	660
c136	26218	11101	420	660
c137	23288	16153	420	660
c138	25099	9674	420	660
c139	11357	30163	420	660
c140	31569	16231	420	660
c141	26946	10501	420	660
c142	28685	8958	420	660
c143	30065	16389	420	660
c144	27601	13965	420	660
c145	21464	11877	420	660
c146	27861	9077	420	660
c147	23885	6351	420	660
c148	27405	6516	420	660
c149	26843	8099	420	660
c150	28336	11638	420	660
c151	34376	2886	420	660
c152	5751	31370	420	660
c153	26443	7210	420	660
c154	22429	20497	420	660
c155	25671	11999	420	660
c156	29111	18321	420	660
c157	25429	19730	420	660
c158	32199	12256	420	660
c159	21618	8219	420	660
c160	29745	18997	420	660
c161	5995	23768	420	632
c162	27375	19023	420	490
c163	34991	3355	420	532
c164	26055	22291	450	690
c165	28385	8716	450	690
c166	23560	13086	450	690
c167	21555	16285	450	690
c168	21573	13087	450	690
c169	29213	12215	450	690
c170	26528	11248	450	690
c171	24185	13338	450	668
c172	28608	19653	450	461
c173	27798	9031	480	720
c174	24949	18449	480	720
c175	26555	9139	480	720
c176	22197	9314	480	720
c177	24963	9650	480	720
c178	30733	15355	480	720
c179	24206	15552	480	720
c180	21690	6707	480	720
c181	29801	15648	480	720
c182	25240	13687	480	720
c183	31268	8641	480	720
c184	25757	17842	480	675
c185	22128	22523	480	660
c186	32567	12186	480	680
c187	24591	8921	495	637
c188	32325	13931	505	560
c189	29873	16279	510	750
c190	21903	13188	510	750
c191	24860	14875	510	750
c192	30997	8758	510	750
c193	25486	10061	510	735
c194	32162	8458	525	592
c195	22080	20044	540	780
c196	23318	7083	540	780
c197	21127	20497	540	780
c198	29192	14934	540	780
c199	26937	9755	540	780
c200	29123	17743	540	780
c201	26306	10280	540	780
c202	25774	16787	540	780
c203	28894	10496	540	720
c204	28054	11994	540	547
c205	30003	19264	630	720
c206	23674	10533	645	727
c207	32155	6774	660	810
c208	20816	30105	660	810
c209	25251	11424	660	810
c210	19465	26065	660	810
c211	25313	15145	660	810
c212	21353	15017	660	810
c213	22166	6715	660	810
c214	21542	20073	660	810
c215	25269	19635	660	810
c216	24298	1023	660	810
c217	24889	13014	660	810
c218	25303	8550	660	810
c219	21236	0	660	810
c220	24498	18366	660	810
c221	26359	3650	660	810
c222	30598	20727	660	810
c223	22229	10145	660	750
c224	15411	23608	660	727
c225	27122	10696	690	810
c226	21470	17721	720	825
