restaurant	x	y
r1	15120	23184
r2	15287	16706
r3	18429	15153
r4	18372	19885
r5	19545	14396
r6	18038	20897
r7	15248	18207
r8	16257	23917
r9	19161	16062
r10	15434	22956
r11	18240	20749
r12	12649	26391
r13	17253	21537
r14	19741	16268
r15	5974	31187
r16	19272	16015
r17	16761	19148
r18	16716	13679
r19	22245	6047
r20	18292	15934
r21	14839	19123
r22	16423	22017
r23	15939	21948
r24	16670	21115
r25	15374	23058
r26	18010	19634
r27	18885	14642
r28	18839	16582
r29	13539	21576
r30	18216	21223
r31	19552	16355
r32	14404	23709
r33	12849	20402
r34	19164	14291
r35	18034	21197
r36	14770	24356
r37	17857	22695
r38	20023	16449
r39	18398	20172
r40	19501	16590
r41	15416	16707
r42	20323	16100
r43	17990	20835
r44	18305	20073
r45	19714	16967
r46	17759	14774
r47	15498	18265
r48	13740	24708
r49	18761	19300
r50	12160	21053
r51	19067	15939
r52	19397	16473
r53	13549	19831
r54	18861	17771
r55	15892	23892
r56	18438	13772
r57	17784	15648
r58	15822	17654
r59	15918	24093
r60	17042	12549
r61	17665	14682
r62	17736	18561
r63	18218	20460
r64	15753	20059
r65	18204	21413
r66	14364	23998
r67	19366	17389
r68	16198	17435
r69	15938	21606
r70	15823	17996
r71	18360	20006
r72	19515	15007
r73	14906	13832
r74	18062	21252
r75	17824	17755
r76	18267	14890
r77	21168	664
r78	17615	20021
r79	12928	19122
r80	19175	16209
r81	12998	20731
r82	16826	24954
r83	16103	20777
r84	17539	9533
r85	19496	13279
r86	17404	21804
r87	18724	16495
r88	13341	23110
r89	19599	13627
r90	19061	12010
r91	17462	20340
r92	18970	17690
r93	18937	18269
r94	16931	20674
r95	18432	20091
r96	17347	21889
r97	19571	16618
r98	17501	20037
r99	13335	22416
r100	17947	13204
r101	19749	13393
r102	13469	23221
r103	14572	19380
r104	15338	18391
r105	17466	18284
r106	17335	19105
r107	15426	18148
r108	15795	20021
r109	14772	24256
r110	19603	16794
r111	8616	29673
r112	19630	16857
r113	13532	19843
r114	17666	19356
r115	16234	15140
r116	15569	18199
r117	15525	17464
r118	17862	18458
r119	17147	21549
r120	19320	17506
r121	15507	18366
r122	20252	15350
r123	19637	15513
r124	16146	22548
r125	18107	20993
r126	18039	22328
r127	17758	15408
r128	16572	15974
r129	17373	22124
r130	13650	19578
r131	17756	20047
r132	17715	21574
r133	16427	12502
r134	17756	13246
r135	13457	19129
r136	19656	14951
r137	14449	19576
r138	12007	19717
r139	16769	24293
r140	12530	19190
r141	19776	16607
r142	19056	15872
r143	17778	19903
r144	16148	20733
r145	16966	16210
r146	2928	29559
r147	15201	9414
r148	17358	21224
r149	18159	21847
r150	16753	16309
r151	20018	15618
r152	16049	24719
r153	17220	15159
r154	19151	14746
r155	17846	18887
r156	12277	23276
r157	16551	12300
r158	17321	15483
r159	15922	18985
r160	17685	20152
r161	18948	16472
r162	17497	19564
r163	11815	19942
r164	19577	15491
r165	14738	24436
r166	17394	20928
r167	17376	10211
r168	19791	16346
r169	16263	25661
r170	17029	12577
r171	11337	24677
r172	18714	17179
r173	19661	17026
r174	15312	18224
r175	14790	11449
r176	16134	12479
r177	19647	17202
r178	18871	18118
r179	16539	22346
r180	18475	20805
r181	20086	16194
r182	19349	16305
r183	16449	21606
r184	17729	18388
r185	13994	24887
r186	19827	16221
r187	2772	29614
r188	14472	17111
r189	19713	17066
r190	13600	19085
r191	17821	19125
r192	17805	14629
r193	17738	21664
r194	17262	22162
r195	15450	17897
r196	13652	19694
r197	17663	21600
r198	16897	21514
r199	22948	5995
r200	19618	14856
r201	19408	14422
r202	19829	16965
r203	16490	19864
r204	18379	20032
r205	20917	12920
r206	16912	12571
r207	18129	20799
r208	17733	15559
r209	18011	20862
r210	17764	18230
r211	17884	18628
r212	15437	16782
r213	15159	17570
